alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,confidence,snf_excel_row,snf_facility,snf_corporate,snf_beds,snf_census,cms_provider,cms_beds,cms_chain,cms_chain_id
10055,WINDSOR POINT IN,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,37,30,Independent,Yes,HIGH,10002,WINDSOR POINT CONTINUING CARE,,45,19.9,WINDSOR POINT CONTINUING CARE,45.0,,
10056,WINDSOR POINT MC,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,4,3,Independent,Yes,HIGH,10002,WINDSOR POINT CONTINUING CARE,,45,19.9,WINDSOR POINT CONTINUING CARE,45.0,,
10057,WINDSOR POINT SNF,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,30,24,Independent,Yes,HIGH,10002,WINDSOR POINT CONTINUING CARE,,45,19.9,WINDSOR POINT CONTINUING CARE,45.0,,
10058,WINDSOR REHAB & HEALTHCARE CENTER,YAD,1306 S King St,Windsor,NC,56,45,Corporate,Yes,HIGH,10003,WINDSOR REHABILITATION AND HEALTHCARE CENTER,SIMCHA HYMAN & NAFTALI ZANZIPER,82,73.5,WINDSOR REHABILITATION AND HEALTHCARE CENTER,82.0,SIMCHA HYMAN & NAFTALI ZANZIPER,580.0
10072,YADKIN NURSING CENTER,LIBERTY,903 W Main St,Yadkinville,NC,54,43,Corporate,Yes,HIGH,10070,YADKIN NURSING CARE CENTER,LIBERTY SENIOR LIVING,147,108.3,YADKIN NURSING CARE CENTER,147.0,LIBERTY SENIOR LIVING,310.0
11512,ALOIS ALZHEIMER CENTER,INDEPENDENT,70 Damon Rd,Cincinnati,OH,20,16,Independent,No,HIGH,11511,ALOIS ALZHEIMER CENTER,HEALTH CARE MANAGEMENT GROUP,93,71.2,ALOIS ALZHEIMER CENTER,93.0,HEALTH CARE MANAGEMENT GROUP,254.0
11634,ADVANCE HEALTHCARE,COMMUNICARE,955 Garden Lake Pkwy,Toledo,OH,29,23,Corporate,Yes,HIGH,11504,ADVANCED HEALTHCARE CENTER,,99,92.8,ADVANCED HEALTHCARE CENTER,99.0,,
11636,ARBORS AT GALLIPOLIS,ARBORS,"170 Pinecrest Dr,",Gallipolis,OH,70,56,Corporate,Yes,HIGH,11551,ARBORS AT GALLIPOLIS,ARBORS AT OHIO,99,89.3,ARBORS AT GALLIPOLIS,99.0,ARBORS AT OHIO,41.0
11637,ARBORS AT POMEROY,ARBORS,"36759 Rocksprings Rd,",Pomeroy,OH,64,51,Corporate,Yes,HIGH,11557,ARBORS AT POMEROY,ARBORS AT OHIO,91,66.2,ARBORS AT POMEROY,91.0,ARBORS AT OHIO,41.0
11644,ASTORIA PLACE OF SILVERTON,SABER HEALTHCARE GROUP,6922 Ohio Ave,Cincinnati,OH,78,62,Corporate,Yes,HIGH,11586,ASTORIA PLACE OF SILVERTON,,98,59.2,ASTORIA PLACE OF SILVERTON,98.0,,
11645,AVENTURA AT CARRIAGE INN,AVENTURA,5040 Philadelphia Dr,Dayton,OH,68,54,Corporate,Yes,HIGH,11605,AVENTURA AT CARRIAGE INN,AVENTURA HEALTH GROUP,85,61.4,AVENTURA AT CARRIAGE INN,85.0,AVENTURA HEALTH GROUP,60.0
11646,AVENTURA AT HUMILITY HOUSE,AVENTURA,755 Ohltown Rd,Austintown,OH,32,26,Corporate,Yes,HIGH,11603,AVENTURA  AT HUMILITY HOUSE,AVENTURA HEALTH GROUP,70,65.2,AVENTURA  AT HUMILITY HOUSE,70.0,AVENTURA HEALTH GROUP,60.0
11647,AVENTURA AT OAKWOOD VILLAGE,AVENTURA,1500 Villa Rd,Springfield,OH,105,84,Corporate,Yes,HIGH,11606,AVENTURA AT OAKWOOD VILLAGE,AVENTURA HEALTH GROUP,116,107.5,AVENTURA AT OAKWOOD VILLAGE,116.0,AVENTURA HEALTH GROUP,60.0
11648,AVENTURA AT OAKWOOD VILLAGE ASSISTED LIVING,AVENTURA,1500 Villa Rd,Springfield,OH,48,38,Corporate,Yes,HIGH,11606,AVENTURA AT OAKWOOD VILLAGE,AVENTURA HEALTH GROUP,116,107.5,AVENTURA AT OAKWOOD VILLAGE,116.0,AVENTURA HEALTH GROUP,60.0
11649,AVENTURA AT WEST PARK ALF,AVENTURA,2950 W Park Dr,Cincinnati,OH,72,58,Corporate,Yes,HIGH,11609,AVENTURA AT WEST PARK,AVENTURA HEALTH GROUP,125,88.1,AVENTURA AT WEST PARK,125.0,AVENTURA HEALTH GROUP,60.0
11650,AVENTURA AT WEST PARK SNF,AVENTURA,2950 W Park Dr,Cincinnati,OH,94,75,Corporate,Yes,HIGH,11609,AVENTURA AT WEST PARK,AVENTURA HEALTH GROUP,125,88.1,AVENTURA AT WEST PARK,125.0,AVENTURA HEALTH GROUP,60.0
11659,BEACON HOUSE,INDEPENDENT,100 Reservoir Rd,Saint Clairsville,OH,62,50,Independent,No,MEDIUM,17599,BEACON HOUSE SENIOR LIVING CENTER,FOREST HILL NURSING & REHAB CENTER PROPCO LLC,150,120,,,,
11763,BATH MANOR SPECIAL CARE CENTRE,SABER HEALTHCARE GROUP,2330 Smith Rd,Akron,OH,46,37,Corporate,Yes,HIGH,11656,BATH MANOR SPECIAL CARE CENTRE,SABER HEALTHCARE GROUP,130,111.9,BATH MANOR SPECIAL CARE CENTRE,130.0,SABER HEALTHCARE GROUP,461.0
11765,BELLBROOK HEALTH AND REHAB,PAVILION HEALTHCARE,1957 N Lakeman Dr,Bellbrook,OH,36,29,Corporate,Yes,HIGH,11669,BELLBROOK HEALTH AND REHAB,SIMCHA HYMAN & NAFTALI ZANZIPER,65,39,BELLBROOK HEALTH AND REHAB,65.0,SIMCHA HYMAN & NAFTALI ZANZIPER,580.0
11766,BIRCHAVEN RETIREMENT VILLAGE,BLANCHARD VALLEY HEALTH SYSTEM,15100 Birchaven Ln,Findlay,OH,35,28,Independent,Yes,HIGH,11687,BIRCHAVEN RETIREMENT VILLAGE,,118,92.8,BIRCHAVEN RETIREMENT VILLAGE,118.0,,
11767,BRIDGEPORT HEALTHCARE,COMMUNICARE,2125 Royce St,Portsmouth,OH,64,51,Corporate,Yes,HIGH,11707,BRIDGEPORT HEALTH CARE CENTER,COMMUNICARE HEALTH,99,88.3,BRIDGEPORT HEALTH CARE CENTER,99.0,COMMUNICARE HEALTH,153.0
11769,BRISTOL VILLAGE AL,"WAVERLY CARE CENTER, INC",444 Cherry St,Waverly,OH,7,6,Corporate,Yes,HIGH,12415,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,,40,35.5,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,40.0,,
11770,BRISTOL VILLAGE SNF,"WAVERLY CARE CENTER, INC",444 Cherry St,Waverly,OH,14,11,Corporate,Yes,HIGH,12415,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,,40,35.5,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,40.0,,
11774,BUCKEYE FOREST AT FAIRFIELD,INDEPENDENT,3801 Woodridge Blvd,Fairfield,OH,43,34,Independent,Yes,HIGH,20931,FAIRFIELD CARE COMMUNITY,LIONSTONE CARE,100,63,AYDEN HEALTHCARE OF FAIRFIELD,90.0,AYDEN HEALTHCARE,63.0
11775,BUCKEYE FOREST AT FAIRFIELD ALF,INDEPENDENT,3801 Woodridge Blvd,Fairfield,OH,38,30,Independent,Yes,HIGH,20931,FAIRFIELD CARE COMMUNITY,LIONSTONE CARE,100,63,AYDEN HEALTHCARE OF FAIRFIELD,90.0,AYDEN HEALTHCARE,63.0
11776,BUCKEYE FOREST AT JACKSON,LIONSTONE CARE,8668 State Route 93,Jackson,OH,64,51,Corporate,Yes,HIGH,20933,JACKSON CARE CENTER,LIONSTONE CARE,80,64,AYDEN HEALTHCARE OF JACKSON,82.0,AYDEN HEALTHCARE,63.0
11777,BUCKEYE FOREST AT PORTSMOUTH,LIONSTONE CARE,20 Easter Dr,Portsmouth,OH,81,65,Corporate,Yes,HIGH,20938,ROSEMOUNT CARE CENTER,LIONSTONE CARE,95,76,AYDEN HEALTHCARE OF ROSEMOUNT PAVILION,117.0,AYDEN HEALTHCARE,63.0
11786,CANTERBURY OF TWINSBURG SKILLED NURSING AND REHABILITATION,INDEPENDENT,9928 Vail Dr,Twinsburg,OH,100,80,Independent,No,HIGH,11785,CANTERBURY OF TWINSBURG,,56,41.1,CANTERBURY OF TWINSBURG,56.0,,
11815,CCRC I-DOVER APARTMENTS,HOLLAND MANAGEMENT COMPANY,860 Iron Ave,Dover,OH,52,42,Corporate,Yes,HIGH,11877,COUNTRY CLUB CENTER I,COUNTRY CLUB REHABILITATION CAMPUS,72,58,COUNTRY CLUB CENTER I,72.0,COUNTRY CLUB REHABILITATION CAMPUS,164.0
11816,CCRC I-DOVER NURSING HOME,HOLLAND MANAGEMENT COMPANY,860 Iron Ave,Dover,OH,57,46,Corporate,Yes,HIGH,11877,COUNTRY CLUB CENTER I,COUNTRY CLUB REHABILITATION CAMPUS,72,58,COUNTRY CLUB CENTER I,72.0,COUNTRY CLUB REHABILITATION CAMPUS,164.0
11838,CHS OF TOLEDO,DIVINE,4420 S Ave,Toledo,OH,23,18,Independent,Yes,HIGH,11872,CONTINUING HEALTHCARE OF TOLEDO,DIVINE HEALTHCARE MANAGEMENT,75,66.4,CONTINUING HEALTHCARE OF TOLEDO,75.0,DIVINE HEALTHCARE MANAGEMENT,186.0
11879,COUNTRY CLUB REHABILITATION CAMPUS AT ASHTABULA,INDEPENDENT,925 E 26Th St,Ashtabula,OH,67,54,Independent,No,HIGH,11880,COUNTRY CLUB RET CENTER I I I,COUNTRY CLUB REHABILITATION CAMPUS,73,71,COUNTRY CLUB RET CENTER I I I,73.0,COUNTRY CLUB REHABILITATION CAMPUS,164.0
11916,CARECORE LIMA,CARECORE,599 S Shawnee St,Lima,OH,63,50,Corporate,Yes,HIGH,11797,CARECORE AT LIMA LLC,CARECORE HEALTH,88,73,CARECORE AT LIMA LLC,88.0,CARECORE HEALTH,108.0
11917,CARECORE OF WESTMORELAND,CARECORE,230 Cherry St.,Chillicothe,OH,63,50,Corporate,Yes,HIGH,13003,WESTMORELAND PLACE,CARECORE HEALTH,139,95.7,WESTMORELAND PLACE,139.0,CARECORE HEALTH,108.0
11919,CELINA MANOR,HCF MANAGEMENT,1001 Myers Rd,Celina,OH,36,29,Corporate,Yes,HIGH,17930,CELINA MANOR,H C F REALTY OF CELINA INC,97,78,CELINA MANOR,75.0,HCF MANAGEMENT,251.0
11920,CENTERVILLE HEALTH AND REHAB,PAVILION HEALTHCARE,7300 Mcewen Rd,Dayton,OH,81,65,Corporate,Yes,HIGH,11823,CENTERVILLE HEALTH AND REHAB,SIMCHA HYMAN & NAFTALI ZANZIPER,120,70.5,CENTERVILLE HEALTH AND REHAB,120.0,SIMCHA HYMAN & NAFTALI ZANZIPER,580.0
11922,CONTINENTAL MANOR,LUXOR HEALTHCARE GROUP,820 E Center St,Blanchester,OH,34,27,Corporate,Yes,HIGH,11863,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,,59,48,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,59.0,,
11923,CONTINUING HEALTHCARE OF MILAN,CONTINUING HEALTHCARE,185 S Main St,Milan,OH,61,49,Independent,Yes,HIGH,12959,VISTA CARE CENTER OF MILAN,CONTINUING HEALTHCARE SOLUTIONS,90,85.1,VISTA CARE CENTER OF MILAN,90.0,CONTINUING HEALTHCARE SOLUTIONS,159.0
11963,DELHI POST ACUTE,PACS GROUP,5999 Bender Rd,Cincinnati,OH,90,72,Corporate,Yes,HIGH,11944,DELHI POST-ACUTE,PACS GROUP,116,99.3,DELHI POST-ACUTE,116.0,PACS GROUP,690.0
11964,DIVINE REHABILITATION AND NURSING OF TOLEDO,DMH OHIO,1011 N Byrne Rd,Toledo,OH,40,32,Independent,Yes,HIGH,11953,DIVINE REHABILITATION AND NURSING AT TOLEDO,DIVINE HEALTHCARE MANAGEMENT,93,80.7,DIVINE REHABILITATION AND NURSING AT TOLEDO,93.0,DIVINE HEALTHCARE MANAGEMENT,186.0
12010,EMBASSY OF VALLEY VIEW,EMBASSY HEALTHCARE,"3363 Ragged Ridge Rd,",Frankfort,OH,49,39,Corporate,Yes,HIGH,11999,EMBASSY OF VALLEY VIEW,EMBASSY HEALTHCARE,50,43.6,EMBASSY OF VALLEY VIEW,50.0,EMBASSY HEALTHCARE,199.0
12011,ENGLEWOOD HEALTH AND REHAB,PAVILION HEALTHCARE,425 Lauricella Ct,Englewood,OH,94,75,Corporate,Yes,HIGH,12005,ENGLEWOOD HEALTH AND REHAB,SIMCHA HYMAN & NAFTALI ZANZIPER,116,88.6,ENGLEWOOD HEALTH AND REHAB,116.0,SIMCHA HYMAN & NAFTALI ZANZIPER,580.0
12101,GALION MEADOWS,CITADEL HEALTHCARE,935 Rosewood Dr,Galion,OH,52,42,Corporate,Yes,HIGH,12671,SIGNATURE HEALTHCARE OF GALION,SIGNATURE HEALTHCARE,62,44.7,SIGNATURE HEALTHCARE OF GALION,62.0,SIGNATURE HEALTHCARE,474.0
12102,GARDENS OF PAULDING,INDEPENDENT,199 Rd 103,Paulding,OH,54,43,Independent,Yes,MEDIUM,20937,PAULDING CARE CENTER,LIONSTONE CARE,50,50,,,,
12103,GLENDALE PLACE NURSING & REHAB,CARING PLACE HEALTHCARE,779 Glendale Milford Rd,Cincinnati,OH,60,48,Corporate,Yes,HIGH,12071,GLENDALE PLACE CARE CENTER,CARING PLACE HEALTHCARE,122,108.1,GLENDALE PLACE CARE CENTER,122.0,CARING PLACE HEALTHCARE GROUP,114.0
12104,GLENWOOD NURSING AND REHABILITATION CENTER,SABER HEALTHCARE GROUP,3627 Harvey Ave,Cincinnati,OH,75,60,Corporate,Yes,HIGH,11584,ASTORIA PLACE OF CINCINNATI,,97,65.3,ASTORIA PLACE OF CINCINNATI,97.0,,
12105,GREENFIELD SNF INC,LIFE CARE CENTERS,238 S Washington St,Greenfield,OH,6,5,Independent,Yes,HIGH,12098,GREENFIELD SKILLED NURSING AND REHABILITATION,,50,45,GREENFIELD SKILLED NURSING AND REHABILITATION,50.0,,
12173,HARMONY COURT REHAB & NURSING,BLUE CENTRAL GROUP,6969 Glenmeadow Ln,Cincinnati,OH,96,77,Independent,Yes,HIGH,12116,HARMONY COURT REHAB AND NURSING,,120,107.9,HARMONY COURT REHAB AND NURSING,120.0,,
12174,HARRISON PAVILION,CCH HEALTHCARE,2171 Harrison Ave,Cincinnati,OH,13,10,Corporate,Yes,HIGH,12117,HARRISON PAVILION CARE CENTER,CCH HEALTHCARE,84,80.5,HARRISON PAVILION CARE CENTER,84.0,CCH HEALTHCARE,124.0
12176,HOPEWELL GROVE REHAB,FOUNDATIONS HEALTH,60 Marietta Rd,Chillicothe,OH,75,60,Independent,Yes,HIGH,12668,SIGNATURE HEALTHCARE OF CHILLICOTHE,SIGNATURE HEALTHCARE,100,67.7,SIGNATURE HEALTHCARE OF CHILLICOTHE,100.0,SIGNATURE HEALTHCARE,474.0
12187,JAG HEALTHCARE SHELBY,JAG,100 Rogers Ln,Shelby,OH,42,34,Corporate,Yes,HIGH,12655,"SHELBY POINTE, INC",JAG HEALTHCARE,45,42.2,"SHELBY POINTE, INC",45.0,JAG HEALTHCARE,289.0
12202,JENKINS CARE COMMUNITY SNF,"JACKSON COUNTY HEALTH FACILITIES, INC",142 Jenkins Memorial Rd,Wellston,OH,45,36,Independent,Yes,HIGH,12191,JENKINS MEMORIAL HEALTH FACILITY,,59,44.3,JENKINS MEMORIAL HEALTH FACILITY,59.0,,
12236,LANDERBROOK TRANSITIONAL CARE,INDEPENDENT,2108 Lander Rd,Mayfield Heights,OH,54,43,Independent,No,HIGH,11505,AHC OF LANDERHAVEN LLC,ADVANCED HEALTH CARE,23,18.4,AHC OF LANDERHAVEN LLC,23.0,ADVANCED HEALTH CARE,11.0
12276,LIBERTY STATION HEALTH CAMPUS,INDEPENDENT,5348 Newtown Dr,Liberty Twp,OH,72,58,Independent,No,HIGH,12275,LIBERTY STATION HEALTH CAMPUS,TRILOGY HEALTH SERVICES,54,39.1,LIBERTY STATION HEALTH CAMPUS,54.0,TRILOGY HEALTH SERVICES,524.0
12309,MAJESTIC CARE OF CEDAR VILLAGE ASSISTED LIVING,INDEPENDENT,5467 Cedar Village Dr,Mason,OH,72,58,Independent,No,HIGH,12310,MAJESTIC CARE OF CEDAR VILLAGE.,MAJESTIC CARE,162,144.6,MAJESTIC CARE OF CEDAR VILLAGE.,162.0,MAJESTIC CARE,331.0
12330,MAPLE KNOLL VILLAGE,INDEPENDENT,11100 Springfield Pike,Cincinnati,OH,508,406,Independent,No,HIGH,12329,MAPLE KNOLL VILLAGE,,90,73.4,MAPLE KNOLL VILLAGE,90.0,,
12398,MOUNT VERNON HEALTH AND REHABILITATION CENTER,INDEPENDENT,1135 Gambier Rd,Mount Vernon,OH,20,16,Independent,No,HIGH,11515,ALS MOUNT VERNON INC,LIONSTONE CARE,20,19,ALS MOUNT VERNON INC,20.0,LIONSTONE CARE,611.0
12408,MAPLE HILLS NURSING AND REHABILITATION,LIONSTONE,31054 State Route 93,Mc Arthur,OH,37,30,Corporate,Yes,MEDIUM,20936,MAPLE HILL CARE CENTER,LIONSTONE CARE,45,36,,,,
12410,MASON HEALTH CARE CENTER - OHIO,TLC MANAGEMENT,5640 Cox-Smith Rd,Mason,OH,27,22,Corporate,Yes,HIGH,12345,MASON HEALTH CARE CENTER,,43,38.6,MASON HEALTH CARE CENTER,43.0,,
12411,MEDINA MEADOWS SKILLED NURSING AND REHABILITATION,INDEPENDENT,550 Miner Dr,Medina,OH,27,22,Independent,Yes,HIGH,12365,MEDINA BSD OPCO LLC,,60,54.4,MEDINA BSD OPCO LLC,60.0,,
12412,MIAMI COV SNF,CHARTER SENIOR LIVING,75 Mote Dr,Covington,OH,58,46,Corporate,Yes,HIGH,12706,STILLWATER SKILLED NURSING AND REHABILITATION,,75,57.4,STILLWATER SKILLED NURSING AND REHABILITATION,75.0,,
12413,MOMENTOUS HEALTH AT FRANKLIN,MOMENTOUS HEALTH,421 Mission Ln,Franklin,OH,39,31,Independent,Yes,HIGH,12385,MOMENTOUS HEALTH AT FRANKLIN,,79,67.3,MOMENTOUS HEALTH AT FRANKLIN,79.0,,
12414,NASON CENTER OF BRECKENRIDGE VILLAGE,INDEPENDENT,36855 Ridge Rd,Willoughby,OH,72,58,Independent,No,HIGH,19397,OHIO LIVING BRECKENRIDGE VILLAGE,OHIO PRESBYTERIAN SERV,126,101,OHIO LIVING BRECKENRIDGE VILLAGE,72.0,OHIO LIVING COMMUNITIES,383.0
12428,NORTH PARK RETIREMENT COMMUNITY,INDEPENDENT,14801 Holland Rd,Brook Park,OH,50,40,Independent,No,HIGH,12427,NORTH PARK CARE CENTER,,34,33.2,NORTH PARK CARE CENTER,34.0,,
12460,OHIO LIVING CAPE MAY,INDEPENDENT,175 Cape May Dr,Wilmington,OH,51,41,Independent,No,HIGH,12459,OHIO LIVING CAPE MAY,OHIO LIVING COMMUNITIES,23,22.5,OHIO LIVING CAPE MAY,23.0,OHIO LIVING COMMUNITIES,383.0
12463,OHIO LIVING LAKE VISTA,INDEPENDENT,303 N Mecca St,Cortland,OH,30,24,Independent,No,HIGH,12462,OHIO LIVING LAKE VISTA,OHIO LIVING COMMUNITIES,39,36.9,OHIO LIVING LAKE VISTA,39.0,OHIO LIVING COMMUNITIES,383.0
12499,OTTERBEIN MONCLOVA SENIORLIFE NEIGHBORHOOD,INDEPENDENT,5069 Otterbein Way,Monclova,OH,72,58,Independent,No,HIGH,12498,OTTERBEIN MONCLOVA,,60,55.7,OTTERBEIN MONCLOVA,60.0,,
12513,OAK CREEK TERRACE NURSING & REHAB CENTER,CARING PLACE HEALTHCARE,2316 Springmill Rd,Kettering,OH,29,23,Corporate,Yes,HIGH,12446,OAK CREEK TERRACE INC,CARING PLACE HEALTHCARE,69,64.3,OAK CREEK TERRACE INC,69.0,CARING PLACE HEALTHCARE GROUP,114.0
12514,OAK GROVE MANOR,INDEPENDENT,1670 Crider Rd,Mansfield,OH,70,56,Independent,Yes,HIGH,20935,OAK GROVE CARE CENTER,LIONSTONE CARE,75,75,OAK GROVE MANOR,75.0,LIONSTONE CARE,611.0
12520,OTTERBEIN UNION TOWNSHIP,OTTERBEIN SENIOR LIFE,1114 Neighborhood Dr,Batavia,OH,40,32,Corporate,Yes,HIGH,12508,OTTERBEIN UNION TOWNSHIP,OTTERBEIN SENIORLIFE,60,57.4,OTTERBEIN UNION TOWNSHIP,60.0,OTTERBEIN SENIORLIFE,389.0
12529,PARK VILLAGE SOUTHSIDE,INDEPENDENT,1019 Oldtown Valley Rd SE,New Philadelphia,OH,72,58,Independent,No,HIGH,12527,PARK VILLAGE HC NP LLC,,40,37.2,PARK VILLAGE HC NP LLC,40.0,,
12575,PICKAWAY MANOR CARE,AOM HC,391 Clark Dr,Circleville,OH,57,46,Independent,Yes,HIGH,12546,PICKAWAY MANOR CARE CENTER,,99,79.5,PICKAWAY MANOR CARE CENTER,99.0,,
12576,PICKERINGTON CARE AND REHAB,EMBASSY HEALTHCARE,1300 Hill Rd N,Pickerington,OH,23,18,Corporate,Yes,HIGH,12547,PICKERINGTON CARE AND REHABILITATION,EMBASSY HEALTHCARE,96,72,PICKERINGTON CARE AND REHABILITATION,96.0,EMBASSY HEALTHCARE,199.0
12577,PIQUA CARE CENTER,LIONSTONE CARE,275 Kienle Dr,Piqua,OH,85,68,Corporate,Yes,HIGH,11629,AYDEN HEALTHCARE OF PIQUA,AYDEN HEALTHCARE,99,79.9,AYDEN HEALTHCARE OF PIQUA,99.0,AYDEN HEALTHCARE,63.0
12592,RICHMOND HEIGHTS PLACE,INDEPENDENT,562 Richmond Rd,Richmond Heights,OH,190,152,Independent,No,HIGH,12881,TRANQUILITY OF RICHMOND HEIGHTS,,60,53.9,TRANQUILITY OF RICHMOND HEIGHTS,60.0,,
12600,RIVERVIEW HEALTH AND REHABILITATION CENTER,INDEPENDENT,3710 Olentangy River Rd,Columbus,OH,72,58,Independent,No,HIGH,12599,RIVERVIEW,OPTALIS HEALTH & REHABILITATION,145,132.2,RIVERVIEW,145.0,OPTALIS HEALTH & REHABILITATION,601.0
12616,ROSCOE GARDENS SKILLED NURSING AND REHAB,CITADEL HEALTHCARE,100 S Whitewoman St,Coshocton,OH,36,29,Corporate,Yes,HIGH,12669,SIGNATURE HEALTHCARE OF COSHOCTON,SIGNATURE HEALTHCARE,72,55.8,SIGNATURE HEALTHCARE OF COSHOCTON,72.0,SIGNATURE HEALTHCARE,474.0
12619,SAINT AUGUSTINE HEALTH CAMPUS,INDEPENDENT,7801 Detroit Ave,Cleveland,OH,110,88,Independent,No,HIGH,12694,ST AUGUSTINE MANOR,,234,177.9,ST AUGUSTINE MANOR,234.0,,
12624,SAINT LEONARD COMMUNITY LIVING,INDEPENDENT,8100 Clyo Rd,Centerville,OH,220,176,Independent,No,HIGH,12699,ST LEONARD HCC,COMMONSPIRIT HEALTH,150,118.3,ST LEONARD HCC,150.0,COMMONSPIRIT HEALTH,151.0
12650,SHAKER GARDENS ASSISTED LIVING,INDEPENDENT,3550 Northfield Rd,Shaker Heights,OH,126,101,Independent,No,HIGH,12651,SHAKER GARDENS NURSING AND REHABILITATION CENTER,LIONSTONE CARE,50,47.8,SHAKER GARDENS NURSING AND REHABILITATION CENTER,50.0,LIONSTONE CARE,611.0
12660,SHEPHERD OF THE VALLEY POLAND,INDEPENDENT,301 W Western Reserve Rd,Poland,OH,75,60,Independent,No,HIGH,12659,SHEPHERD OF THE VALLEY POLAND,,32,28.2,SHEPHERD OF THE VALLEY POLAND,32.0,,
12662,SHURMER PLACE,INDEPENDENT,18821 Shurmer Rd,Strongsville,OH,72,58,Independent,No,MEDIUM,17405,ALTENHEIM AND SHURMER PLACE,ALTENHEIM PROPERTIES INC,251,201,,,,
12737,SANCTUARY POINTE NURSING AND REHAB,CARING PLACE HEALTHCARE,11501 Hamilton Ave,Cincinnati,OH,61,49,Corporate,Yes,HIGH,12634,SANCTUARY POINTE NURSING & REHABILITATION CENTER,CARING PLACE HEALTHCARE,124,113.2,SANCTUARY POINTE NURSING & REHABILITATION CENTER,124.0,CARING PLACE HEALTHCARE GROUP,114.0
12738,SANCTUARY AT OHIO VALLEY,AHF OHIO,2932 S 5Th St,Ironton,OH,60,48,Independent,Yes,HIGH,12632,SANCTUARY AT  OHIO VALLEY,AMERICAN HEALTH FOUNDATION,93,81.7,SANCTUARY AT  OHIO VALLEY,93.0,AMERICAN HEALTH FOUNDATION,31.0
12739,SCARLET OAKS NURSING AND REHAB ALF,CCH HEALTHCARE,440 Lafayette Ave,Cincinnati,OH,31,25,Corporate,Yes,HIGH,19847,SCARLET OAKS RETIREMENT COMMUNITY,SCARLET REALTY LLC,112,90,SCARLET OAKS NURSING AND REHABILITATION CENTER,70.0,CCH HEALTHCARE,124.0
12740,SCARLET OAKS NURSING AND REHAB SNF,CCH HEALTHCARE,440 Lafayette Ave,Cincinnati,OH,57,46,Corporate,Yes,HIGH,19847,SCARLET OAKS RETIREMENT COMMUNITY,SCARLET REALTY LLC,112,90,SCARLET OAKS NURSING AND REHABILITATION CENTER,70.0,CCH HEALTHCARE,124.0
12742,SHELBY SKILLED NURSING & REHAB,JAG,705 Fulton St,Sidney,OH,47,38,Corporate,Yes,HIGH,12656,SHELBY SKILLED NURSING AND REHABILITATION,,50,41.7,SHELBY SKILLED NURSING AND REHABILITATION,50.0,,
12744,SPRINGFIELD SNF - NORTHWOOD,ASPIRE,2000 Villa Rd.,Springfield,OH,75,60,Corporate,Yes,HIGH,12434,NORTHWOOD SKILLED NURSING AND REHABILITATION,,85,70.5,NORTHWOOD SKILLED NURSING AND REHABILITATION,85.0,,
12746,STELLAR CARE CENTER,LIONSTONE,47045 Moore Ridge Rd,Woodsfield,OH,44,35,Corporate,Yes,HIGH,12704,STELLAR CARE CENTER,LIONSTONE CARE,41,34.3,STELLAR CARE CENTER,41.0,LIONSTONE CARE,611.0
12748,SWANTON VALLEY REHAB AND HCR CENTER,CROWN SENIOR LIVING,401 W Airport Hwy,Swanton,OH,53,42,Independent,Yes,HIGH,12729,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE,CROWN HEALTHCARE GROUP,92,86.9,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE,92.0,CROWN HEALTHCARE GROUP,173.0
12788,THE GARDENS OF SAINT FRANCIS,INDEPENDENT,930 S Wynn Rd,Oregon,OH,78,62,Independent,No,HIGH,20274,THE GARDENS OF ST. FRANCIS,CHI COMMUNITIES,85,68,THE GARDENS OF ST. FRANCIS,60.0,COMMONSPIRIT HEALTH,151.0
12791,THE GLEN,INDEPENDENT,4300 Glen Este Withamsville Rd,Cincinnati,OH,37,30,Independent,No,HIGH,12070,GLEN THE,TRILOGY HEALTH SERVICES,54,51.6,GLEN THE,54.0,TRILOGY HEALTH SERVICES,524.0
12830,THE MEADOWS OF DELPHOS,INDEPENDENT,800 Ambrose Dr,Delphos,OH,41,33,Independent,No,MEDIUM,19168,MEADOWS OF DELPHOS THE,TRILOGY REAL ESTATE DELPHOS II LLC,95,76,,,,
12851,THE SPRINGS OF LIMA,INDEPENDENT,370 N Eastown Rd,Lima,OH,41,33,Independent,No,HIGH,12692,SPRINGS OF LIMA THE,TRILOGY HEALTH SERVICES,56,51.8,SPRINGS OF LIMA THE,56.0,TRILOGY HEALTH SERVICES,524.0
12855,THE VILLAGE AT MARYMOUNT CLARE HALL,INDEPENDENT,5200 Marymount Village Dr,Garfield Heights,OH,120,96,Independent,No,HIGH,12677,SNF-THE VILLA AT MARYMOUNT,,130,105.3,SNF-THE VILLA AT MARYMOUNT,130.0,,
