alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
5832,EDMONSON CENTER,BLUEGRASS/ENCORE,813 S Main St,Brownsville,KY,47,38,Corporate,Yes,BOTH,5826,EDMONSON NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,74,EDMONSON NURSING AND REHABILITATION CENTER,74.0,ENCORE HEALTH PARTNERS
5004,MARQUETTE MANOR ALF,LIFECARE,8140 Township Line Rd,Indianapolis,IN,30,24,Corporate,Yes,BOTH,4964,MARQUETTE,,57,MARQUETTE,57.0,
5005,MARQUETTE MANOR IL,LIFECARE,8140 Township Line Rd,Indianapolis,IN,89,71,Corporate,Yes,BOTH,4964,MARQUETTE,,57,MARQUETTE,57.0,
5374,WHITE OAK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,814 S 6Th St,Monticello,IN,74,59,Corporate,No,BOTH,5333,WHITE OAK HEALTH CAMPUS,TRILOGY HEALTH SERVICES,61,WHITE OAK HEALTH CAMPUS,61.0,TRILOGY HEALTH SERVICES
5349,WASHINGTON HCC,AMERICAN SENIOR COMMUNITIES,8201 W Washington St,Indianapolis,IN,48,38,Corporate,Yes,BOTH,20747,WASHINGTON HEALTHCARE CENTER,OHI ASSET INDIANAPOLIS LLC,114,WASHINGTON HEALTHCARE CENTER,94.0,AMERICAN SENIOR COMMUNITIES
11922,CONTINENTAL MANOR,LUXOR HEALTHCARE GROUP,820 E Center St,Blanchester,OH,34,27,Corporate,Yes,BOTH,11863,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,,59,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,59.0,
20601,TRINITY OAKS CONTINUING CARE RETIREMENT COMMUNITY,LUTHERAN HOME AT TRINTY OAKS,820 Klumac Rd,Salisbury,NC,345,276,Independent,No,BOTH,9797,TRINITY OAKS,LUTHERAN SERVICES CAROLINAS,115,TRINITY OAKS,115.0,LUTHERAN SERVICES CAROLINAS
19643,QUALITY LIFE SERVICES MERCER,CARLSON FAMILY TRUST,8221 Lamor Rd,Mercer,PA,148,118,Independent,No,BOTH,13936,QUALITY LIFE SERVICES - MERCER,QUALITY LIFE SERVICES,48,QUALITY LIFE SERVICES - MERCER,48.0,QUALITY LIFE SERVICES
4937,LIFE CARE - ROCHESTER,LIFECARE,827 W 13Th St,Rochester,IN,48,38,Corporate,Yes,BOTH,4919,LIFE CARE CENTER OF ROCHESTER,LIFE CARE CENTERS OF AMERICA,108,LIFE CARE CENTER OF ROCHESTER,108.0,LIFE CARE CENTERS OF AMERICA
23739,LindenGrove-Mukwonago Campus & Nursing & Rehab Center,LindenGrove Communities,837 East Veterans Way,Mukwonago,WI,81,65,Corporate,No,BOTH,17007,LINDENGROVE MUKWONAGO,,47,LINDENGROVE MUKWONAGO,47.0,
16135,AUGUSTA NURSING & REHAB-SNF/NF,AVARDIS HEALTH,83 Crossroads Ln,Fishersville,VA,98,78,Corporate,Yes,BOTH,16134,AUGUSTA NURSING & REHAB CENTER,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,112,AUGUSTA NURSING & REHAB CENTER,112.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
5352,WATERS OF CASTLETON,INFINITY HEALTHCARE CONSULTING,8400 Clearvista Pl,Indianapolis,IN,50,40,Corporate,No,BOTH,5279,"WATERS OF CASTLETON SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,114,"WATERS OF CASTLETON SKILLED NURSING FACILITY, THE",114.0,INFINITY HEALTHCARE CONSULTING
20356,THE LOFT AT CAMBRIDGE,CAMBRIDGE SNF REALTY LLC,8420 Georgetown Road,Cambridge,OH,162,130,Independent,No,BOTH,11583,ASTORIA PLACE OF CAMBRIDGE,,78,ASTORIA PLACE OF CAMBRIDGE,78.0,
9934,TRINITY GLEN,LUTHERAN LIFE VILLAGES,849 Waterworks Rd,Winston-Salem,NC,67,54,Corporate,Yes,BOTH,9795,TRINITY GLEN,LUTHERAN SERVICES CAROLINAS,117,TRINITY GLEN,117.0,LUTHERAN SERVICES CAROLINAS
20817,WESTOVER RETIREMENT COMMUNITY,COLONIAL SENIOR SERVICES INC,855 Stahlheber Rd,Hamilton,OH,105,84,Corporate,No,BOTH,13004,WESTOVER RETIREMENT COMMUNITY,,53,WESTOVER RETIREMENT COMMUNITY,53.0,
18761,HOLY REDEEMER LAFAYETTE,HOLY REDEEMER HEALTH SYST,8580 Verree Rd,Philadelphia,PA,299,239,Independent,No,BOTH,13769,"LAFAYETTE-REDEEMER, THE",,120,"LAFAYETTE-REDEEMER, THE",120.0,
16194,BIRMINGHAM GREEN,INDEPENDENT,8605 Centreville Rd,Manassas,VA,72,58,Independent,No,BOTH,17660,BIRMINGHAM GREEN,COUNTIES FAIRFAX FAQUIER PR WM,213,BIRMINGHAM GREEN,180.0,
16559,THE DISTRICT HOME,INDEPENDENT,8605 Centreville Rd,Manassas,VA,72,58,Independent,No,BOTH,17660,BIRMINGHAM GREEN,COUNTIES FAIRFAX FAQUIER PR WM,213,BIRMINGHAM GREEN,180.0,
11815,CCRC I-DOVER APARTMENTS,HOLLAND MANAGEMENT COMPANY,860 Iron Ave,Dover,OH,52,42,Corporate,Yes,BOTH,11877,COUNTRY CLUB CENTER I,COUNTRY CLUB REHABILITATION CAMPUS,72,COUNTRY CLUB CENTER I,72.0,COUNTRY CLUB REHABILITATION CAMPUS
11816,CCRC I-DOVER NURSING HOME,HOLLAND MANAGEMENT COMPANY,860 Iron Ave,Dover,OH,57,46,Corporate,Yes,BOTH,11877,COUNTRY CLUB CENTER I,COUNTRY CLUB REHABILITATION CAMPUS,72,COUNTRY CLUB CENTER I,72.0,COUNTRY CLUB REHABILITATION CAMPUS
20818,WESTSIDE GARDEN PLAZA,WESTSIDE CAMPUS REAL ESTATE INVESTORS LLC,8616 W 10th St,Indianapolis,IN,380,304,Independent,No,BOTH,5331,WESTSIDE RETIREMENT VILLAGE,LIFE CARE CENTERS OF AMERICA,132,WESTSIDE RETIREMENT VILLAGE,132.0,LIFE CARE CENTERS OF AMERICA
11776,BUCKEYE FOREST AT JACKSON,LIONSTONE CARE,8668 State Route 93,Jackson,OH,64,51,Corporate,Yes,BOTH,20933,JACKSON CARE CENTER,LIONSTONE CARE,80,AYDEN HEALTHCARE OF JACKSON,82.0,AYDEN HEALTHCARE
9119,FLETCHER REHABILITATION AND HEATHCARE CENTER,YAD,86 Old Airport Rd,Fletcher,NC,50,40,Corporate,Yes,BOTH,9106,FLETCHER REHABILITATION AND HEALTHCARE CENTER,CHOICE HEALTH MANAGEMENT,90,FLETCHER REHABILITATION AND HEALTHCARE CENTER,90.0,CHOICE HEALTH MANAGEMENT
14400,SUMTER EAST HEALTH AND REHAB,INDEPENDENT,880 Carolina Ave,Sumter,SC,20,16,Independent,Yes,BOTH,14394,SUMTER EAST HEALTH & REHABILITATION CENTER,,176,SUMTER EAST HEALTH & REHABILITATION CENTER,176.0,
20299,THE HERITAGE AT BRENTWOOD RETIREMENT,,900 Heritage Way,Brentwood,TN,391,313,Independent,No,BOTH,14779,SOMERFIELD AT THE HERITAGE,LIFE CARE SERVICES,66,SOMERFIELD AT THE HERITAGE,66.0,LIFE CARE SERVICES
16566,THE JEFFERSON,INDEPENDENT,900 N. Taylor St,Arlington,VA,72,58,Independent,No,BOTH,16528,THE JEFFERSON,SUNRISE,31,THE JEFFERSON,31.0,SUNRISE SENIOR LIVING
5006,MASON HEALTHCARE,TLC MANAGEMENT,900 Provident Dr,Warsaw,IN,79,63,Corporate,Yes,BOTH,4965,MASON HEALTH CARE CENTER,TLC MANAGEMENT,105,MASON HEALTH CARE CENTER,105.0,TLC MANAGEMENT
9677,SILER CITY CENTER,GENESIS,900 W Dolphin St,Siler City,NC,103,82,Corporate,Yes,BOTH,9636,SILER CITY CENTER,GENESIS HEALTHCARE,150,SILER CITY CENTER,150.0,GENESIS HEALTHCARE
19170,MEADOWS OF LEIPSIC THE,TRILOGY REAL ESTATE OHIO LLC,901 East Main Street,Leipsic,OH,159,127,Independent,No,BOTH,12362,MEADOWS OF LEIPSIC,TRILOGY HEALTH SERVICES,52,MEADOWS OF LEIPSIC,52.0,TRILOGY HEALTH SERVICES
9618,ROXBORO HEALTHCARE AND REHABILITATION CENTER,LIBERTY,901 Ridge Rd,Roxboro,NC,97,78,Corporate,Yes,BOTH,9575,ROXBORO HEALTHCARE & REHAB CENTER,LIBERTY SENIOR LIVING,140,ROXBORO HEALTHCARE & REHAB CENTER,140.0,LIBERTY SENIOR LIVING
10072,YADKIN NURSING CENTER,LIBERTY,903 W Main St,Yadkinville,NC,54,43,Corporate,Yes,BOTH,10070,YADKIN NURSING CARE CENTER,LIBERTY SENIOR LIVING,147,YADKIN NURSING CARE CENTER,147.0,LIBERTY SENIOR LIVING
4758,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,904 E 11Th St,Rushville,IN,51,41,Corporate,No,BOTH,4748,FLATROCK RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,63,FLATROCK RIVER LODGE,63.0,REAL PROPERTY HEALTH FACILITIES
4521,ALBANY HEALTH AND REHABILITATION,TLC MANAGEMENT,910 W Walnut St,Albany,IN,85,68,Corporate,Yes,BOTH,4483,ALBANY HEALTH CARE & REHABILITATION CENTER,TLC MANAGEMENT,102,ALBANY HEALTH CARE & REHABILITATION CENTER,102.0,TLC MANAGEMENT
6072,RIVER OAKS POST ACUTE,HILL VALLEY HEALTHCARE,920 S 4Th St.,Louisville,KY,74,59,Corporate,Yes,DB_SNF_ONLY,6059,RIVER OAKS POST ACUTE AND REHABILITATION CENTER,CHRISTIAN CARE COMMUNITIES,122,,,
24577,Pruittplace-carrollton,unknown,921 Old Newnan Road,Carrollton,GA,42,34,Corporate,No,BOTH,3121,"OAKS - CARROLLTON SKILLED NURSING, THE",PRUITTHEALTH,42,"OAKS - CARROLLTON SKILLED NURSING, THE",42.0,PRUITTHEALTH
20513,THE VIRGINIAN,FFI VIRGINIAN OWNER LLC,9229 Arlington Blvd,Fairfax,VA,389,311,Independent,No,BOTH,16542,THE VIRGINIAN,,81,THE VIRGINIAN,81.0,
11879,COUNTRY CLUB REHABILITATION CAMPUS AT ASHTABULA,INDEPENDENT,925 E 26Th St,Ashtabula,OH,67,54,Independent,No,BOTH,11880,COUNTRY CLUB RET CENTER I I I,COUNTRY CLUB REHABILITATION CAMPUS,73,COUNTRY CLUB RET CENTER I I I,73.0,COUNTRY CLUB REHABILITATION CAMPUS
18441,FRIENDS HOMES AT GUILFORD,FRIENDS HOME INC,925 New Garden Rd,Greensboro,NC,387,310,Independent,No,BOTH,9109,FRIENDS HOMES AT GUILFORD,,69,FRIENDS HOMES AT GUILFORD,69.0,
12788,THE GARDENS OF SAINT FRANCIS,INDEPENDENT,930 S Wynn Rd,Oregon,OH,78,62,Independent,No,BOTH,20274,THE GARDENS OF ST. FRANCIS,CHI COMMUNITIES,85,THE GARDENS OF ST. FRANCIS,60.0,COMMONSPIRIT HEALTH
8968,CARDINAL HEALTHCARE AND REHAB CENTER,AVARDIS,931 N Aspen St,Lincolnton,NC,47,38,Corporate,Yes,BOTH,8904,CARDINAL HEALTHCARE AND REHAB,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,63,CARDINAL HEALTHCARE AND REHAB,63.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
12101,GALION MEADOWS,CITADEL HEALTHCARE,935 Rosewood Dr,Galion,OH,52,42,Corporate,Yes,BOTH,12671,SIGNATURE HEALTHCARE OF GALION,SIGNATURE HEALTHCARE,62,SIGNATURE HEALTHCARE OF GALION,62.0,SIGNATURE HEALTHCARE
12906,THE LODGE NURSING AND REHAB,CARING PLACE HEALTHCARE,9370 Union Cemetery Rd,Loveland,OH,55,44,Corporate,Yes,BOTH,12287,LODGE NURSING & REHAB CENTER,CARING PLACE HEALTHCARE,120,LODGE NURSING & REHAB CENTER,120.0,CARING PLACE HEALTHCARE GROUP
5366,WELLBROOKE OF WESTFIELD,TRILOGY HEALTH SERVICES,937 E 186Th St,Westfield,IN,59,47,Corporate,No,BOTH,5319,WELLBROOKE OF WESTFIELD,TRILOGY HEALTH SERVICES,70,WELLBROOKE OF WESTFIELD,70.0,TRILOGY HEALTH SERVICES
16196,BLUE RIDGE REHABILITATION AND NURSING,EASTERN HEALTHCARE GROUP,94 S Ave,Harrisonburg,VA,100,80,Corporate,Yes,BOTH,16173,BLUE RIDGE REHABILITATION AND NURSING,EASTERN HEALTHCARE GROUP,117,BLUE RIDGE REHABILITATION AND NURSING,117.0,EASTERN HEALTHCARE GROUP
5014,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE CENTER,EXCEPTIONAL LIVING CENTERS,950 N Lakeview Dr,Greensburg,IN,22,18,Corporate,No,BOTH,4991,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,EXCEPTIONAL LIVING CENTERS,64,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,64.0,EXCEPTIONAL LIVING CENTERS
21005,AdviniaCare Venice,ADVINIACARE,950 Pinebrook Rd,Venice,FL,105,84,Corporate,No,BOTH,2238,ADVINIA CARE AT VENICE,ADVINIACARE,45,ADVINIA CARE AT VENICE,45.0,ADVINIACARE
11634,ADVANCE HEALTHCARE,COMMUNICARE,955 Garden Lake Pkwy,Toledo,OH,29,23,Corporate,Yes,BOTH,11504,ADVANCED HEALTHCARE CENTER,,99,ADVANCED HEALTHCARE CENTER,99.0,
16555,THE CHESAPEAKE,INDEPENDENT,955 Harpersville Rd,Newport News,VA,72,58,Independent,No,BOTH,16523,THE CHESAPEAKE,,52,THE CHESAPEAKE,52.0,
5835,ESSEX NURSING AND REHABILITATION CENTER,PRINCIPLE,9600 Lamborne Blvd,Louisville,KY,85,68,Corporate,Yes,BOTH,5831,ESSEX NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,128,ESSEX NURSING AND REHABILITATION CENTER,128.0,PRINCIPLE LONG TERM CARE
19429,OTTERBEIN SUNSET VILLAGE,SUNSET RETIREMENT COMMUNITIES INC,9640 Sylvania Metamora Rd,Sylvania,OH,125,100,Independent,No,BOTH,12507,OTTERBEIN SUNSET VILLAGE,OTTERBEIN SENIORLIFE,50,OTTERBEIN SUNSET VILLAGE,50.0,OTTERBEIN SENIORLIFE
4859,HAMPTON OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,966 N Wilson Rd,Scottsburg,IN,26,21,Corporate,No,BOTH,4809,HAMPTON OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,HAMPTON OAKS HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES
23860,Maplewood Park Place Health Care Center,"SUNRISE SENIOR LIVING MANAGEMENT, INC",9707 Old Georgetown Rd,Bethesda,MD,29,23,Corporate,No,BOTH,7001,MAPLEWOOD PARK PLACE,,31,MAPLEWOOD PARK PLACE,31.0,
5070,PRAIRIE LAKES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,9730 Prairie Lakes Blvd E,Noblesville,IN,73,58,Corporate,No,BOTH,5059,PRAIRIE LAKES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,61,PRAIRIE LAKES HEALTH CAMPUS,61.0,TRILOGY HEALTH SERVICES
4924,LLV - PINE VALLEY,LUTHERAN LIFE VILLAGES,9802 Coldwater Rd,Fort Wayne,IN,63,50,Corporate,Yes,BOTH,4933,LUTHERAN LIFE VILLAGES,,84,LUTHERAN LIFE VILLAGES,84.0,
5233,THE WATERS OF MIDDLETOWN,INFINITY HEALTHCARE CONSULTING,981 Beechwood Ave,Middletown,IN,32,26,Corporate,Yes,BOTH,5297,"WATERS OF MIDDLETOWN SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,60,"WATERS OF MIDDLETOWN SKILLED NURSING FACILITY, THE",60.0,INFINITY HEALTHCARE CONSULTING
18780,HOOSIER VILLAGE RETIREMENT CENTER,BHI SENIOR LIVING,9875 Cherryleaf Dr,Indianapolis,IN,561,449,Corporate,No,BOTH,4848,HOOSIER VILLAGE,BHI SENIOR LIVING,24,HOOSIER VILLAGE,24.0,BHI SENIOR LIVING
