alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
5739,BRECKINRIDGE PLACE RETIREMENT COMMUNITY,BRECKINRIDGE PLACE RETIREMENT COMMUNITY,170 Sykes Blvd,Morganfield,KY,31,25,Independent,No,BOTH,5720,BRECKINRIDGE PLACE,,24,BRECKINRIDGE PLACE,24.0,
20802,"WEST VIEW MANOR, INC",CHURCH OF THE BRETHREN HOME -WEST VIEW MANOR,1715 Mechanicsburg Road,Wooster,OH,211,169,Independent,No,BOTH,12996,WEST VIEW HEALTHY LIVING,,93,WEST VIEW HEALTHY LIVING,93.0,
9510,PARKVIEW HEALTH AND REHAB CENTER,INDEPENDENT,1716 Legion Rd,Chapel Hill,NC,41,33,Independent,Yes,BOTH,9463,PARKVIEW HEALTH & REHAB CENTER,LIBERTY SENIOR LIVING,108,PARKVIEW HEALTH & REHAB CENTER,108.0,LIBERTY SENIOR LIVING
16148,ALLEGHANY HEALTH AND REHAB,TRIO HEALTHCARE,1725 Main St,Clifton Forge,VA,85,68,Corporate,Yes,BOTH,16123,ALLEGHANY HEALTH AND REHAB,TRIO HEALTHCARE,105,ALLEGHANY HEALTH AND REHAB,105.0,TRIO HEALTHCARE
4701,CREASY SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1750 S Creasy Ln,Lafayette,IN,62,50,Corporate,No,BOTH,4664,CREASY SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,CREASY SPRINGS HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES
4544,AUBURN VILLAGE,GENERATIONS,1751 Wesley Rd,Auburn,IN,85,68,Independent,Yes,BOTH,4513,AUBURN VILLAGE,GENERATIONS HEALTHCARE,111,AUBURN VILLAGE,111.0,GENERATIONS HEALTHCARE
12460,OHIO LIVING CAPE MAY,INDEPENDENT,175 Cape May Dr,Wilmington,OH,51,41,Independent,No,BOTH,12459,OHIO LIVING CAPE MAY,OHIO LIVING COMMUNITIES,23,OHIO LIVING CAPE MAY,23.0,OHIO LIVING COMMUNITIES
19222,MORAVIAN HALL SQUARE,MORAVIAN HALL SQUARE OF NAZARETH PA INC,175 W North St,Nazareth,PA,275,220,Independent,No,BOTH,13851,MORAVIAN HALL SQUARE HEALTH AND WELLNESS CENTER,,61,MORAVIAN HALL SQUARE HEALTH AND WELLNESS CENTER,61.0,
9151,GASTONIA HEALTH AND REHAB,SABER HEALTHCARE GROUP,1770 Oak Hollow Rd,Gastonia,NC,34,27,Corporate,Yes,BOTH,9133,GASTONIA HEALTH & REHAB CENTER,SABER HEALTHCARE GROUP,60,GASTONIA HEALTH & REHAB CENTER,60.0,SABER HEALTHCARE GROUP
18390,FIRST COMMUNITY VILLAGE,FIRST COMMUNITY VILLAGE,1800 Riverside Dr,Columbus,OH,321,257,Corporate,No,BOTH,12022,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,,47,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,47.0,
18769,HOMESTEAD VILLAGE,HOMESTEAD VILLAGE INC,1800 Village Circle,Lancaster,PA,535,428,Corporate,No,BOTH,13721,"HOMESTEAD VILLAGE, INC",,60,"HOMESTEAD VILLAGE, INC",60.0,
17987,"CHRISTIAN CARE ASSISTED LIVING
BOWLING GREEN",,1800 Westen Avenue,Bowling Green,KY,188,150,Independent,No,BOTH,5756,CHRISTIAN HEALTH CENTER,CHRISTIAN CARE COMMUNITIES,45,CHRISTIAN HEALTH CENTER,45.0,CHRISTIAN CARE COMMUNITIES
4736,EDGEWATER WOODS,AMERICAN SENIOR COMMUNITIES,1809 N Madison Ave,Anderson,IN,54,43,Corporate,Yes,BOTH,4714,EDGEWATER WOODS,AMERICAN SENIOR COMMUNITIES,81,EDGEWATER WOODS,81.0,AMERICAN SENIOR COMMUNITIES
6203,THE WILLOWS AT HARRODSBURG,TRILOGY HEALTH SERVICES,180 Lucky Man Way,Harrodsburg,KY,36,29,Corporate,No,BOTH,6164,THE WILLOWS AT HARRODSBURG,TRILOGY HEALTH SERVICES,45,THE WILLOWS AT HARRODSBURG,45.0,TRILOGY HEALTH SERVICES
9279,KANNAPOLIS HEALTH AND REHABILITATION,AVARDIS,1810 Concord Lake Rd,Kannapolis,NC,101,81,Corporate,Yes,BOTH,9791,TRANSITIONAL HEALTH SERVICES OF KANNAPOLIS,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,107,TRANSITIONAL HEALTH SERVICES OF KANNAPOLIS,107.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
14397,SPRENGER HEALTH CARE PORT ROYAL-ASSISTED LIVING,SPRENGER HEALTH CARE PORT ROYAL-ASSISTED LIVING,1810 Richmond Ave,Port Royal,SC,45,36,Independent,No,BOTH,19983,SPRENGER HEALTHCARE AT PORT ROYAL ASSISTED LIVING,SHC OF PORT ROYAL LLC,124,SPRENGER HEALTH CARE OF PORT ROYAL,65.0,SPRENGER HEALTH CARE SYSTEMS
5098,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,61,49,Corporate,No,BOTH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES
5099,RIDGEWOOD HEALTH ALF,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,51,41,Corporate,Yes,BOTH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES
5100,RIDGEWOOD HEALTH SNF,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,70,56,Corporate,Yes,BOTH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES
6241,WOODLAND,BLUEGRASS/ENCORE,1820 Oakview Rd,Ashland,KY,46,37,Corporate,Yes,BOTH,6229,WOODLAND OAKS,BLUEGRASS HEALTH KY,110,WOODLAND OAKS,110.0,BLUEGRASS HEALTH KY
16249,CLARKSVILLE HEALTH & REHAB CENTER - SNF,SABER HEALTHCARE GROUP,184 Buffalo Rd,Clarksville,VA,110,88,Corporate,Yes,BOTH,16221,CLARKSVILLE HEALTH & REHAB CENTER,SABER HEALTHCARE GROUP,168,CLARKSVILLE HEALTH & REHAB CENTER,168.0,SABER HEALTHCARE GROUP
4690,COBBLESTONE CROSSINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1850 E Howard Wayne Dr,Terre Haute,IN,39,31,Corporate,No,BOTH,18014,COBBLESTONE CROSSINGS HEALTH CAMPUS,TRILOGY REAL ESTATE VIGO LLC,84,COBBLESTONE CROSSINGS HEALTH CAMPUS,60.0,TRILOGY HEALTH SERVICES
11923,CONTINUING HEALTHCARE OF MILAN,CONTINUING HEALTHCARE,185 S Main St,Milan,OH,61,49,Independent,Yes,BOTH,12959,VISTA CARE CENTER OF MILAN,CONTINUING HEALTHCARE SOLUTIONS,90,VISTA CARE CENTER OF MILAN,90.0,CONTINUING HEALTHCARE SOLUTIONS
12662,SHURMER PLACE,INDEPENDENT,18821 Shurmer Rd,Strongsville,OH,72,58,Independent,No,DB_SNF_ONLY,17405,ALTENHEIM AND SHURMER PLACE,ALTENHEIM PROPERTIES INC,251,,,
16281,FINCASTLE BRIAN CENTER BOTETOURT,KISSITO,188 Old Fincastle Rd,Fincastle,VA,51,41,Corporate,Yes,BOTH,16180,BRIAN CENTER OF FINCASTLE,KISSITO,60,BRIAN CENTER OF FINCASTLE,60.0,KISSITO HEALTHCARE
5242,THORNTON TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,188 Thornton Rd,Hanover,IN,58,46,Corporate,Yes,BOTH,5199,THORNTON TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,55,THORNTON TERRACE HEALTH CAMPUS,55.0,TRILOGY HEALTH SERVICES
5243,THORNTON TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,188 Thornton Rd,Hanover,IN,28,22,Corporate,No,BOTH,5199,THORNTON TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,55,THORNTON TERRACE HEALTH CAMPUS,55.0,TRILOGY HEALTH SERVICES
17821,BUFFALO VALLEY LUTHERAN VILLAGE,LUTHERAN SENIOR SERVICES EAST,189 East Tressler Boulevard,Lewisburg,PA,219,175,Corporate,No,BOTH,13535,BUFFALO VALLEY LUTHERAN VILLAG,,102,BUFFALO VALLEY LUTHERAN VILLAG,102.0,
16374,LIBERTY RIDGE - SNF,SABER HEALTHCARE GROUP,189 Monica Blvd,Lynchburg,VA,87,70,Corporate,Yes,BOTH,16366,LIBERTY RIDGE HEALTH & REHAB,SABER HEALTHCARE GROUP,90,LIBERTY RIDGE HEALTH & REHAB,90.0,SABER HEALTHCARE GROUP
4621,BRIDGEPOINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1900 College Ave,Vincennes,IN,26,21,Corporate,No,BOTH,4588,BRIDGEPOINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,75,BRIDGEPOINTE HEALTH CAMPUS,75.0,TRILOGY HEALTH SERVICES
4734,EAST LAKE,AMERICAN SENIOR COMMUNITIES,1900 Jeanwood Dr,Elkhart,IN,105,84,Corporate,Yes,BOTH,4712,EAST LAKE NURSING & REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,152,EAST LAKE NURSING & REHABILITATION CENTER,152.0,AMERICAN SENIOR COMMUNITIES
16372,LAKEWOOD RETIREMENT COMMUNITY,INDEPENDENT,1900 Lauderdale Dr,Richmond,VA,72,58,Independent,No,BOTH,16362,LAKEWOOD MANOR,,96,LAKEWOOD MANOR,96.0,
18933,LAKEWOOD,LAKEWOOD MANOR BAPTIST COMM INC,1900 Lauderdale Drive,Richmond,VA,493,394,Independent,No,BOTH,16362,LAKEWOOD MANOR,,96,LAKEWOOD MANOR,96.0,
5238,THE WATERS OF WABASH EAST (MILLER'S),INFINITY HEALTHCARE CONSULTING,1900 N Alber St,Wabash,IN,48,38,Corporate,Yes,BOTH,5309,WATERS OF WABASH SKILLED NURSING FACILITY EAST THE,INFINITY HEALTHCARE CONSULTING,84,WATERS OF WABASH SKILLED NURSING FACILITY EAST THE,84.0,INFINITY HEALTHCARE CONSULTING
5156,SAINT ANNE HOME & RETIREMENT COMMUNITY,SAINT ANNE COMMUNITIES,1900 Randallia Dr,Fort Wayne,IN,112,90,Independent,No,BOTH,19821,SAINT ANNE HOME,DIOCESE OF FORT WAYNE SO BEND,219,SAINT ANNE HOME,166.0,
20898,WOODLAND HEIGHTS,WILLIAMSPORT HOME,1900 Ravine Road,Williamsport,PA,269,215,Independent,No,BOTH,14110,"WILLIAMSPORT HOME, THE",,129,"WILLIAMSPORT HOME, THE",129.0,
4760,FOUR SEASONS RETIREMENT CENTER - SNF,BHI SENIOR LIVING,1901 Taylor Rd,Columbus,IN,24,19,Corporate,Yes,BOTH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING
4761,FOUR SEASONS RETIREMENT CENTER AL,BHI SENIOR LIVING,1901 Taylor Rd,Columbus,IN,12,10,Corporate,Yes,BOTH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING
18422,FOUR SEASONS RETIREMENT CENTER,,1901 Taylor Rd,Columbus,IN,140,112,Independent,No,BOTH,4751,FOUR SEASONS RETIREMENT CENTER,BHI SENIOR LIVING,30,FOUR SEASONS RETIREMENT CENTER,30.0,BHI SENIOR LIVING
17212,GLENWOOD HEALTHCARE CENTER SNF/NF,COMMUNICARE,1924 Glenwood Park Rd.,Princeton,WV,81,65,Corporate,Yes,BOTH,17209,GLENWOOD HEALTHCARE CENTER,COMMUNICARE HEALTH,80,GLENWOOD HEALTHCARE CENTER,80.0,COMMUNICARE HEALTH
4862,HARRISON TERRACE,AMERICAN SENIOR COMMUNITIES,1924 Wellesley Blvd,Indianapolis,IN,82,66,Corporate,Yes,BOTH,4815,HARRISON TERRACE,AMERICAN SENIOR COMMUNITIES,110,HARRISON TERRACE,110.0,AMERICAN SENIOR COMMUNITIES
4705,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,1925 Reeves Rd,Plainfield,IN,126,101,Corporate,No,BOTH,4669,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES
17366,ADAMS PLACE,ADAMSPLACE LLC,1927 Memorial Blvd,Murfreesboro,TN,286,229,Independent,No,BOTH,14536,"ADAMSPLACE, LLC",NATIONAL HEALTHCARE CORPORATION,40,"ADAMSPLACE, LLC",40.0,NATIONAL HEALTHCARE CORPORATION
5906,HERITAGE NURSING AND REHAB,BLUEGRASS/ENCORE,192 Bacon Creek Rd,Corbin,KY,31,25,Corporate,Yes,BOTH,6151,THE HERITAGE,BLUEGRASS HEALTH KY,85,THE HERITAGE,85.0,BLUEGRASS HEALTH KY
14294,LAKE CITY SCRANTON HCC,FUNDAMENTAL LTC,1940 Boyd Rd,Scranton,SC,31,25,Corporate,Yes,BOTH,14280,LAKE CITY SCRANTON HEALTHCARE CENTER,FUNDAMENTAL HEALTHCARE,88,LAKE CITY SCRANTON HEALTHCARE CENTER,88.0,FUNDAMENTAL HEALTHCARE
4888,HICKORY CREEK - MADISON,AMERICAN SENIOR COMMUNITIES,1945 Cragmont St,Madison,IN,35,28,Corporate,Yes,BOTH,4834,HICKORY CREEK AT MADISON,AMERICAN SENIOR COMMUNITIES,36,HICKORY CREEK AT MADISON,36.0,AMERICAN SENIOR COMMUNITIES
18880,KEMPTON OF CHARLESTON,NOT AVAIL FROM COUNTY,194 Spring St,Charleston,SC,92,74,Corporate,No,BOTH,14277,KEMPTON OF CHARLESTON,,23,KEMPTON OF CHARLESTON,23.0,
11765,BELLBROOK HEALTH AND REHAB,PAVILION HEALTHCARE,1957 N Lakeman Dr,Bellbrook,OH,36,29,Corporate,Yes,BOTH,11669,BELLBROOK HEALTH AND REHAB,SIMCHA HYMAN & NAFTALI ZANZIPER,65,BELLBROOK HEALTH AND REHAB,65.0,SIMCHA HYMAN & NAFTALI ZANZIPER
5773,CAMPBELLSVILLE NURSING AND REHABILITATION,TOPAZ,1980 Old Greensburg Rd,Campbellsville,KY,46,37,Corporate,Yes,BOTH,5745,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,BENJAMIN LANDA,67,CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,67.0,BENJAMIN LANDA
8711,ALAMANCE HEALTH CARE CENTER,MFA,1987 Hilton Rd,Burlington,NC,132,106,Corporate,Yes,BOTH,8676,ALAMANCE HEALTH CARE CENTER,LIFEWORKS REHAB,180,ALAMANCE HEALTH CARE CENTER,180.0,LIFEWORKS REHAB
12102,GARDENS OF PAULDING,INDEPENDENT,199 Rd 103,Paulding,OH,54,43,Independent,Yes,DB_SNF_ONLY,20937,PAULDING CARE CENTER,LIONSTONE CARE,50,,,
17661,BISHOP GADSDEN EPISCOPAL RETIREMENT COMMUNITY,BISHOP GADSDEN EPISCOPAL RETIREMENTC,1 Bishop Gadsden Way,Charleston,SC,494,395,Independent,No,BOTH,14224,BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,,41,BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,41.0,
18197,CUMBERLAND CROSSINGS,LUTHERAN SENIOR SVCS E,1 Longsdorf Way,Carlisle,PA,223,178,Independent,No,BOTH,13594,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,,58,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,58.0,
20055,STILL HOPES EPISCOPAL RETIREMENT COMMUNITY,SC EPISCOPAL HOME AT STILL HOPES IN,1 Still Hopes Dr,West Columbia,SC,393,314,Independent,No,BOTH,14392,STILL HOPES EPISCOPAL RETIREMENT COMMUNITY,,22,STILL HOPES EPISCOPAL RETIREMENT COMMUNITY,22.0,
20308,THE HIGHLANDS AT WYOMISSING,HIGHLANDS AT WYOMISSING,2000 Cambridge Ave,Wyomissing,PA,457,366,Independent,No,BOTH,13710,HIGHLANDS AT WYOMISSING,,80,HIGHLANDS AT WYOMISSING,80.0,
18957,LAUREL VIEW VILLAGE,ALLEGHENY CHRISTIAN MINISTRIES INC,2000 Cambridge Drive,Davidsville,PA,337,270,Independent,No,BOTH,13780,LAUREL VIEW VILLAGE,,60,LAUREL VIEW VILLAGE,60.0,
6194,THE SPRINGS AT OLDHAM RESERVE,TRILOGY HEALTH SERVICES,2000 E Peak Rd,La Grange,KY,41,33,Corporate,No,BOTH,6156,THE SPRINGS AT OLDHAM RESERVE,TRILOGY HEALTH SERVICES,10,THE SPRINGS AT OLDHAM RESERVE,10.0,TRILOGY HEALTH SERVICES
12744,SPRINGFIELD SNF - NORTHWOOD,ASPIRE,2000 Villa Rd.,Springfield,OH,75,60,Corporate,Yes,BOTH,12434,NORTHWOOD SKILLED NURSING AND REHABILITATION,,85,NORTHWOOD SKILLED NURSING AND REHABILITATION,85.0,
4877,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,45,36,Corporate,No,BOTH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES
4878,HERITAGE PARK AL,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,30,24,Corporate,Yes,BOTH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES
4879,HERITAGE PARK SNF,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,144,115,Corporate,Yes,BOTH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES
19050,LUTHERAN VILLAGE AT WOLF CREEK,LUTHERAN HOUSING SERVICES 9 INCORPORATED,2001 Perrysburg Holland Rd,Holland,OH,279,223,Independent,No,BOTH,12300,LUTHERAN VILLAGE AT WOLFCREEK,,67,LUTHERAN VILLAGE AT WOLFCREEK,67.0,
4597,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,89,71,Corporate,Yes,BOTH,17604,BEECH GROVE MEADOWS,OHI ASSET IN BEECH GROVE LLC,181,BEECH GROVE MEADOWS,133.0,AMERICAN SENIOR COMMUNITIES
4598,BEECH GROVE MEADOWS,AMERICAN SENIOR COMMUNITIES,2002 Albany St,Beech Grove,IN,32,26,Corporate,No,BOTH,17604,BEECH GROVE MEADOWS,OHI ASSET IN BEECH GROVE LLC,181,BEECH GROVE MEADOWS,133.0,AMERICAN SENIOR COMMUNITIES
19629,PROVIDENCE POINT,BAPTIST HOMES SOCIETY,200 Adams Avenue,Pittsburgh,PA,126,101,Corporate,No,BOTH,13927,PROVIDENCE POINT HEALTHCARE RESIDENCE,,42,PROVIDENCE POINT HEALTHCARE RESIDENCE,42.0,
19797,ROSECREST COMMUNITY RESIDENTIAL CARE,LUTHERAN HOMES OF SOUTH CAROLINA INC,200 Fortress Dr,Inman,SC,153,122,Independent,No,BOTH,14378,ROSECREST REHABILITATION AND HEALTHCARE CENTER,,75,ROSECREST REHABILITATION AND HEALTHCARE CENTER,75.0,
18955,LAUREL LAKE RETIREMENT COMMUNITY,LAUREL LAKE RETIREMENT COMMUNITY INC,200 Laurel Lake Dr,Hudson,OH,416,333,Independent,No,BOTH,11908,CROWN CENTER AT LAUREL LAKE,,75,CROWN CENTER AT LAUREL LAKE,75.0,
5008,MEADOW LAKES,AMERICAN SENIOR COMMUNITIES,200 Meadow Lake Dr,Mooresville,IN,70,56,Corporate,No,BOTH,19159,MEADOW LAKES,MEADOW LAKE OF MOORESVILLE LLC,228,MEADOW LAKES,137.0,AMERICAN SENIOR COMMUNITIES
18496,GIVENS HIGHLAND FARMS,CAUTHEN CAMPBELL JR,200 Tabernacle Rd,Black Mountain,NC,355,284,Independent,No,BOTH,9186,HIGHLAND FARMS,,60,HIGHLAND FARMS,60.0,
20785,WESLEY ENHANCED LIVING DOYLESTOWN,NEW HERITAGE TOWERS,200 Veterans Ln,Doylestown,PA,267,214,Independent,No,BOTH,14094,WESLEY ENHANCED LIVING - DOYLESTOWN,,60,WESLEY ENHANCED LIVING - DOYLESTOWN,60.0,
20779,WELLMORE OF LEXINGTON,CHP COLUMBIA SC OWNER LLC,200 Wellmore Drive,Lexington,SC,248,198,Independent,No,BOTH,14369,RETREAT AT WELLMORE OF LEXINGTON,,60,RETREAT AT WELLMORE OF LEXINGTON,60.0,
5028,NORTH CAPITOL NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,2010 N Capitol Ave,Indianapolis,IN,50,40,Corporate,Yes,BOTH,5021,NORTH CAPITOL NURSING & REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,123,NORTH CAPITOL NURSING & REHABILITATION CENTER,123.0,AMERICAN SENIOR COMMUNITIES
5173,SILVER OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2011 Chapa St,Columbus,IN,49,39,Corporate,No,BOTH,5130,SILVER OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,80,SILVER OAKS HEALTH CAMPUS,80.0,TRILOGY HEALTH SERVICES
17358,ABUNDANT CHRISTIAN LIVING COMMUNITY ASSISTED LIVING CENTER,CCRC REAL ESTATE INVESTORS LLC,2012 Sherwood Drive,Johnson City,TN,276,221,Independent,No,BOTH,14535,ABUNDANT CHRISTIAN LIVING COMMUNITY REHABILITATION,,103,ABUNDANT CHRISTIAN LIVING COMMUNITY REHABILITATION,103.0,
5875,GRANT HEALTHCARE AND REHABILITATION,CLEARVIEW,201 Kimberly Ln,Williamstown,KY,93,74,Corporate,Yes,BOTH,5861,GRANT HEALTHCARE AND REHABILITATION,SIMCHA HYMAN & NAFTALI ZANZIPER,95,GRANT HEALTHCARE AND REHABILITATION,95.0,SIMCHA HYMAN & NAFTALI ZANZIPER
5995,MORGANTOWN CARE AND REHAB CTR,SIGNATURE HEALTH,201 S Warren St,Morgantown,KY,72,58,Corporate,Yes,BOTH,5969,MORGANTOWN CARE & REHABILITATION CENTER,SIGNATURE HEALTHCARE,122,MORGANTOWN CARE & REHABILITATION CENTER,122.0,SIGNATURE HEALTHCARE
20670,VILLAGE AT SUMMERVILLE,PRESBYTERIAN HOME OF SC,201 W 9th North St,Summerville,SC,295,236,Corporate,No,BOTH,14345,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,48,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV,48.0,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA
5806,CRITTENDEN COUNTY HEALTH AND REHAB CENTER,SIGNATURE HEALTH,201 Watson St,Marion,KY,57,46,Corporate,Yes,BOTH,5768,CRITTENDEN COUNTY HEALTH & REHABILITATION CENTER,ATRIUM CENTERS,101,CRITTENDEN COUNTY HEALTH & REHABILITATION CENTER,101.0,ATRIUM CENTERS
5772,CAMBRIDGE NURSING AND REHABILITATION CENTER,BLUEGRASS/ENCORE,2020 Cambridge Dr,Lexington,KY,68,54,Corporate,Yes,BOTH,5744,CAMBRIDGE NURSING & REHABILITATION CENTER,BLUEGRASS HEALTH KY,108,CAMBRIDGE NURSING & REHABILITATION CENTER,108.0,BLUEGRASS HEALTH KY
4525,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,34,27,Corporate,Yes,BOTH,4491,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,150,AMERICAN VILLAGE,150.0,AMERICAN SENIOR COMMUNITIES
4526,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,2026 E 54Th St,Indianapolis,IN,79,63,Corporate,No,BOTH,4491,AMERICAN VILLAGE,AMERICAN SENIOR COMMUNITIES,150,AMERICAN VILLAGE,150.0,AMERICAN SENIOR COMMUNITIES
16614,WADDELL NURSING AND REHAB CENTER - SNF,SABER HEALTHCARE GROUP,202 Painter St,Galax,VA,110,88,Corporate,Yes,BOTH,16586,WADDELL NURSING AND REHAB CENTER,SABER HEALTHCARE GROUP,135,WADDELL NURSING AND REHAB CENTER,135.0,SABER HEALTHCARE GROUP
9331,LOUISBURG HEALTHCARE & REHABILITATION CENTER,LIBERTY,202 Smoketree Way,Louisburg,NC,89,71,Corporate,Yes,BOTH,9311,LOUISBURG HEALTHCARE & REHABILITATION CENTER,LIBERTY SENIOR LIVING,92,LOUISBURG HEALTHCARE & REHABILITATION CENTER,92.0,LIBERTY SENIOR LIVING
19427,OTTERBEIN PEMBERVILLE,OTTERBEIN PORTAGE VALLEY LLC,20311 Pemberville Rd,Pemberville,OH,251,201,Independent,No,BOTH,12502,OTTERBEIN PORTAGE VALLEY,OTTERBEIN SENIORLIFE,50,OTTERBEIN PORTAGE VALLEY,50.0,OTTERBEIN SENIORLIFE
5157,SAINT ANTHONY - MAJESTIC CARE OF CROWN POINT,"MAJESTIC MANAGEMENT, LLC",203 Franciscan Dr,Crown Point,IN,60,48,Corporate,No,BOTH,5116,SAINT ANTHONY,MAJESTIC CARE,189,SAINT ANTHONY,189.0,MAJESTIC CARE
16339,HERITAGE HALL - BIG STONE GAP,"AMERICAN HEALTHCARE, LLC",2045 Valley View Dr,Big Stone Gap,VA,182,146,Corporate,Yes,BOTH,16317,HERITAGE HALL BIG STONE GAP,HERITAGE HALL,180,HERITAGE HALL BIG STONE GAP,180.0,HERITAGE HALL
10042,WILKESBORO HEALTH AND REHABILITATION,SANSTONE,204 Old Brickyard Rd,North Wilkesboro,NC,145,116,Corporate,Yes,BOTH,9991,WILKESBORO HEALTH AND REHABILITATION,SANSTONE HEALTH & REHABILITATION,111,WILKESBORO HEALTH AND REHABILITATION,111.0,SANSTONE HEALTH & REHABILITATION
18400,FOOTHILLS RETIREMENT COMMUNITY,PRESBYTERIAN HOME OF SOUTH CAROLINA,205 Bud Nalley Dr,Easley,SC,157,126,Corporate,No,BOTH,14346,PRESBYTERIAN HOME OF SC - FOOTHILLS,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA,22,PRESBYTERIAN HOME OF SC - FOOTHILLS,22.0,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA
20065,STONES RIVER MANOR,STONES RIVER MANOR,205 Haynes Dr,Murfreesboro,TN,142,114,Independent,No,BOTH,14786,"STONES RIVER MANOR, INC",,30,"STONES RIVER MANOR, INC",30.0,
9873,THE GREENS AT PINEHURST REHAB AND LIVING CE,INDEPENDENT,205 Rattlesnake Trail,Pinehurst,NC,30,24,Independent,Yes,BOTH,9769,THE GREENS AT PINEHURST REHAB & LIVING CENTER,CCH HEALTHCARE,120,THE GREENS AT PINEHURST REHAB & LIVING CENTER,120.0,CCH HEALTHCARE
