addr_key,glr_facility_name,glr_type,glr_beds,glr_census,glr_patients,glr_cmsccn,glr_status,glr_parent_company,city,state,zip,pc,psych,mh,pod,pain,wc,spec
339 WESTMINISTER DR,Shenandoah Nursing and Rehab - SNF,SNFMD,NULL,NULL,85,495262,Established,Saber Healthcare Group,FISHERSVILLE,Virginia,22939,80,0,0,0,0,22,0
34 MCDANIEL DR,Onslow House,AL,120,41,15,NULL,Established,ALG,Jacksonville,North Carolina,28546,15,0,0,0,0,3,0
340 E 18TH ST,Hickory Creek at Rochester,SNF,36,30,24,155430,Established,American Senior Communities,Rochester,Indiana,46975,20,0,0,0,0,2,0
340 SNOWHILL DR,Colonial Long Term Care Facility,AL,54,36,8,NULL,Established,INDEPENDENT,Mt. Airy,North Carolina,27030,8,0,0,0,0,0,0
340 SNOWHILL DR,COLONIAL CARE-ALF,AL,NULL,NULL,32,NULL,Established,INDEPENDENT,MOUNT AIRY,North Carolina,27030,22,0,0,0,0,8,0
3400 S POINT DR,ENGLISH MEADOWS-BLACKSBURG ALF,AL,NULL,NULL,40,NULL,Established,Twenty/20 Management,BLACKSBURG,Virginia,24060,1,0,0,0,0,2,0
3400 STOCKER DR,River Bend Nursing and Rehab,SNF,NULL,NULL,35,155621,Established,PRIORITY,Evansville,Indiana,47720,35,0,0,0,0,0,0
3400 W COMMUNITY DR,Bethel Pointe Health & Rehab,SNFMD,NULL,NULL,115,155546,Established,TLC Management,MUNCIE,Indiana,47304,103,0,0,0,0,26,0
3420 E STATE BLVD,Celebrate Senior Living of Fort Wayne,AL,NULL,NULL,35,155255,Established,MAJOR HOSPITAL,Fort Wayne,Indiana,46805,27,0,0,0,0,0,0
3420 WAKE FOREST HWY,Durham Ridge,MC,NULL,NULL,110,NULL,Established,JANET MOOSE,Durham,North Carolina,27703,101,0,0,0,0,17,83
343 S NAPPANEE ST,Woodland Manor Nursing and Rehabilitation,SNFMD,80,65,69,155086,Established,INDEPENDENT,Elkhart,Indiana,46514,62,0,0,0,0,7,0
3430 LESTER ST,Heritage Care of Conover,AL,NULL,NULL,27,NULL,Established,HERITAGE POINTE COMMUNITIES,Conover,North Carolina,28613,3,0,0,0,0,0,0
3485 US HIGHWAY 301 N,Johnson Better Care,AL,NULL,NULL,33,NULL,Established,INDEPENDENT,DUNN,North Carolina,28335,29,0,0,0,0,8,1
350 KINGS WAY RD,King's Grant ALF,AL/SNF/NF,220,190,11,495408,Established,Sunnyside Communities,Martinsville,Virginia,24112,10,0,0,0,0,0,0
350 KINGS WAY RD,King's Grant SNF,AL/SNF/NF,220,190,10,495408,Established,Sunnyside Communities,Martinsville,Virginia,24112,8,0,0,0,0,0,0
350 KINGS WAY RD,King's Grant ILF,AL/SNF/NF,220,190,1,495408,Established,Sunnyside Communities,Martinsville,Virginia,24112,0,0,0,0,0,0,0
350 SCHOOL DR,Taylorsville House,AL,60,39,15,NULL,Established,ALG,Taylorsville,North Carolina,28681,15,0,0,0,0,0,0
3500 MAPLE AVE,Signature HealthCARE of Terre Haute,SNF,176,126,122,NULL,Established,Signature,Terre Haute,Indiana,47804,120,0,0,0,0,44,0
"3500 TRILLIUM CROSSING, COLUMBUS, OH 43235",Brookdale Trillium Crossing,AL/MC/IL,70,60,59,NULL,Established,Brookdale Senior Living,Columbus,Ohio,43235,54,21,0,0,0,8,0
3503 MOYERS CIR,Sam Swope Care Center,SNF,138,131,62,185388,Established,MASONIC HOMES OF KENTUCKY INC,Louisville,Kentucky,40041,62,0,0,0,0,0,0
3504 FLINT ST,Abbotswood at Irving Park IN,IL,176,176,27,NULL,Established,Kisco Senior Living,Greensboro,North Carolina,27405,25,25,0,0,0,0,0
3506 FLINT ST,Verra Springs at Abbotswood,AL,NULL,NULL,9,NULL,Established,KISCO SENIOR LIVING,Greensboro,North Carolina,27405,9,0,0,0,0,1,0
3508 FLINT ST,Elms at Abbotswood,MC,NULL,NULL,32,NULL,Established,Kisco Senior Living,Greensboro,North Carolina,27405,31,0,0,0,0,0,0
351 N ALLEN CHAPEL RD,The Village at Kendallville,SNF,99,79,81,NULL,Established,Lutheran Life Villages,Kendallville,Indiana,46755,80,0,0,0,0,0,0
351 NEW MARKET RD,TIMBERVIEW CROSSING (ALF),AL,NULL,NULL,38,NULL,Established,"Seniors Crossing, Inc.",TIMBERVILLE,Virginia,22853,31,0,0,0,0,2,0
3510 W HWY 74,Pruitt Health- Union Pointe,SNFMD,NULL,NULL,89,345566,Established,PRUITT HEALTH,Monroe,North Carolina,28110,64,0,0,0,0,18,42
3514 SIDNEY RD,Seven Oaks Rehabilitation & Healthcare Center,AL,108,88,74,NULL,Established,YAD,Columbia,South Carolina,29210,73,0,0,0,0,0,0
3518 SHELBY ST,Bethany Village,AL/MC,NULL,NULL,34,155237,Established,AMERICAN SENIOR COMMUNITIES,Indianapolis,Indiana,46227,34,0,0,0,0,0,0
352 PELHAM RD,Hilltop of Greenville Memory Care,MC,54,51,20,NULL,Established,American Health Managment Group,Greenville,South Carolina,29615,20,0,0,0,0,1,0
3522 CAMDEN RD,Pine Valley Adult Care Home,AL,NULL,NULL,15,NULL,Established,FOREST HILL FAMILY CARE,Fayetteville,North Carolina,28306,15,0,0,0,0,3,0
3526 DUTCHAMNS LN,Seneca Place,SNF,130,115,151,185456,Established,Majestic Care,Louisville,Kentucky,40205,135,0,0,0,0,13,0
3550 CENTRAL AVE,Willow Crossing,SNF,NULL,NULL,76,155535,Established,DR. RAYMONG INGHAM,COLUMBUS,Indiana,47203,65,0,0,0,0,0,0
3575 SENIOR PL,West Lafayette Assisted Living,AL,NULL,NULL,12,NULL,Established,WICKSHIRE WEST LAFAYETTE OPCO LLC,W LAFAYETTE,Indiana,47906,12,0,0,0,0,0,0
358 CLEAR CREEK RD,Cherry Springs Village,AL,NULL,NULL,42,NULL,Established,ALG,Hendersonville,North Carolina,28792,41,0,0,0,0,15,41
3585 BRAMBLETON AVE,Cardinal Senior Living Roanoke,AL,NULL,NULL,58,NULL,Established,Cardinal,ROANOKE,Virginia,24018,53,0,0,0,0,6,0
36 VILLAGE DR,Shady Nook Care Center,SNF,NULL,NULL,89,155525,Established,PRIORITY,lawrenceburg,Indiana,47025,86,0,0,0,0,21,0
360 OLD BALSAM RD,Autumn Care of Waynesville,SNFMD,NULL,NULL,97,345110,Established,SABER HEALTHCARE GROUP,Waynesville,North Carolina,28786,83,0,0,0,0,29,81
3607 STONE SPRING RD,English Meadows at Preston Lake,AL,NULL,NULL,57,NULL,Established,English Meadows,HARRISONBURG,Virginia,22801,45,0,0,0,0,1,0
3609 BOND STREE,Tower Nursing and Rehabilitation Center,SNF,NULL,NULL,61,345513,Established,PRINCIPLE,Raleigh,North Carolina,27604,56,0,0,0,0,1,0
3610 S MAIN ST,931 Heritage Hall Blacksburg,SNF,NULL,NULL,152,495356,Established,AMERICAN HEALTHCARE LLC,BLACKSBURG,Virginia,24060,48,0,0,0,0,2,0
3619 S MEBANE ST,Brookdale Burlington AL,AL,70,43,42,NULL,Established,Brookdale Senior Living,Burlington,North Carolina,27215,37,0,0,0,0,7,0
3619 S MEBANE ST,Brookdale Burlington MC,MC,70,38,32,NULL,Established,Brookdale Senior Living,Burlington,North Carolina,27215,31,0,0,0,0,3,0
3625 WILLARD FARROW DR,Aldersgate Retirement Community - Asbury,SNF,NULL,NULL,46,345544,Established,LIFE PLAN COMMUNITY,Charlotte,North Carolina,28215,20,0,0,0,0,0,44
3627 HARVEY AVE,Maple Grove,SNF,NULL,NULL,82,366150,Established,Saber Healthcare Group,CINCINNATI,Ohio,45229,64,0,0,0,0,0,0
363 S FIELDSTONE BLVD,Stonecroft Campus AL,AL,114,75,31,155838,Established,Trilogy,BLOOMINGTON,Indiana,47403,28,0,0,0,0,4,0
363 S FIELDSTONE BLVD,Stonecroft Campus SNF,AL/SNF MD,114,75,53,155838,Established,Trilogy,BLOOMINGTON,Indiana,47403,48,0,0,0,0,4,0
3630 HICKORY RD,Silver Birch of Mishawaka,AL,NULL,NULL,49,NULL,Established,SILVER BIRCH,Mishawaka,Indiana,46545,45,0,0,0,0,2,0
36759 ROCKSPRINGS RD,Arbors at Pomeroy,AL,95,89,66,365450,Established,ARBORS,Pomeroy,Ohio,45769,66,0,0,0,0,0,0
3680 DOLSON CT,Arbors at Carroll,SNF,99,93,49,365474,Established,ARBORS,Carroll,Ohio,43112,48,0,0,0,0,0,0
3700 ENGLEWOOD DR,The Pavilion at Stow Assisted Living,AL,160,87,28,NULL,Established,Pavilion Healthcare,Stow,Ohio,44224,28,0,0,0,0,0,0
"3700 ENGLEWOOD DR, STOW, OH 44224",The Pavilion at Stow for Nursing and Rehabilitatio,SNF,51,45,36,365858,Established,Pavilion Healthcare,Stow,Ohio,44224,35,0,0,0,0,0,0
3700 STURBRIDGE CT,Ashford at Sturbridge,AL,NULL,NULL,13,NULL,Established,WALLICK SENIOR LIVING,Hilliard,Ohio,43026,13,0,0,0,0,0,0
3700 TAYLOR GLEN LN,Taylor Glen,CCRC,24 ; 24,37,17,NULL,Established,STORYPOINT,Concord,North Carolina,North Carolina,17,0,0,0,0,1,0
3710 KENNETH SIMPSON LN,White River Lodge,SNF,NULL,NULL,32,155631,Established,RUSH MEMORIAL,BEDFORD,Indiana,47421,25,0,0,0,0,9,0
3724 WIRELESS DR,Blumenthal Nursing and Rehab,SNF,NULL,NULL,59,345006,Established,MFA,Greensboro,North Carolina,27455,51,0,0,0,0,0,0
375 GLENN AVE,Cedarvale Commons Rehabilitation and Healthcare Ce,SNFMD,NULL,NULL,82,365679,Established,SIGNATURE HEALTH,Washington Court House,Ohio,43160,69,0,0,0,0,21,0
375 LIBERTY PL,Brookdale Bristol,AL,125,80,24,NULL,Established,Brookdale Senior Living,Bristol,Virginia,24201,19,0,0,0,0,0,0
375 S 11TH ST,Clinton Gardens,SNF,100,69,56,155319,Established,American Senior Communities,clinton,Indiana,47842,54,0,0,0,0,0,0
3750 HARPER RD,Trinity Elms ALF,AL,104,90,77,NULL,Established,Lutheran Services Carolina,Clemmons,North Carolina,27012,74,0,0,0,0,0,0
379 N MAIN ST,Living Waters - ALF,AL,NULL,NULL,26,NULL,Established,INDEPENDENT,Timberville,Virginia,22853,25,0,0,0,0,1,0
380 BREVARD RD,Aston Park - ALF,AL,120 SNF ; 19 ALF,110 ; 13,16,155586,Established,Lutheran Services Carolinas,Asheville,North Carolina,28806,14,0,0,0,0,6,1
380 BREVARD RD,Aston Park - SNF,SNF,120 SNF ; 19 ALF,110 ; 13,119,155586,Established,Lutheran Services Carolinas,Asheville,North Carolina,28806,114,0,0,0,0,29,0
380 COUNTRY DAY RD,Brookdale Country Day Road,AL,NULL,NULL,42,NULL,Established,BROOKDALE SENIOR LIVING,Goldsboro,North Carolina,27530,39,0,0,0,0,2,0
3800 ELI PL,Hamilton Pointe Health and Rehab - AL,AL,NULL,NULL,25,155803,Established,RIVERVIEW HOSPITAL,Newburgh,Indiana,47630,19,0,0,0,0,3,0
3800 ELI PL,Hamilton Pointe Health and Rehab - SNF,SNF,NULL,NULL,73,155803,Established,RIVERVIEW HOSPITAL,Newburgh,Indiana,47630,65,0,0,0,0,12,0
3800 ELI PL,Hamilton Pointe Health and Rehab - MC,SNF,201 (AL-20),151,6,155803,Established,TLC Management,Newburgh,Indiana,47630,6,0,0,0,0,0,0
3801 E GALBRAITH RD,Deer Park Assisted Living,AL,178,127,23,NULL,Established,Burgess Miller Ventures,Cincinnati,Ohio,45236,21,0,0,0,0,0,0
3801 WOODRIDGE BLVD,Fairfield Care Community,SNFMD,100,63,33,365738,Established,LIONSTONE CARE,Fairfield,Ohio,45014,29,0,0,0,0,11,0
"3801 WOODRIDGE BLVD, FAIRFIELD, OH 45014",Fairfield Care Community ALF,AL,150,107,39,NULL,Established,LIONSTONE CARE,Fairfield,Ohio,45014,33,0,0,0,0,3,0
3802 KLONDIKE LN,Klondike Center,SNFMD,NULL,NULL,62,185333,Established,Bluegrass/Encore,Louisville,Kentucky,40218,55,0,0,0,0,1,0
3806 KATHY RD,McAlpine Adult Care,AL,NULL,NULL,46,NULL,Established,INDEPENDENT,Morgonton,North Carolina,28655,22,0,0,0,0,0,0
3811 PARNELL AVE,Glenbrook Rehab,SNF,NULL,NULL,52,155176,Established,AMERICAN SENIOR COMMUNITIES,Fort Wayne,Indiana,46805,52,0,0,0,0,14,0
3823 FRANKLIN RD SW,822 South Roanoke Nursing Home,SNFMD,NULL,NULL,96,495002,Established,AHC,ROANOKE,Virginia,24014,86,0,0,0,0,32,0
3830 BLUE RIDGE ROA,Hillcrest Raleigh at Crabtree Valley,SNF,NULL,NULL,58,345555,Established,HILLCREST,Raleigh,North Carolina,27612,43,0,0,0,0,0,0
3830 N MAIN ST,Forsyth Senior Estates & Rehabilitation,AL,100,16,13,NULL,Established,INDEPENDENT,High Point,North Carolina,27265,10,0,0,0,0,0,0
3837 BRANDON AVE SW,BRANDON OAKS NURSING AND REHABILITATION CENTER ALF,AL,80,37,29,NULL,Established,Virginia Lutheran Homes,ROANOKE,Virginia,24018,22,0,0,0,0,7,0
3837 BRANDON AVE SW,BRANDON OAKS INTENSIVE-MEMORY CARE,AL/MC,43,24,15,495373,Established,Virginia Lutheran Homes,ROANOKE,Virginia,24018,11,0,0,0,0,2,0
3837 BRANDON AVE SW,Brandon Oaks Nursing and Rehabilitation Center SNF,SNFMD,62,57,69,155586,Established,Virginia Lutheran Homes,ROANOKE,Virginia,24018,61,0,0,0,0,16,0
3851 HOWARD GAP RD,TerraBella Hendersonville,AL/MC,96,63,24,NULL,Established,TERRABELLA SENIOR LIVING,Hendersonville,North Carolina,28792,20,0,0,0,0,0,12
3854 PARK OVERLOOK DR,Beavercreek Health and Rehab,SNFMD,90,80,61,366400,Established,Pavilion Healthcare,Beavercreek,Ohio,45431,49,0,0,0,0,26,0
3855 HAUCK RD,Silverfern Senior Living,AL,150,New Build,4,NULL,Established,Aspire,Cincinnati,Ohio,45241,3,0,0,0,0,0,0
3896 N ELM ST,Brookstone Terrace of Greensboro AL,AL,NULL,NULL,26,NULL,Established,TERRABELLA SENIOR LIVING,Greensboro,North Carolina,27455,21,0,0,0,0,5,0
3896 N ELM ST,Brookstone Terrace of Greensboro MC,MC,NULL,0,18,NULL,Established,TERRABELLA SENIOR LIVING,Greensboro,North Carolina,27455,16,0,0,0,0,2,0
39 MELODY ROSE LN,Mount Moriah Assisted Living,AL,NULL,NULL,18,NULL,Established,LIVING WATERS ENTERPRISES,Asheville,North Carolina,28804,12,0,0,0,0,4,0
390 HARDIN RD,Southern Manor,AL,NULL,NULL,21,NULL,Established,INDEPENDENT,Forest City,North Carolina,28043,18,0,0,0,0,1,0
3900 WEXFORD LN,Wexford House,AL,NULL,NULL,55,NULL,Established,ALG,Denver,North Carolina,28037,49,0,0,0,0,8,2
3907 CARATOKE HW,Currituck Health & Rehabilitation,SNF,100,35,39,345289,Established,SABER HEALTHCARE GROUP,Barco,North Carolina,27917,39,0,0,0,0,6,0
391 CLARK DR,Pickaway Manor Care,SNF,NULL,NULL,57,365556,Established,AOM HC,CIRCLEVILLE,Ohio,43113,54,0,0,0,0,0,0
393 FRONT ST,TOWN CREEK - ALF,AL,NULL,NULL,50,NULL,Established,Region Ten,LOVINGSTON,Virginia,22949,50,0,0,0,0,0,0
3935 SUNNYSIDE DR,Sunnyside ALF,AL,NULL,NULL,70,NULL,Established,Sunnyside Communities,HARRISONBURG,Virginia,22801-2315,62,0,0,0,0,6,0
3935 SUNNYSIDE DR,Sunnyside ILF,IL,NULL,NULL,91,NULL,Established,Sunnyside Communities,HARRISONBURG,Virginia,22801,82,84,0,0,0,2,0
3935 SUNNYSIDE DR,Sunnyside SNF,SNFMD,NULL,NULL,69,495387,Established,Sunnyside Communities,HARRISONBURG,Virginia,22801-2315,63,0,0,0,0,18,0
4 WALDEN RIDGE DR,Brookdale Asheville Walden Ridge,AL,38,36,26,NULL,Established,Brookdale Senior Living,Asheville,North Carolina,28803,26,0,0,0,0,2,23
40 RAWLS CLUB RD,The Springs of Ballentine,AL,50,3,38,NULL,Established,ALG,Fuquay-Varina,North Carolina,27526,37,0,0,0,0,5,0
400 MOFFAT RD,Cheraw Post Acute,SNF,120,107,73,425005,Established,CHERAW HEALTHCARE INC,Cheraw,South Carolina,29520,31,0,0,0,0,0,0
400 S INDEPENDENCE AVE,GRAYSON-SNF/NF,SNFMD,NULL,NULL,121,495331,Established,Avardis,INDEPENDENCE,Virginia,24348,118,0,0,0,0,59,0
4000 LAKEVIEW CROSSING,Brookdale Lakeview Crossing,AL,99,TBD,44,NULL,Established,Brookdale,Groveport,Ohio,43125,41,0,0,0,0,0,0
4009 SELIGMAN DR,Spring Arbor Senior Living of Florence,AL,NULL,NULL,39,NULL,Established,DOMNION SENIOR LIVING,FLORENCE,Kentucky,41042,33,0,0,0,0,4,0
401 E 20TH ST,The Pavilion at Kenton,SNFMD,82,80,80,185038,Established,Pavilion Healthcare,Covington,Kentucky,41014,72,0,0,0,0,31,0
401 LAMBERT RD,Autumn Care of Biscoe,SNF,NULL,NULL,36,345000,Established,SABER HEALTHCARE GROUP,Biscoe,North Carolina,27209,22,0,0,0,0,0,0
401 N SECOND ST,Rose Terrace Lodge,AL,NULL,NULL,38,NULL,Established,HEALTH SYSTEMS OF KENTUCKY,Nicholasville,Kentucky,40356,37,0,0,0,0,4,0
401 W ACADEMY ST,Somerset Court of Cherryville,AL,NULL,NULL,58,NULL,Established,ALG,Cherryville,North Carolina,28021,41,0,0,0,0,0,0
401 W AIRPORT HWY,Swanton Valley Rehab and HCR Center,AL,NULL,NULL,51,365745,Established,CROWN SENIOR LIVING,Swanton,Ohio,43558,49,0,0,0,0,0,0
402 LIBERTY WAY,Otterbein Gahanna,SNF,NULL,60,NULL,NULL,Established,,,,Ohio,8,0,18,0,0,0,0
4025 N SHARON AMITY RD,Parc at Sharon Amity,AL,NULL,NULL,30,NULL,Established,ALG,Charlotte,North Carolina,28205,0,0,0,0,0,1,0
4026 S NC HIGHWAY 11,Dayspring Of Wallace,AL,NULL,NULL,36,NULL,Established,ALG,Wallace,North Carolina,28466,32,0,0,0,0,7,0
403 BIELBY RD,Envive of Lawrenceburg,SNFMD,NULL,NULL,63,155061,Established,ENVIVE,lawrenceburg,Indiana,47025,59,0,0,0,0,28,0
403 CRESTVIEW AVE SW,Wilson Pines Nursing and Rehabilitation Center,SNFMD,NULL,NULL,115,345372,Established,PRINCIPLE,Wilson,North Carolina,27893,87,0,0,0,0,22,0
4030 CARDINAL AT N HILLS ST,The Cardinal at North Hills AL,AL,NULL,NULL,32,NULL,Established,KISCO SENIOR LIVING,Raleigh,North Carolina,27609,29,0,0,0,0,5,0
4030 CARDINAL AT N HILLS ST,The Cardinal at North Hills IN,IL,NULL,0,48,NULL,Established,Kisco Senior Living,Raleigh,North Carolina,27609,36,43,0,0,0,5,0
4030 CARDINAL AT N HILLS ST,The Cardinal at North Hills MC,MC,18,16,8,NULL,Established,Kisco Senior Living,Raleigh,North Carolina,27609,8,0,0,0,0,1,0
4030 CARDINAL AT N HILLS ST,The Cardinal at North Hills,SNF,15,9,0,NULL,Established,Kisco,Raleigh,North Carolina,27609,0,0,0,0,0,0,0
404 N WASHINGTON ST,Clinton County Care and Rehab,SNF,NULL,NULL,35,185315,Established,SIGNATURE HEALTH,ALBANY,Kentucky,42602,31,0,0,0,0,0,0
405 GREENE ST,Anson Health and Rehabilitation,SNFMD,NULL,NULL,75,345051,Established,SANSTONE,Wadesboro,North Carolina,28170,56,0,0,0,0,25,59
405 N PARK AVE,Edgewood Manor of Wellston,SNFMD,NULL,NULL,40,365939,Established,AOM HEALTHCARE SOLUTIONS,Wellston,Ohio,45692,38,0,0,0,0,18,0
405 RIO VISTA LN,The Waters of Rising Sun,SNF,NULL,NULL,41,155483,Established,INFINITY HEALTHCARE CONSULTING,RISING SUN,Indiana,47040,39,0,0,0,0,0,0
"405 SM ROBERSON DR, S SHORE, KY 41175",South Shore Nursing and Rehabilitation,SNF,60,50,43,185282,Established,Majestic Care,South Shore,Kentucky,41175,42,0,0,0,0,0,0
405 SMITH LEVEL RD,Stratford AL,AL,80,64,0,NULL,Established,ALG,Chapel Hill,North Carolina,27516,0,0,0,0,0,0,0
405 SMITH LEVEL RD,Stratford AL/MC,MC,NULL,24,53,NULL,Established,ALG,Chapel Hill,North Carolina,27516,47,0,0,0,0,22,39
406 WYOMING RD,Ridgeway Nursing and Rehab,SNF,NULL,NULL,73,185254,Established,Bluegrass/Encore,OWINGSVILLE,Kentucky,40360,67,0,0,0,0,0,0
407 LOFTIN LN S,Ahoskie House,AL,60,58,29,NULL,Established,ALG,Ahoskie,North Carolina,27910,28,0,0,0,0,0,0
409 HARRISON ST,Integrity Patriot Living,AL,NULL,NULL,46,NULL,Established,INTEGRITY SENIOR LIVING,Yadkinville,North Carolina,27055,34,0,0,0,0,9,0
410 S JUDD PKWY SE,Fuquay Varina Health and Rehab Center,SNF,NULL,NULL,37,345561,Established,MFA,FUQUAY VARINA,North Carolina,27526,33,0,0,0,0,0,0
410 W LAGRANGE RD,Aperion Care Hanover ALF,AL/SNF,NULL,NULL,6,155208,Established,CHOSEN,HANOVER,Indiana,47243,5,0,0,0,0,3,0
410 W LAGRANGE RD,Aperion Care Hanover SNF,AL/SNF,NULL,NULL,71,155208,Established,CHOSEN,HANOVER,Indiana,47243,64,0,0,0,0,23,0
411 BERTHA WALLACE DR,Irvine Nursing and Rehabilitation Center,SNF,NULL,NULL,59,185339,Established,TOPAZ HEALTHCARE,Irvine,Kentucky,40336,50,0,0,0,0,0,0
411 N WOLF RD,Miller's - Oak Pointe,AL/SNF MD,82,48,55,155128,Established,MILLERS MERRY MANOR,COLUMBIA CITY,Indiana,46725,52,0,0,0,0,6,0
411 S LASALLE ST,Durham Nursing & Rehab Center,SNF,NULL,NULL,49,345070,Established,Maximus Healthcare Group,Durham,North Carolina,27705,48,0,0,0,0,0,0
411 WINDMILL ST,Walnut Ridge Assisted Living & Memory Care,AL,63,57,48,NULL,Established,Navion,Walnut Cove,North Carolina,27052,41,0,0,0,0,9,0
4111 PARK PL DR,Ashton Creek Health & Rehab Center,SNF,NULL,NULL,97,155798,Established,TLC Management,Fort Wayne,Indiana,46845,91,0,0,0,0,17,0
4124 PECAN DR,Cardinal Care Hope Mills,AL,NULL,NULL,25,NULL,Established,JOEY CANNON,HOPE MILLS,North Carolina,28348,18,0,0,0,0,0,0
413 N MAIN ST,Memory Care of the Triad,AL,NULL,NULL,39,NULL,Established,"BRADFORD VILLAGE OF KERNERSVILLE EAST, LLC",Kernersville,North Carolina,27284,31,0,0,0,0,0,0
413 WINECOFF SCHOOL RD,Five Oaks Manor,SNFMD,NULL,NULL,162,345186,Established,VENZA,Concord,North Carolina,28027,137,0,0,0,0,39,144
414 ROBEY ST,Franklin-Simpson Nursing and Rehab,SNF,98,98,62,185331,Established,TOPAZ HEALTHCARE,Franklin,Kentucky,42134,59,0,0,0,0,0,0
4143 HAYWOOD RD,Landings of Mills River,AL/MC,NULL,NULL,52,NULL,Established,ALG,Mills River,North Carolina,28759,44,0,0,0,0,10,44
416 N PARKER ST,Morning Star Assisted Living Elm City,AL,50,44,32,NULL,Established,Morningstar,Elm City,North Carolina,27822,28,0,0,0,0,5,0
4166 SOMERVILLE RD,Woodland Country Manor,AL/SNF,60,51,48,366109,Established,INDEPENDENT,SOMERVILLE,Ohio,45064,47,0,0,0,0,0,0
4175 STONERIDGE LN,Sunrise of Dublin,AL,n/a,75,0,NULL,Established,Sunrise,Dublin,Ohio,43017,0,0,0,0,0,0,0
419 N SEMINARY ST,Madisonville Health and Rehab,SNF,NULL,NULL,58,185015,Established,CLEARVIEW,Madisonville,Kentucky,42431,54,0,0,0,0,0,0
420 E GRUNDY AVE,Springfield Nursing and Rehabilitation,SNF,NULL,NULL,63,185336,Established,TOPAZ HEALTHCARE,SPRINGFIELD,Kentucky,40069,36,0,0,0,0,0,0
420 JETT DR,Breathitt Health & Rehabilitation,SNF,NULL,NULL,55,185112,Established,INFINITY HEALTHCARE CONSULTING,JACKSON,Kentucky,41339,54,0,0,0,0,0,0
421 MISSION LN,Momentous Health at Franklin,SNF,79,65,48,365595,Established,Momentus Health,Franklin,Ohio,45005,46,0,0,0,0,0,0
4217 ELK RD,Hope Mills Retirement Center,AL,64,33,33,NULL,Established,Alpha Health Services,Hope Mills,North Carolina,28348,32,0,0,0,0,8,0
425 CHINWORTH CT,Cedar Creek of Warsaw,AL,NULL,NULL,14,NULL,Established,CEDARHURST SENOR LIVING,WARSAW,Indiana,46580,13,0,0,0,0,0,0
425 LAURICELLA CT,Englewood Health and Rehab,SNFMD,116,110,99,365088,Established,Pavilion Healthcare,Englewood,Ohio,45322,95,0,0,0,0,30,0
4251 SARON DR,Highgrove at Tates Creek,AL,121,97,28,NULL,Established,Continental Senior Communities,Lexington,Kentucky,40515,24,0,0,0,0,0,0
427 3RD AVE SE,Hickory Village,MC,NULL,NULL,44,NULL,Established,ALG,Hickory,North Carolina,28602,39,0,0,0,0,7,0
429 W LINCOLN RD,Kokomo HCC,SNF/NF,NULL,NULL,39,155222,Established,Communicare,KOKOMO,Indiana,46902,36,0,0,0,0,0,0
430 BROOKWOOD AVE NE,Cabarrus Health & Rehabilitation Center,SNFMD,NULL,NULL,118,345183,Established,MFA,Concord,North Carolina,28025,91,0,0,0,0,41,94
430 W HEALTH CENTER DRIV,Peak Resources Outer Banks,SNF,NULL,NULL,60,345226,Established,PEAK RESOURCES,Nags Head,North Carolina,27959,55,0,0,0,0,0,0
4300 CLEVELAND AVE,The Elms at Michigan City,AL,NULL,NULL,37,NULL,Established,RITTENHOUSE,MICHIGAN CITY,Indiana,0,35,0,0,0,0,1,0
4300 W GOELLER BIVD,Traditions of Columbus,AL,130,21,29,NULL,Established,TRADITIONS,Columbus,Indiana,47201,28,0,0,0,0,0,0
4307 BRIDGETOWN RD,Bridgetown Nursing,AL/SNF,NULL,NULL,36,365462,Established,COMMUNICARE,CINCINNATI,Ohio,45211,34,0,0,0,0,0,0
431 JUNNY RD,Absolute Care,AL,NULL,NULL,30,NULL,Established,INDEPENDENT,Angier,North Carolina,27501,29,0,0,0,0,3,0
432 HERMITAGE DR,Cardinal Senior Living Danville,AL,NULL,NULL,63,NULL,Established,Cardinal,DANVILLE,Virginia,24541,61,0,0,0,0,18,0
433 FLOYD DR,Fairview Place Senior Living,AL,36,33,8,NULL,Established,HS of KY,Carrollton,Kentucky,41008,8,0,0,0,0,0,0
435 HAMILTON BLVD,COMMONWEALTH SOUTH BOSTON-ALF,AL,NULL,NULL,39,NULL,Established,MCAP,SOUTH BOSTON,Virginia,24592,22,0,0,0,0,0,0
4351 S MAIN ST,PruittHealth - Farmville,SNFMD,NULL,NULL,51,345384,Established,PRUITT HEALTH,Farmville,North Carolina,27828,48,0,0,0,0,14,2
4355 PHEASANT RIDGE RD SW,Pheasant Ridge SNF/NF,SNFMD,NULL,NULL,89,495325,Established,Avardis Health,ROANOKE,Virginia,24014,67,0,0,0,0,18,0
4360 BRECKSVILLE RD,Momentous Health at Richfield,SNF,72,46,52,365370,Established,Momentus Health,Richfield,Ohio,44286,51,0,0,0,0,0,0
440 INGRAM DR,Village Care of King - SNF,SNFMD,NULL,NULL,108,345381,Established,SABER HEALTHCARE GROUP,KING,North Carolina,27021,71,0,0,0,0,30,0
440 LAFAYETTE AVE,Scarlet Oaks Nursing and Rehab SNF,SNF,NULL,NULL,55,365978,Established,CCH HEALTHCARE,CINCINNATI,Ohio,45220,54,0,0,0,0,0,0
440 SALEM CHURCH RD,TerraBella Lincolnton,AL/MC,NULL,NULL,50,NULL,Established,SENIOR LIFESTYLE,Lincolnton,North Carolina,28092,48,0,0,0,0,9,0
