addr_key,glr_facility_name,glr_type,glr_beds,glr_census,glr_patients,glr_cmsccn,glr_status,glr_parent_company,city,state,zip,pc,psych,mh,pod,pain,wc,spec
83 CROSSROADS LN,AUGUSTA NURSING & REHAB-SNF/NF,SNFMD,NULL,NULL,87,495336,Established,Avardis Health,FISHERSVILLE,Virginia,22939,77,0,0,0,0,19,0
830 BERKSHIRE RD,Brookdale Smithfield,AL/MC,43,39,28,NULL,Established,BROOKDALE SENIOR LIVING,Smithfield,North Carolina,27577,26,0,0,0,0,3,0
"830 ROCKFORD ST, THIRD FLOOR",NORTHERN SKILLED NURSING CENTER-SNF/NF,SNFMD,NULL,NULL,33,345278,Established,Northern Regional Hospital,MOUNT AIRY,North Carolina,27030,33,0,0,0,0,12,0
8300 MAYSVILLE RD,Golden Years - Fort Wayne - SNF,AL/SNF MD,165,144,91,155755,Established,Greencroft,Fort Wayne,Indiana,46815,88,0,0,0,0,19,0
8300 MAYSVILLE RD,Golden Years - Fort Wayne - ALF,AL/SNF MD,165,144,24,155755,Established,Greencroft,Fort Wayne,Indiana,46815,22,0,0,0,0,2,0
"836 34TH ST NW, CANTON, OH 44709",The Pavilion at Edgefield Assisted Living,AL,75,72,51,NULL,Established,Pavilion Healthcare,Canton,Ohio,44709,50,0,0,0,0,0,0
"836 34TH ST NW, CANTON, OH 44709",The Pavilion at Edgefield SNF,SNF,99,85,35,366095,Established,Pavilion Healthcare,Canton,Ohio,44709,32,0,0,0,0,0,0
836 RAY LEGGETT WAY,PruittHealth - Trent,SNFMD,116,106,112,345371,Established,PRUITT HEALTH,NEW BERN,North Carolina,28560,108,0,0,0,0,36,0
8398 FAYETTEVILLE RD,Spring Arbor of The Sandhills,AL,NULL,NULL,45,NULL,Established,WICKSHIRE SENIOR LIVING - 2 NC. 2 GA. 4 FL,Raeford,North Carolina,28376,42,0,0,0,0,10,0
84 JOHNSON ESTATE RD,Gabriel Manor,AL/MC,77,62,49,NULL,Established,Saber Healthcare Group,Clayton,North Carolina,27520,44,0,0,0,0,10,0
840 MANOR RD,Palmetto Ridge Assisted Living and Memory Care,AL,106,93,9,NULL,Established,INDEPENDENT,Cheraw,South Carolina,29520,2,0,0,0,0,0,0
847 OAKWOOD DR,WHITE BIRCH (ALF) COMMUNITIES,AL,NULL,NULL,43,NULL,Established,INDEPENDENT,HARRISONBURG,Virginia,22801,33,0,0,0,0,1,0
849 WATERWORKS RD,Trinity Glen,SNFMD,NULL,NULL,116,345088,Established,Lutheran Life Villages,Winston-Salem,North Carolina,27101,96,0,0,0,0,20,0
850 MAJESTIC CT,Wellington House,AL,NULL,NULL,15,NULL,Established,ALG,Gastonia,North Carolina,28054,1,0,0,0,0,0,0
850 NELLIE ST,Edgewood Manor of Greenfield,SNFMD,NULL,NULL,55,11/30/2023 11:59,Established,AOM HEALTHCARE SOLUTIONS,Greenfield,Ohio,45123,50,0,0,0,0,22,0
851 KIMSEY LN,Redbanks Nursing Home,SNF,NULL,NULL,132,NULL,Established,NULL,Henderson,KY,42420,0,0,0,0,0,0,0
8520 GUNPOWDER RD,Legacy Living of Florence,AL,NULL,NULL,12,NULL,Established,LEGACY LIVING,FLORENCE,Kentucky,41042,11,0,0,0,0,0,0
8549 N MERIDIAN ST,The Commons on Meridian,AL,102,50,0,NULL,Established,AMERICAN SENIOR COMMUNITIES,Indianapolis,Indiana,46260,0,0,0,0,0,0,0
86 OLD AIRPORT RD,Fletcher Rehabilitation and Heathcare Center,SNF,NULL,NULL,44,345522,Established,YAD,Fletcher,North Carolina,28732,40,0,0,0,0,0,0
860 IRON AVE,CCRC I-Dover Apartments,AL,NULL,NULL,54,365417,Established,Holland Management Company,Dover,Ohio,44622,41,0,0,0,0,5,0
860 IRON AVE,CCRC I-Dover Nursing Home,SNFMD,NULL,NULL,58,365417,Established,Holland Management Company,Dover,Ohio,44622,42,0,0,0,0,14,0
860 WOLF CREEK TRL,COMMONWEALTH-ABINGDON ALF,AL,NULL,NULL,87,NULL,Established,MCAP,ABINGDON,Virginia,24210,15,0,0,0,0,3,0
8601 SHELBY ST,Hellenic Senior Living - Indianapolis,AL,125,120,7,NULL,Established,Ahepa Senior Living (ASL),Indianapolis,Indiana,46227,7,0,0,0,0,0,0
864 US HWY 158 BUSINESS WES,Warren Hills Nursing Center ALF,AL,NULL,NULL,5,NULL,Established,Liberty,Warrenton,North Carolina,27589,2,0,0,0,0,2,0
864 US HWY 158 BUSINESS WES,Warren Hills Nursing Center SNF,SNFMD,NULL,NULL,93,345240,Established,Liberty,Warrenton,North Carolina,27589,87,0,0,0,0,16,0
8668 STATE ROUTE 93,Jackson Care Center,SNFMD,NULL,NULL,63,365393,Established,LIONSTONE CARE,JACKSON,Ohio,45640,57,0,0,0,0,37,0
8700 LAWYERS RD,The Little Flower,AL,NULL,NULL,22,NULL,Established,INDEPENDENT,Charlotte,North Carolina,28227,19,0,0,0,0,1,0
891 NOELL LN,Hunter Hill Senior Village,AL,NULL,NULL,38,NULL,Established,JANET MOOSE,Rocky Mount,North Carolina,27804,36,0,0,0,0,3,0
900 GAGEL AVE,Parkwood Health & Rehabilitation,SNF,NULL,NULL,119,185096,Established,INFINITY HEALTHCARE CONSULTING,Louisville,Kentucky,40216,61,0,0,0,0,0,0
900 PROVIDENT DR,Mason Healthcare,SNF,NULL,NULL,86,155003,Established,TLC Management,WARSAW,Indiana,46580,73,0,0,0,0,25,0
900 W DOLPHIN ST,Siler City Center,SNF,NULL,NULL,131,345143,Established,GENESIS,Siler City,North Carolina,27344,114,0,0,0,0,1,0
901 RIDGE RD,Roxboro Healthcare and Rehabilitation Center,SNFMD,NULL,NULL,95,345311,Established,Liberty,Roxboro,North Carolina,27573,87,0,0,0,0,29,0
901 S HALSTEAD BLVD,Laurel Park Rehabilitation & HealthCare Center,SNF,102,94,80,345184,Established,YAD,Elizabeth City,North Carolina,27909,78,0,0,0,0,3,0
901 S HASTINGS DR,Gentry Park Senior Living,AL,116,94,27,NULL,Established,INDEPENDENT,Bloomington,Indiana,47401,25,0,0,0,0,5,0
901 SPRING ARBOR CT,Spring Arbor of Apex,AL/MC,NULL,NULL,37,NULL,Established,SPRING ARBOR MANAGEMENT,Apex,North Carolina,27502,31,0,0,0,0,7,19
901 W NEW HOPE RD,Eagles Point,AL,NULL,NULL,63,NULL,Established,Navion,Goldsboro,North Carolina,27534,54,0,0,0,0,9,0
903 W MAIN ST,Yadkin Nursing Center,SNF,NULL,NULL,55,345167,Established,Liberty,Yadkinville,North Carolina,27055,49,0,0,0,0,0,0
905 HIGHWAY 127 N,Owenton Healthcare and Rehabilitation,SNFMD,100,90,89,185364,Established,CLEARVIEW,Owenton,Kentucky,40359,79,0,0,0,0,46,0
9051 HWY 181,Jonas Ridge Rest Home,AL,NULL,NULL,35,NULL,Established,CAROLINA ALLIANCE,Jonas Ridge,North Carolina,28641,22,0,0,0,0,0,0
907 E CENTRAL ST,Union City Care Center,SNFMD,NULL,NULL,34,365970,Established,JAG,Union City,Ohio,45390,34,0,0,0,0,7,0
909 N SALISBURY AVE,Bethamy Retirement Center,AL,42,40,27,NULL,Established,INDEPENDENT,Spencer,North Carolina,28159,22,0,0,0,0,0,0
910 W WALNUT ST,Albany Health and Rehabilitation,SNFMD,0,0,79,155432,Established,TLC Management,ALBANY,Indiana,47320,73,0,0,0,0,10,0
9108 REAMES RD,Northlake House Assisted Living,AL,NULL,NULL,18,NULL,Established,ALG,Charlotte,North Carolina,28216,0,0,0,0,0,0,0
915 W COOKSEY DR,Brookstone Terrace of Thomasville,AL,NULL,NULL,41,NULL,Established,"MPCARE II, LLC",Thomasville,North Carolina,27360,35,0,0,0,0,10,0
918 FITZGERALD ST,Brookdale Monroe Square AL,AL,NULL,NULL,41,NULL,Established,Brookdale Senior Living,Monroe,North Carolina,28112,39,0,0,0,0,12,0
918 FITZGERALD ST,Brookdale Monroe Square - Clarebridge,MC,NULL,NULL,43,NULL,Established,Brookdale Senior Living,Monroe,North Carolina,28112,42,0,0,0,0,11,1
918 WESTWOOD DR,Somerset Court of Rocky Mount,AL,NULL,NULL,38,NULL,Established,ALG,Rocky Mount,North Carolina,27803,36,0,0,0,0,9,0
919 WILMA SIGMON RD,Heath House,AL,NULL,NULL,38,NULL,Established,ALG,Lincolnton,North Carolina,28092,30,0,0,0,0,13,1
920 4TH ST SW,Conover Nursing and Rehab,SNFMD,NULL,NULL,81,345516,Established,JOSHUA SHERRILL,Conover,North Carolina,28613,66,0,0,0,0,33,0
920 HENERY CLAY ST,Colonial Manor,AL,57,51,47,NULL,Established,Bluegrass/Encore,Shelbyville,Kentucky,40065,25,0,0,0,0,0,0
920 S 4TH ST,River Oaks Post Acute,SNF,122,110,76,185029,Established,Hill Valley,Louisville,Kentucky,40203,74,0,0,0,0,0,0
920 W HWY 46,Owen Valley Rehabilitation and Healthcare Center,AL/SNF/NF,73,73,37,155661,Established,Castle Healthcare,Spencer,Indiana,47460,33,0,0,0,0,8,0
9200 GLENWATER DR,University Place Nursing and Rehabilitation,SNF,NULL,NULL,107,345142,Established,PRINCIPLE,Charlotte,North Carolina,28262,65,0,0,0,0,0,106
921 JUNIOR HIGH SCHOOL RD PO BOX 405,Our Communities Hospital - Bryan Health & Rehab,AL/SNF MD,60,47,52,345431,Established,Community Hospital,Scotland Neck,North Carolina,27874,52,0,0,0,0,19,0
930 HIGHWAY 158 BUSINESS E,Alpha Magnolia Garden,AL,NULL,NULL,36,NULL,Established,INDEPENDENT,Warrenton,North Carolina,27589,32,0,0,0,0,5,0
931 ASHLAND AVE,ELKS HOME-ALF,AL,NULL,NULL,63,NULL,Established,CareTrust,BEDFORD,Virginia,24523,39,0,0,0,0,17,0
931 N ASPEN ST,Cardinal Healthcare and Rehab Center,SNF,NULL,NULL,31,345385,Established,Avardis,Lincolnton,North Carolina,28092,28,0,0,0,0,0,0
935 PAGE ST,Mt. Pleasant House,AL,NULL,NULL,29,NULL,Established,ALG,Mt. Pleasant,North Carolina,28124,17,0,0,0,0,0,0
935 ROSEWOOD DR,Galion Meadows,SNFMD,NULL,62,"Gentiva, Heartland, Halfways",4/30/2024 7:32,Established,,,,Ohio,30,56,28,0,0,0,0
9370 UNION CEMETERY RD,The Lodge Nursing and Rehab,SNF,NULL,NULL,48,365889,Established,CARING PLACE HEALTHCARE,Loveland,Ohio,45140,48,0,0,0,0,0,0
94 S AVE,Blue Ridge Rehabilitation and Nursing,SNF,NULL,NULL,61,495146,Established,Eastern Healthcare Group,HARRISONBURG,Virginia,22801,58,0,0,0,0,0,0
9434 COEBURN MOUNTIAN RD,Heritage Hall Wise,SNF,90,88,101,495350,Established,American Healthcare LLC,Wise,Virginia,24293,89,0,0,0,0,0,0
945 W RUSSELL ST,Elkhorn Health & Rehab,SNF,106,99,105,NULL,Established,A&M Healthcare Investment LLC,Elkhorn City,Kentucky,41522,93,0,0,0,0,48,0
95 LOCUST ST,College Pines Health and Rehab,SNF,NULL,NULL,33,345446,Established,SANSTONE,Connelly Springs,North Carolina,28612,30,0,0,0,0,0,0
95 MORNINGSTAR LN,Morning Star Assisted Living Sylva,AL,NULL,NULL,30,NULL,Established,INDEPENDENT,Sylva,North Carolina,28779,29,0,0,0,0,11,28
95 RICHMOND HILL RD,Richmond Hill,AL,NULL,NULL,42,NULL,Established,INDEPENDENT,Asheville,North Carolina,28806,38,0,0,0,0,0,0
950 HARDIN RD,Cleveland House,AL,NULL,NULL,46,NULL,Established,ALG,Shelby,North Carolina,28150,43,0,0,0,0,7,42
950 US HIGHWAY 64 E,Tyrell House,AL/MC,NULL,NULL,31,NULL,Established,ALG,Columbia,North Carolina,27925,25,0,0,0,0,13,0
955 GARDEN LAKE PARKWAY,Advance Healthcare,SNF,NULL,NULL,33,365704,Established,COMMUNICARE,TOLEDO,Ohio,43614,30,0,0,0,0,0,0
958 STATE RD 46 E,The Waters of Batesville,SNFMD,NULL,NULL,48,155233,Established,INFINITY HEALTHCARE CONSULTING,BATESVILLE,Indiana,47006,43,0,0,0,0,20,0
9600 LAMBORNE BLVD,Essex Nursing and Rehabilitation Center,SNF,NULL,NULL,89,185288,Established,VENZA,Louisville,Kentucky,40272,76,0,0,0,0,0,0
9685 CHILLICOTHE RD,Kirtland Woods of Journey,SNF,NULL,NULL,47,365290,Established,EXCEPTIONAL LIVING CENTER,KIRTLAND,Ohio,44094,46,0,0,0,0,0,0
9802 COLDWATER RD,LLV - Pine Valley,SNF,NULL,NULL,65,155800,Established,Lutheran Life Villages,Fort Wayne,Indiana,46825,53,0,0,0,0,2,0
981 BEECHWOOD AVE,The Waters of Middletown,AL,60,20,28,155573,Established,INFINITY HEALTHCARE CONSULTING,Middletown,Indiana,47356,23,0,0,0,0,0,0
981 CAMPBELL LN,The Bungalos at Bowling Green,AL,28,23,19,NULL,Established,A Phoenix Senior Living Community,Bowling Green,Kentucky,42104,15,0,0,0,0,0,0
990 HOLSTON RD,HOLSTON SENIOR LIVING,AL,NULL,NULL,73,NULL,Established,Hill Valley,WYTHEVILLE,Virginia,24382,54,0,0,0,0,8,0
990 HOLSTON RD,HOLSTON HEALTH AND REHAB,SNFMD,NULL,NULL,98,495349,Established,Hill Valley,WYTHEVILLE,Virginia,24382,61,0,0,0,0,19,0
990 N 16TH ST,Stonebrooke Rehab Center,AL/SNF,117,95,29,NULL,Established,ASC,New Castle,Indiana,47362,0,0,0,0,0,0,0
999 TABOR RD,Olin Village,AL,NULL,NULL,42,NULL,Established,SOUTHLAND ASSISTED LIVING SERVICES,OLIN,North Carolina,28660,36,0,0,0,0,5,0
HI POINT DR & INDIANA EAST-WEST TOLL RD,Bella Largo Senior Living,AL,73,0,0,NULL,Established,n/a - Independent,La Porte,Indiana,46350,0,0,0,0,0,0,0
HIGHWAY 11 BOX 250,Owsley County Health Care Center,SNF,NULL,NULL,68,185273,Established,TOPAZ HEALTHCARE,Booneville,Kentucky,41314,43,0,0,0,0,0,0
HOUSECALL,HOUSECALL,AL,NULL,NULL,1,NULL,Discontinued,INDEPENDENT,HOME,Virginia,22801,0,1,0,0,0,0,0
NULL,ElasticIT Test,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
NULL,Virginia Test Fac,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
NULL,Louisburg Manor - IL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
NULL,Test,NULL,NULL,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,8,0
NULL,Test Facility - Southeast,NULL,NULL,NULL,96,NULL,NULL,NULL,NULL,NULL,NULL,6,1,0,0,0,18,0
NULL,Test Facility - Midwest,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,12,0
NULL,Trinity Oaks Health & Rehab - Assisted Living,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,10,0,0,0,0,1,0
NULL,Other,NULL,NULL,NULL,0,NULL,Established,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0
PATIENT'S HOME ADDRESS,Home-MW,IL,NULL,NULL,46,NULL,Established,N/A,PATIENT CITY,Indiana,0,26,3,0,0,0,0,0
