excel_row,facility,corporate_name,address,city,state,source_type,ownership_type,do_we_serve,beds,census,pattern_tags
17623,BELVEDERE COMMONS OF FRANKLIN,BVC FRANKLIN PROPERTY LLC,303 S Royal Oaks Blvd,Franklin,TN,ALF,Independent,No,78,62,"PROPERTIES, LLC"
17624,BELVEDERE COMMONS OF SENECA,BVC SENECA PROPERTY LLC,515 Benton Street,Seneca,SC,ALF,Independent,No,124,99,"PROPERTIES, LLC"
17626,BENCHMARK AT ALEXANDRIA,ORR BSL KING LLC,3440 Berkeley Street,Alexandria,VA,ALF,Independent,No,134,107,SHORT_LLC
17627,BENJAMIN COURT APARTMENTS,GHF BENJAMIN COURT LLC,5810 Lee Rd,Indianapolis,IN,ALF,Independent,No,254,203,SHORT_LLC
17629,BENTLEY COMMONS AT LYNCHBURG,1604 GRAVES MILL ROAD LLC,1604 Graves Mill Road,Lynchburg,VA,ALF,Independent,No,135,108,"ADDRESS_BASED, LLC"
17630,BENTON HOUSE OF BLUFFTON,SONIDA BLUFFTON LLC,8 Hampton Lake Dr,Bluffton,SC,ALF,Independent,No,104,83,SHORT_LLC
17635,BERMUDA VILLAGE RETIREMENT CENTER,ML BERMUDA VILLAGE LLC,142 Bermuda Village Dr,Bermuda Run,NC,ALF,Independent,No,47,38,SHORT_LLC
17636,BETHAMY RETIREMENT CENTER,RESIDENCE CARE GROUP LLC,909 Salisbury Ave,Spencer,NC,ALF,Corporate,No,43,34,SHORT_LLC
17645,BETHESDA CARE CENTER,600 NORTH BRUSH PROP CO LLC,600 N Brush St,Fremont,OH,SNF,Independent,No,100,80,"ADDRESS_BASED, LLC"
17646,BETHLEHEM,A2002 SENIOR LLC,1745 W Macada Rd,Bethlehem,PA,ALF,Independent,No,125,100,SHORT_LLC
17647,BETHLEHEM MANOR,PENNSYLVANIA AVENUE DEVELOPMENT LLC,815 Pennsylvania Avenue,Bethlehem,PA,ALF,Independent,No,75,60,SHORT_LLC
17648,BETHLEHEM MANOR II,EXCHANGE 15 LLC,316 E Market St,Bethlehem,PA,ALF,Independent,No,30,24,SHORT_LLC
17650,BETZ NURSING HOME,104 INVESTMENTS LLC,116 Betz Rd,Auburn,IN,SNF,Independent,No,143,114,"ADDRESS_BASED, LLC"
17651,BEVID PLACE,BEVID PLACE LLC,2902 E Main Street,Spartanburg,SC,ALF,Independent,No,113,90,SHORT_LLC
17654,BIRCH GARDENS,CEDAR COMMUNITIES REALTY HOLDING AT STAUNTON I LLC,12 Royal Drive,Staunton,VA,ALF,Corporate,No,39,31,"HOLDINGS, REALTY, LLC"
17655,BIRCH RIDGE (AUGUSTA CO),CEDAR COMMUNITIES REALTY HOLDING AT STAUNTON I LLC,54 Imperial Drive,Staunton,VA,ALF,Corporate,No,28,22,"HOLDINGS, REALTY, LLC"
17657,BIRCHES OF NEWTOWN,CARE HSL NEWTOWN PROPCO,70 Durham Rd,Newtown,PA,ALF,Independent,No,91,73,PROPCO
17662,BISHOPVILLE MANOR,BISHOPVILLE 2779 LLC,2779 Hwy 15 N,Bishopville,SC,ALF,Independent,No,44,35,SHORT_LLC
17665,BLOOM AT BELFAIR,SWC BLUFFTON REALTY LLC,60 Oak Forest Rd,Bluffton,SC,ALF,Independent,No,145,116,"REALTY, LLC"
17674,BLUE RIDGE SENIOR LIVING OF RICHMOND,RIDGE GROUP PROPERTIES LLC,12411 Gayton Rd,Henrico,VA,ALF,Independent,No,135,108,"PROPERTIES, LLC"
17675,BLUEBIRD RETIREMENT COMMUNITY MARYSVILLE,BLUEBIRD MARYSVILLE LLC,145 Colemans Crossing Blvd,Marysville,OH,ALF,Independent,No,125,100,SHORT_LLC
17676,"BLUEGRASS ASSISTED LIVING
(ELIZABETHTOWN)",ASPEN ALCOVE ELIZABETHTOWN LLC,1108 Regency Way,Elizabethtown,KY,ALF,Independent,No,76,61,SHORT_LLC
17677,BLUEGRASS CARE & REHABILITATION CENTER,3576 PIMLICO PARKWAY LLC,3576 Pimlico Parkway,Lexington,KY,SNF,Independent,No,128,102,"ADDRESS_BASED, LLC"
17679,BOLIVIA  REHABILITATION AND HEALTHCARE CENTER,1070 OLD OCEAN HIGHWAY LLC,1070 Old Ocean Highway,Bolivia,NC,SNF,Independent,No,110,88,"ADDRESS_BASED, LLC"
17682,BRADFORD HILLS NURSING & REHABILITATION CENTER,15900 US 6 REALTY LLC,15900 Route 6,Troy,PA,SNF,Independent,No,235,188,"REALTY, ADDRESS_BASED, LLC"
17683,BRADFORD MANOR,HCF REALTY OF BRADFORD HCF CO,50 Lang Maid Lane,Bradford,PA,SNF,Independent,No,141,113,REALTY
17684,BRADFORD PLACE CARE CENTER,OHIO INDIANA PROPERTY LLC,1302 Millville Ave,Hamilton,OH,SNF,Corporate,No,129,103,"PROPERTIES, LLC"
17685,BRADLEY CREEK HEALTH CENTER,630 CAROLINA BAY NC PROPCO LLC,740 Diamond Shoals Road,Wilmington,NC,SNF,Corporate,No,40,32,"PROPCO, ADDRESS_BASED, LLC"
17688,BRANDYWINE DRESHER ESTATES,AB DRESHER OWNER LLC,1405 Limekiln Pike,Dresher,PA,ALF,Independent,No,102,82,SHORT_LLC
17691,BRANDYWINE UPPER PROVIDENCE,1133 BLACK ROCK RD LLC,1133 Black Rock Rd,Phoenixville,PA,ALF,Independent,No,94,75,"ADDRESS_BASED, LLC"
17692,BRECKENRIDGE COMMONS,BRECKENRIDGE PROPERTIES LLC,2009 North Hospital Blvd,Sullivan,IN,ALF,Independent,No,52,42,"PROPERTIES, LLC"
17695,BRENTWOOD HEALTH CARE CENTER,BRENTWOOD REAL ESTATE LLC,907 W Aurora Rd,Northfield,OH,SNF,Corporate,No,153,122,SHORT_LLC
17701,BRIARFIELD MANOR,MANOR FACILITY REALTY LLC,461 S Canfield Niles Rd,Youngstown,OH,SNF,Independent,No,112,90,"REALTY, LLC"
17702,BRIARWOOD SENIOR LIVING,MAIN STREET HOLDINGS LLC,878 Main Street,Newfoundland,PA,ALF,Independent,No,26,21,"HOLDINGS, LLC"
17703,BRIARWOOD VILLAGE,HCF REALTY OF BRIARWOOD INC,100 Don Desch Drive,Coldwater,OH,ALF,Independent,No,256,205,REALTY
17704,BRIDGE AT OOLTEWAH,OOLTEWAH ALF INVESTORS LLC,5901 Snow Hill Rd,Ooltewah,TN,ALF,Independent,No,100,80,"INVESTOR, LLC"
17710,BRIGHTMORE OF WILMINGTON,BRIGHTMORE PROPERTIES INCI LLC,2324 S 41st St,Wilmington,NC,ALF,Independent,No,139,111,"PROPERTIES, LLC"
17712,BRIGHTVIEW DEVON,BH BRIGHTVIEW DEVON LLC,301 East Conestoga Road,Wayne,PA,ALF,Independent,No,171,137,SHORT_LLC
17714,BRIGHTVIEW DULLES CORNER,NUGGET D-1 LLC,13700 Magna Way,Herndon,VA,ALF,Independent,No,99,79,SHORT_LLC
17717,BRIGHTVIEW GREAT FALLS,BRIGHTVIEW GREAT FALLS LLC,10200 Colvin Run Rd,Great Falls,VA,ALF,Independent,No,88,70,SHORT_LLC
17718,BRIGHTVIEW NORTHFAX,NORTHFAX LLC,3570 Chain Bridge Rd,Fairfax,VA,ALF,Independent,No,176,141,SHORT_LLC
17720,BRIGHTVIEW WOODBURN(FAIRFAX CO),BRIGHTVIEW FAIRFAX LLC,3450 Gallows Road,Annandale,VA,ALF,Independent,No,104,83,SHORT_LLC
17721,BRIGHTWATER,AGI ACQUISITIONS LLC,101 Brightwater Dr.,Myrtle Beach,SC,ALF,Corporate,No,186,149,SHORT_LLC
17722,BRIGHTWATER ASSISTED LIVING,AGI ACQUISITIONS LLC,201 Brightwater Dr,Myrtle Beach,SC,ALF,Corporate,No,56,45,SHORT_LLC
17723,BRISTOL HOUSE MEMORY CARE,AARTHI PROPERTIES LLC,2527 Bristol Road,Warrington,PA,ALF,Independent,No,48,38,"PROPERTIES, LLC"
17726,BROADWAY MANOR,AR PROPERTY HOLDINGS LLC,560 Broadway Street,Milton,PA,ALF,Corporate,No,49,39,"HOLDINGS, PROPERTIES, LLC"
17727,BROOK PINE COMMUNITY RESIDENTIAL CARE FACILITY,KAYRAM ATLANTA LLC,3961 Fish Hatchery Rd,Gaston,SC,ALF,Corporate,No,16,13,SHORT_LLC
17729,BROOKDALE BELLE MEADE,BKD BELLE MEADE LLC,6767 Brookmont Terrace,Nashville,TN,ALF,Independent,No,95,76,SHORT_LLC
17731,BROOKDALE BLOOMSBURG,EMERIHRT BLOOMSBURG LLC,420 Shaffer Road,Bloomsburg,PA,ALF,Independent,No,67,54,SHORT_LLC
17733,BROOKDALE BRISTOL,BLC BRISTOL-GC LLC,375 Liberty Place,Bristol,VA,ALF,Independent,No,125,100,SHORT_LLC
17734,BROOKDALE BROWNS CREEK,BLC WELLINGTON-MARYVILLE LLC,1869 Crest Road,Maryville,TN,ALF,Independent,No,42,34,SHORT_LLC
17737,BROOKDALE CHAMBREL WILLIAMSBURG,CMCP-WILLIAMSBURG LLC,3800 Treyburn Dr,Williamsburg,VA,ALF,Independent,No,339,271,SHORT_LLC
17738,BROOKDALE CLARKSVILLE,HCRI TENNESSEE PROPERTIES,2183 Memorial Drive,Clarksville,TN,ALF,Corporate,No,54,43,PROPERTIES
17739,BROOKDALE CLEVELAND,BLC WELLINGTON CLEVELAND LLC,"2745 Executive Park, Nw",Cleveland,TN,ALF,Independent,No,60,48,SHORT_LLC
17742,BROOKDALE COLUMBIA AL (TN),HCRI TENNESSEE PROPERTIES,5011 Trotwood Avenue,Columbia,TN,ALF,Corporate,No,42,34,PROPERTIES
17743,BROOKDALE CONCORD PARKWAY,HCRI NORTH CAROLINA PROPERTIES,2452 Rock Hill Church Rd,Concord,NC,ALF,Independent,No,69,55,PROPERTIES
17744,BROOKDALE CONWAY,MOROSKEY M & M A LIVING TRUST,872 Singleton Ridge Rd,Conway,SC,ALF,Independent,No,52,42,TRUST
17747,BROOKDALE DOGWOOD CREEK,HCP GERMANTOWN LLC,8199 Poplar Ave,Germantown,TN,ALF,Independent,No,182,146,SHORT_LLC
17749,BROOKDALE EASLEY,SERENITY AT EASLEY LLC,706 Pelzer Highway,Easley,SC,ALF,Independent,No,314,251,SHORT_LLC
17750,BROOKDALE EBENEZER ROAD,BKD EBENEZER ROAD LLC,1920 Ebenezer Road,Rock Hill,SC,ALF,Independent,No,41,33,SHORT_LLC
17751,BROOKDALE FRANKLIN,BKD FRANKLIN LLC,910 Murfreesboro Rd,Franklin,TN,ALF,Independent,No,123,98,SHORT_LLC
17752,BROOKDALE GALLATIN,BKD GALLATIN LLC,400 Hancock St,Gallatin,TN,ALF,Independent,No,42,34,SHORT_LLC
17753,BROOKDALE GARDENS AT WESTLAKE,ARHC GWWSLOH01 LLC,27569 Detroit Rd,Westlake,OH,ALF,Independent,No,96,77,SHORT_LLC
17754,BROOKDALE GERMANTOWN,BLC SOUTHERLAND PLACE-GERMANTOWN LLC,7701 Poplar Avenue,Germantown,TN,ALF,Independent,No,50,40,SHORT_LLC
17755,BROOKDALE GOODLETTSVILLE AL (TN),BKD GOODLETTSVILLE AL LLC,2025 Caldwell Drive,Goodlettsville,TN,ALF,Independent,No,43,34,SHORT_LLC
17756,BROOKDALE GOODLETTSVILLE MC (TN),BKD GOODLETTSVILLE PROPCO LLC,3001 Business Park Circle,Goodlettsville,TN,ALF,Independent,No,35,28,"PROPCO, LLC"
17757,BROOKDALE GRANDON FARMS,EMERIHRT CREEKVIEW LLC,1100 Grandon Way,Mechanicsburg,PA,ALF,Independent,No,103,82,SHORT_LLC
17758,BROOKDALE GRANGER,EMERIPREZ LLC,430 Cleveland Rd,Granger,IN,ALF,Independent,No,66,53,SHORT_LLC
17761,BROOKDALE GREENEVILLE,BLC WELLINGTON-GREENEVILLE LLC,155 Serral Drive,Greeneville,TN,ALF,Independent,No,60,48,SHORT_LLC
17763,BROOKDALE HARRISBURG,EMERIHRT HARRISBURG LLC,3560 N Progress Ave,Harrisburg,PA,ALF,Independent,No,55,44,SHORT_LLC
17765,BROOKDALE HIGH POINT NORTH,HCRI SKEET CLUB MANOR PROPERTIES,1564 Skeet Club Road,High Point,NC,ALF,Independent,No,65,52,PROPERTIES
17766,BROOKDALE HIXSON,BLC WELLINGTON-HIXSON LLC,4515 Hixson Pike,Hixson,TN,ALF,Independent,No,46,37,SHORT_LLC
17767,BROOKDALE JACKSON OAKS,BLC JACKSON OAKS LLC,3131 N. Highland Avenue,Jackson,TN,ALF,Independent,No,204,163,SHORT_LLC
17768,BROOKDALE JOHNSON CITY,BLC WELLINGTON JC LLC,2003 Waters Edge Drive,Johnson City,TN,ALF,Independent,No,60,48,SHORT_LLC
17769,BROOKDALE KETTERING,BLC DAYTON GC LLC,280 Walden Way,Dayton,OH,ALF,Independent,No,178,142,SHORT_LLC
17770,BROOKDALE KINGSPORT,BKD KINGSPORT LLC,2424 John B Dennis Highway,Kingsport,TN,ALF,Independent,No,70,56,SHORT_LLC
17773,BROOKDALE LENOIR,HCRI NORTH CAROLINA PROPERTIES III,1145 Powell Road Ne,Lenoir,NC,ALF,Independent,No,82,66,PROPERTIES
17774,BROOKDALE MIDLOTHIAN,BLC SOUTHERLAND PLACE-MID LLC,14016 Turnberry Ln,Midlothian,VA,ALF,Independent,No,80,64,SHORT_LLC
17775,BROOKDALE MOUNT VERNON DRIVE,BLC WELLINGTON GARDENS & PROPCO LLC,1775 Mt. Vernon Drive Nw,Cleveland,TN,ALF,Independent,No,40,32,"PROPCO, LLC"
17776,BROOKDALE MT. LEBANON,BROOKDALE SENIOR HOUSING LLC,1050 McNeilly Rd,Pittsburgh,PA,ALF,Independent,No,211,169,SHORT_LLC
17777,BROOKDALE MURRAY,H C P SH ELP2 PROPERTIES LLC,905 Glendale Rd.,Murray,KY,ALF,Independent,No,20,16,"PROPERTIES, LLC"
17781,BROOKDALE PENN HILLS,7151 SALTSBURG RD LLC,7151 Saltsburg Rd,Pittsburgh,PA,ALF,Independent,No,24,19,"ADDRESS_BASED, LLC"
17784,BROOKDALE ROANOKE,BKD ROANOKE PROPCO LLC,1127 Persinger Road S.w.,Roanoke,VA,ALF,Independent,No,56,45,"PROPCO, LLC"
17786,BROOKDALE SANDY SPRINGS AL (TN),BKD SANDY SPRINGS LLC,511 Pearson Springs Road,Maryville,TN,ALF,Independent,No,92,74,SHORT_LLC
17787,BROOKDALE SEVIERVILLE,BLC WELLINGTON-SEVIERVILLE LLC,1020 Middle Creek Road,Sevierville,TN,ALF,Independent,No,70,56,SHORT_LLC
17788,BROOKDALE TULLAHOMA,BKD TULLAHOMA LLC,801 Wilson Avenue,Tullahoma,TN,ALF,Independent,No,76,61,SHORT_LLC
17789,BROOKDALE VALPARAISO MC (IN),HCRI INDIANA PROPERTIES LLC,2601 Valparaiso St,Valparaiso,IN,ALF,Corporate,No,74,59,"PROPERTIES, LLC"
17791,BROOKDALE WEST ASHLEY,BKD CHARLESTON SC LLC,2030 Charlie Hall Boulevard,Charleston,SC,ALF,Independent,No,84,67,SHORT_LLC
17795,BROOKDALE WOOSTER,BKD WOOSTER MC LLC,1613 Cleveland Road,Wooster,OH,ALF,Independent,No,41,33,SHORT_LLC
17796,BROOKESTONE TERRACE OF WOODRUFF,BT REAL ESTATE HOLDINGS LLC,80 Medical Center Dr,Woodruff,SC,ALF,Corporate,No,46,37,"HOLDINGS, LLC"
17801,BROOKLYN POINTE,BROOKLYN POINTE LLC,4800 Idlewood Drive,Brooklyn,OH,ALF,Independent,No,80,64,SHORT_LLC
17805,BROOKSIDE RESIDENCES APARTMENT HOMES,CUYAHOGA FALLS SENIOR LLC,400 Pleasant Meadow Blvd,Stow,OH,ALF,Independent,No,62,50,SHORT_LLC
17807,BROOKSTONE TERRACE OF SIMPSONVILLE,BT REAL ESTATE HOLDINGS LLC,645 Scuffletown Road,Simpsonville,SC,ALF,Corporate,No,52,42,"HOLDINGS, LLC"
17809,BROOKVIEW PLACE APARTMENTS,BROOKVIEW PLACE OWNER LLC,"4032 North Main Street,",Dayton,OH,ALF,Independent,No,233,186,SHORT_LLC
17810,BROOKWOOD PLACE,BCI REAL ESTATE HOLDING COMPANY LLC,1998 Center Street,Ashland,OH,ALF,Independent,No,60,48,"HOLDINGS, LLC"
17816,BRUNSWICK DANBURY,BRUNSWICK SENIOR LLC,3430 Brunswick Lake Parkway,Brunswick,OH,ALF,Independent,No,101,81,SHORT_LLC
17818,BRYAN HEALTHCARE AND REHABILITATION,BRYAN OH HEALTH & REHAB REALTY,1104 Wesley Avenue,Bryan,OH,SNF,Independent,No,173,138,REALTY
17823,BURGESS RESIDENTIAL CARE FACILITY #4,DELLAVISION LLC,412 Pee Dee Chruch Rd,Dillon,SC,ALF,Independent,No,30,24,SHORT_LLC
17824,BURTON'S RIDGE,HCF REALTY OF BURTONS RIDGE INC,2651 Fort Amanda Road,Lima,OH,ALF,Independent,No,60,48,REALTY
17826,C.A.T.C.H. PERSONAL CARE HOME,1715 PROPERTIES INC,521-23 Snyder Avenue,Philadelphia,PA,ALF,Corporate,No,15,12,"PROPERTIES, ADDRESS_BASED"
17831,CADENCE  GARNER,KHANNA SISTERS LLC,2015 Aversboro Road,Garner,NC,ALF,Independent,No,48,38,SHORT_LLC
17839,CAMBRIDGE CROSSING ASSISTED LIVING,251 PATRIOT LANE HOLDINGS LLC,251 Patriot Ln,Williamsburg,VA,ALF,Independent,No,63,50,"HOLDINGS, ADDRESS_BASED, LLC"
17840,CAMBRIDGE GARDENS,9300 ONYX COURT HOLDINGS LLC,9300 Onyx Ct,Fredericksburg,VA,ALF,Independent,No,60,48,"HOLDINGS, ADDRESS_BASED, LLC"
17842,CAMBRIDGE PLACE,CAMBRIDGE ESTATES INVESTORS LLC,1480 Deerpath Drive,Cambridge,OH,ALF,Independent,No,56,45,"INVESTOR, LLC"
17843,CAMBRIDGE VILLAGE,111 ALTMEYER DRIVE LLC,1600 Darlington Rd,Beaver Falls,PA,ALF,Independent,No,92,74,"ADDRESS_BASED, LLC"
17844,CAMBRIDGE VILLAGE OF APEX,APEX INDEPENDENT LLC,951 S Hughes St,Apex,NC,ALF,Corporate,No,222,178,SHORT_LLC
17845,CAMBRIDGE VILLAGE OF APEX APARTMENTS,APEX INDEPENDENT LLC,10000 Cambridge Village Loop,Apex,NC,ALF,Corporate,No,232,186,SHORT_LLC
17846,CAMBRIDGE VILLAGE OF WILMINGTON,WILMINGTON INCDEPENDENT LLC,75 Cavalier Drive,Wilmington,NC,ALF,Independent,No,150,120,SHORT_LLC
17847,CAMERYN ELISE LUXURY SENIOR LIVING APARTMENTS,CAMERYN ELISE PROPERTIES LLC,8521 Sam Furr Rd,Huntersville,NC,ALF,Independent,No,124,99,"PROPERTIES, LLC"
17849,CANAL WINCHESTER REHABILITATION CARE CENTER,CANAL WINCHESTER OM PROPCO LLC,6800 Gender Rd,Canal Winchester,OH,SNF,Independent,No,122,98,"PROPCO, LLC"
17851,CANTERBURY NURSING AND REHABILITATION CENTER,2827 NORTHGATE BOULEVARD SNF LLC,2827 Northgate Blvd,Fort Wayne,IN,SNF,Independent,No,191,153,"ADDRESS_BASED, LLC"
17853,CANTERFIELD AT FRANKLIN,CANTERFIELD OF FRANKLIN LLC,7015 Moores Ln,Brentwood,TN,ALF,Independent,No,96,77,SHORT_LLC
17854,CANTERFIELD OF BLUFFTON,CANTERFIELD OF BLUFFTON LLC,567 N Okatie Hwy,Ridgeland,SC,ALF,Independent,No,93,74,SHORT_LLC
17855,CANTERFIELD OF OAK RIDGE,VTR OAK RIDGE LLC,200 Bus Terminal Rd,Oak Ridge,TN,ALF,Independent,No,91,73,SHORT_LLC
17857,CANTON REGENCY RESIDENTIAL CARE FACILITY,EMRES II OHIO LLC,4507 22nd Street Nw,Canton,OH,ALF,Independent,No,178,142,SHORT_LLC
17858,CANTRELL'S RESIDENTIAL CARE FACILITY,MIDWAY REAL ESTATE LLC,124 Gladys Ct,Spartanburg,SC,ALF,Corporate,No,22,18,SHORT_LLC
17860,CAPITOL RIDGE GRACIOUS RETIREMENT LIVING,BRISTOW RETIREMENT RESIDENCE LLC,12751 Sudley Manor Dr,Bristow,VA,ALF,Independent,No,149,119,SHORT_LLC
17862,CARDINAL HOUSE,WYNBRIDGE LLC,1182 Eastside Highway,Waynesboro,VA,ALF,Independent,No,35,28,SHORT_LLC
17864,CARLISLE PLACE,ML THE RENAISSANCE LLC,21 Frank Pressly Dr,Due West,SC,ALF,Corporate,No,28,22,SHORT_LLC
17865,CARMEL CARE CENTER,CARMEL H & L PROPERTY LLC,118 Medical Dr,Carmel,IN,SNF,Independent,No,191,153,"PROPERTIES, LLC"
17867,CAROLINA BAY AT AUTUMN HALL,630 CAROLINA BAY NC PROPCO LLC,630 Carolina Bay Drive,Wilmington,NC,ALF,Corporate,No,125,100,"PROPCO, ADDRESS_BASED, LLC"
17869,CAROLINA ESTATES,GREENSBORO RETIREMENT RESIDENCE LLC,4434 Old Battleground Rd,Greensboro,NC,ALF,Independent,No,118,94,SHORT_LLC
17873,CAROLINA REST HOME,PIERCE PACK ENTERPRISES LLC,1361 Carolina Rest Home Road,Roanoke Rapids,NC,ALF,Independent,No,40,32,SHORT_LLC
17875,CARRIAGE COURT OF HILLIARD,HILLIARD SENIOR HOUSING I PROPCO LLC,3570 Heritage Club Dr,Hilliard,OH,ALF,Independent,No,108,86,"PROPCO, LLC"
17876,CARRIAGE CROSSING AT RIVERGATE,CCSL RIVERGATE LLC,94 Twin Hills Dr,Madison,TN,ALF,Independent,No,63,50,SHORT_LLC
17877,CARRIAGE HALL ASSISTED LIVING,TLHH PROPERTY OF HOPKINSVILLE LLC,313 Cool Water Ct.,Hopkinsville,KY,ALF,Independent,No,83,66,"PROPERTIES, LLC"
17878,CARRIAGE HILL RETIREMENT,CARRIAGE HILL RETIREMENT LLC,1203 Roundtree Drive,Bedford,VA,ALF,Independent,No,140,112,SHORT_LLC
17881,CARRINGTON COTTAGE MEMORY CARE,270COMMONSPKWY RE LLC,270 Commons Parkways,Daleville,VA,ALF,Independent,No,88,70,SHORT_LLC
17884,CARVER LIVING CENTER,CARVER PROPCO LLC,303 East Carver Street,Durham,NC,SNF,Independent,No,272,218,"PROPCO, LLC"
17885,CASCADES VERDAE,AGI ACQUISITIONS LLC,10 Fountainview Ter,Greenville,SC,ALF,Corporate,No,386,309,SHORT_LLC
17887,CASCADES VILLAGE,AVANATH CASCADES LLC,46565 Harry Byrd Highway,Sterling,VA,ALF,Independent,No,150,120,SHORT_LLC
17889,CAVALIER SENIOR APARTMENTS,CAVALIER APARTMENTS II LLC,200 Cavalier Dr,Petersburg,VA,ALF,Independent,No,80,64,SHORT_LLC
17890,CAVE CREEK ALF,JUDAH LAND LLC,8088 Lee Highway,Troutville,VA,ALF,Corporate,No,55,44,SHORT_LLC
17894,CEDAR COURT INC,CORYDON SENIOR I LLC,125 Hilltop Dr,Corydon,IN,ALF,Independent,No,60,48,SHORT_LLC
17895,CEDAR CREEK ASSISTED LIVING,JOD MINERAL PROPERTIES LLC,156 Winston Dr.,Pikeville,KY,ALF,Independent,No,42,34,"PROPERTIES, LLC"
17897,CEDAR CREEK OF BLOOMINGTON,2770 S ADAMS LLC,2770 S Adams Rd,Bloomington,IN,ALF,Independent,No,66,53,"ADDRESS_BASED, LLC"
17898,CEDAR CREEK OF FRANKLIN,1435 CHRISTIAN LLC A DELAWARE LIMITED LIABILITY COMPANY,1435 Christian Blvd,Franklin,IN,ALF,Independent,No,59,47,"ADDRESS_BASED, LLC"
17899,CEDAR CREEK OF LOGANSPORT,MC KINNEY AID PROPCO LLC,3901 High Street Rd,Logansport,IN,ALF,Independent,No,69,55,"PROPCO, LLC"
17900,CEDAR CREEK OF MARION,725 W 50TH LLC,725 W 50th St,Marion,IN,ALF,Independent,No,47,38,"ADDRESS_BASED, LLC"
17901,CEDAR CREEK OF MUNCIE,2410 E MCGALLIARD LLC,2410 E Mcgalliard Rd,Muncie,IN,ALF,Independent,No,68,54,"ADDRESS_BASED, LLC"
17902,CEDAR CREEK OF SEYMOUR,2288 NICHOLAS LLC,2288 Nicholas Ct,Seymour,IN,ALF,Independent,No,47,38,"ADDRESS_BASED, LLC"
17903,CEDAR CREEK OF WASHINGTON,EMERALD AID PROPCO LLC,297 South 100 East,Washington,IN,ALF,Independent,No,49,39,"PROPCO, LLC"
17904,CEDAR HILLS RETIREMENT CENTER,COOKEVILLE SENIOR LLC,1250 Cedar Hills Drive,Cookeville,TN,ALF,Independent,No,55,44,SHORT_LLC
17905,CEDAR LIVING AT MAYFIELD HEIGHTS,SONG ONE LLC,30091 Cedar Road,Mayfield Heights,OH,ALF,Independent,No,18,14,SHORT_LLC
17906,CEDAR RIDGE OF FORT WAYNE,FORT WAYNE NURSING REALTY LLC,3320 East State Boulevard,Fort Wayne,IN,ALF,Independent,No,153,122,"REALTY, LLC"
17911,CEDARHURST OF EDISON LAKES,1025 PARK LLC,1025 Park Place,Mishawaka,IN,ALF,Independent,No,254,203,"ADDRESS_BASED, LLC"
17914,CELEBRATION VILLA OF ALTOONA,BALANCED CARE REALTY AT ALTOONA INC,170 Red Fox Drive,Duncansville,PA,ALF,Independent,No,66,53,REALTY
17915,CELEBRATION VILLA OF BERWICK,BALANCED CARE REALTY AT BERWICK INC,2050 West Front Street,Berwick,PA,ALF,Independent,No,76,61,REALTY
17918,CELEBRATION VILLA OF EXETER,BALANCED CARE REALTY AT READING INC,9 Colin Ct,Reading,PA,ALF,Independent,No,56,45,REALTY
17924,CELEBRATION VILLA OF NITTANY VALLEY,BALANCED CARE REALTY STATE,150 Farmstead Lane,State College,PA,ALF,Independent,No,60,48,REALTY
17925,CELEBRATION VILLA OF REEDSVILLE,BALANCED CARE REALTY AT,55 Carriage House Lane,Reedsville,PA,ALF,Independent,No,72,58,REALTY
17926,CELEBRATION VILLA OF SHIPPENSBURG,BCC SHIPPENSBURG REALTY LLC,129 Walnut Bottom Rd,Shippensburg,PA,ALF,Independent,No,58,46,"REALTY, LLC"
17928,CELEBRATION VILLA OF YORK,MLD DELAWARE TRUST 4119,2405 Knob Hill Road,York,PA,ALF,Independent,No,66,53,TRUST
17929,CELEBRATION WAY,SHELBYVILLE RESIDENTIAL LLC,895 Union Street,Shelbyville,TN,ALF,Independent,No,42,34,SHORT_LLC
17930,CELINA MANOR,H C F REALTY OF CELINA INC,1001 Myers Road,Celina,OH,SNF,Independent,No,97,78,REALTY
17932,CENTER HAVEN - HAMILTON,GENTRY RENTALS LLC,422 North Second Street,Hamilton,OH,ALF,Independent,No,26,21,SHORT_LLC
17933,CENTER ON AGING AND HEALTH,880 S MOHAWK DRIVE REALTY LLC,880 South Mohawk Drive,Erwin,TN,SNF,Independent,No,138,110,"REALTY, ADDRESS_BASED, LLC"
17934,CENTERVILLE PLACE ASSISTED LIVING,7210 MCEWEN PROPERTY LLC,7415 Liberty Woods Lane,Dayton,OH,ALF,Independent,No,108,86,"PROPERTIES, ADDRESS_BASED, LLC"
17938,CENTREVILLE VILLAGE,CHAELA ENTERPRISES LLC,1082 Kensington Road Ne,Carrollton,OH,ALF,Independent,No,108,86,SHORT_LLC
17940,CHAMBERSBURG SKILLED NURSING AND REHABILITATION CE,1070 STOUFFER AVENUE,1070 Stouffer Avenue,Chambersburg,PA,SNF,Independent,No,240,192,ADDRESS_BASED
17943,CHANDLER PLACE ASSISTED LIVING & MEMORY CARE,TB1-ROCK HILL LLC,1800 India Hook Rd,Rock Hill,SC,ALF,Independent,No,53,42,SHORT_LLC
17944,CHANDLER PLACE INDEPENDENT LIVING,WHITEHEAD INVESTMENT PROPERTIES INC,745 Dilworth Ln,Rock Hill,SC,ALF,Independent,No,120,96,PROPERTIES
