excel_row,facility,corporate_name,address,city,state,source_type,ownership_type,do_we_serve,beds,census,pattern_tags
5392,ADVENA LIVING OF CHERRYVALE,CORNERSTONE GROUP HOLDINGS,1001 W MAIN STREET,CHERRYVALE,KS,SNF,Corporate,No,45,25.5,HOLDINGS
5393,ADVENA LIVING OF CLAY CENTER,CORNERSTONE GROUP HOLDINGS,715 LIBERTY,CLAY CENTER,KS,SNF,Corporate,No,40,22.3,HOLDINGS
5417,BONNER SPRINGS NURSING & REHAB CENTER,CORNERSTONE GROUP HOLDINGS,520 E MORSE STREET,BONNER SPRINGS,KS,SNF,Corporate,No,45,35.2,HOLDINGS
5437,CLEARWATER NURSING & REHABILITATION CENTER,CORNERSTONE GROUP HOLDINGS,620 E WOOD STREET,CLEARWATER,KS,SNF,Corporate,No,55,42.5,HOLDINGS
5520,LEGACY ON 10TH AVENUE,CORNERSTONE GROUP HOLDINGS,2015 SE 10TH AVENUE,TOPEKA,KS,SNF,Corporate,No,60,55.6,HOLDINGS
5577,ORCHARD GARDENS,CORNERSTONE GROUP HOLDINGS,1600 S WOODLAWN BLVD,WICHITA,KS,SNF,Corporate,No,80,67.2,HOLDINGS
5703,BARBOURVILLE HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,65 MINTON HICKORY FARM ROAD,BARBOURVILLE,KY,SNF,Corporate,No,135,116.3,HOLDINGS
5708,BELMONT TERRACE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,7300 WOODSPOINT DRIVE,FLORENCE,KY,SNF,Corporate,No,151,114,PARTNERS
5716,BRADFORD SQUARE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,1040 US 127 SOUTH,FRANKFORT,KY,SNF,Corporate,Yes,100,89.4,PARTNERS
5724,BEAVER DAM NURSING AND REHAB,"PROVIDENCE, LLC",1595 S US Hwy 231 Beaver Dam,Beaver Dam,KY,ALF,Independent,Yes,60,48,SHORT_LLC
5733,BETTER SENIOR LIVING,ELDERCARE PARTNERS,66 Shelby St,Cadiz,KY,ALF,Corporate,Yes,53,42,PARTNERS
5763,COLONIAL NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,2365 NASHVILLE ROAD,BOWLING GREEN,KY,SNF,Corporate,Yes,48,44.6,PARTNERS
5764,CORBIN HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,270 BACON CREEK ROAD,CORBIN,KY,SNF,Corporate,No,100,80.1,HOLDINGS
5792,CHRISTIAN COUNTY MANOR,ELDERCARE PARTNERS,2820 Richard St,Hopkinsville,KY,ALF,Corporate,Yes,42,34,PARTNERS
5796,COLONIAL HOUSE OF SHEPHERDSVILLE,ELDERCARE PARTNERS,1516 Hwy 44 E,Shepherdsvlle,KY,ALF,Corporate,Yes,57,46,PARTNERS
5799,CORNERSTONE MANOR,ELDERCARE PARTNERS,515 Water St,Scottsville,KY,ALF,Corporate,Yes,29,23,PARTNERS
5814,DOGWOOD ESTATES LLC.,"DOGWOOD ESTATES, LLC",949 W 7Th St,Beaver Dam,KY,ALF,Independent,No,47,38,SHORT_LLC
5826,EDMONSON NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,813 SOUTH MAIN STREET,BROWNSVILLE,KY,SNF,Corporate,Yes,74,69.9,PARTNERS
5862,GRAYSON NURSING AND REHAB CENTER,ENCORE HEALTH PARTNERS,505 WILLIAM THOMASON BYWAY,LEITCHFIELD,KY,SNF,Corporate,Yes,72,69.7,PARTNERS
5881,HARLAN HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,200 MEDICAL CENTER DRIVE,HARLAN,KY,SNF,Corporate,No,143,128.3,HOLDINGS
5885,HAZARD HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,390 PARK AVENUE,HAZARD,KY,SNF,Corporate,No,200,171.1,HOLDINGS
5887,HEARTLAND VILLA NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,8005 US HWY 60 WEST,LEWISPORT,KY,SNF,Corporate,Yes,45,43.1,PARTNERS
5894,HILLCREST HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,1245 AMERICAN GREETING CARD ROAD,CORBIN,KY,SNF,Corporate,No,120,91.9,HOLDINGS
5897,HOPKINS NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,460 SOUTH COLLEGE STREET,WOODBURN,KY,SNF,Corporate,Yes,50,44.4,PARTNERS
5898,HYDEN HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,21040 US HWY 421 SOUTH,HYDEN,KY,SNF,Corporate,No,86,86.4,HOLDINGS
5905,HENDERSON MANOR,ELDERCARE PARTNERS,301 Watson Ln,Henderson,KY,ALF,Corporate,Yes,40,32,PARTNERS
5921,KENSINGTON NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,225 SAINT JOHN ROAD,ELIZABETHTOWN,KY,SNF,Corporate,Yes,82,74.1,PARTNERS
5925,KLONDIKE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,3802 KLONDIKE LANE,LOUISVILLE,KY,SNF,Corporate,Yes,62,58.7,PARTNERS
5926,KNOTT COUNTY HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,388 PERKINS MADDEN ROAD,HINDMAN,KY,SNF,Corporate,No,92,85.7,HOLDINGS
5953,LEWISPORT MANOR,ELDERCARE PARTNERS,1580 4Th St,Lewisport,KY,ALF,Corporate,Yes,34,27,PARTNERS
5959,MAGNOLIA VILLAGE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,1381 CAMPBELL LANE,BOWLING GREEN,KY,SNF,Corporate,Yes,60,56.8,PARTNERS
5974,MADISONVILLE MANOR,ELDERCARE PARTNERS,140 Givens St,Madisonville,KY,ALF,Corporate,Yes,49,39,PARTNERS
6029,PARK GROVE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,1500 PRIDE AVENUE,MADISONVILLE,KY,SNF,Corporate,Yes,71,55.4,PARTNERS
6043,PARKSIDE MANOR,ELDERCARE PARTNERS,"317 Oddville Ave B,",Cynthiana,KY,ALF,Corporate,Yes,45,36,PARTNERS
6045,PENNYRILE PERSONAL CARE HOME,ELDERCARE PARTNERS,502 Noel Ave,Hopkinsville,KY,ALF,Corporate,Yes,89,71,PARTNERS
6054,REGENCY NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,1550 RAYDALE DRIVE,LOUISVILLE,KY,SNF,Corporate,No,110,99.9,PARTNERS
6069,REGENCY MANOR - INDEPENDENCE,ELDERCARE PARTNERS,11725 Madison Pike,Independence,KY,ALF,Corporate,Yes,33,26,PARTNERS
6131,SHADY LAWN - CYNTHIANA,"SHADY LAWN, LLC",108 S Miller St,Cynthiana,KY,ALF,Independent,Yes,56,45,SHORT_LLC
6213,VALLEY HAVEN REST HOME,ELDERCARE PARTNERS,190 Mcdaniel St,Sanders,KY,ALF,Corporate,Yes,41,33,PARTNERS
6225,WILLIAMSBURG HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,287 N ELEVENTH STREET,WILLIAMSBURG,KY,SNF,Corporate,No,125,99.8,HOLDINGS
6227,WOLFE COUNTY HEALTH AND REHABILITATION CENTER,SEKY HOLDING CO.,850 HWY 191,CAMPTON,KY,SNF,Corporate,No,100,92.5,HOLDINGS
6571,CAMBRIDGE REHABILITATION & NURSING CENTER,"PERSONAL HEALTHCARE, LLC",8 DANA STREET,CAMBRIDGE,MA,SNF,Corporate,No,83,76.4,SHORT_LLC
6627,FAIRHAVEN HEALTHCARE CENTER,LME FAMILY HOLDINGS,476 VARNUM AVENUE,LOWELL,MA,SNF,Corporate,No,169,117.4,HOLDINGS
6664,LAFAYETTE REHABILITATION & SKILLED NURSING,LME FAMILY HOLDINGS,25 LAFAYETTE STREET,MARBLEHEAD,MA,SNF,Corporate,No,65,40.7,HOLDINGS
6706,MEDFORD REHABILITATION AND NURSING CENTER,"PERSONAL HEALTHCARE, LLC",300 WINTHROP STREET,MEDFORD,MA,SNF,Corporate,No,142,125.7,SHORT_LLC
6766,REHABILITATION & NURSING CENTER AT EVERETT (THE),"PERSONAL HEALTHCARE, LLC",289 ELM STREET,EVERETT,MA,SNF,Corporate,No,183,154.9,SHORT_LLC
7279,"INN AT FREEDOM VILLAGE, THE","HEALTHPEAK PROPERTIES, INC.",145 COLUMBIA AVE,HOLLAND,MI,SNF,Corporate,No,39,26,PROPERTIES
7954,BEAUVAIS REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,3625 MAGNOLIA AVENUE,SAINT LOUIS,MO,SNF,Corporate,No,184,135.4,HOLDINGS
7971,BLUEBIRD WELLNESS AND REHABILITATION,OPCO SKILLED MANAGEMENT,9350 GREEN PARK ROAD,SAINT LOUIS,MO,SNF,Corporate,No,188,166.6,OPCO
7981,BUTLER REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,416 S HIGH STREET,BUTLER,MO,SNF,Corporate,No,98,60.5,HOLDINGS
7989,CARRIAGE SQUARE REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,4009 GENE FIELD ROAD,SAINT JOSEPH,MO,SNF,Corporate,No,130,96.5,HOLDINGS
8019,COUNTRY CLUB REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,503 REGENT DRIVE,WARRENSBURG,MO,SNF,Corporate,No,73,62.4,HOLDINGS
8027,CROWN REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,3001 EAST ELM,HARRISONVILLE,MO,SNF,Corporate,No,118,95.4,HOLDINGS
8104,HILLSIDE REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,1265 MCLARAN AVENUE,SAINT LOUIS,MO,SNF,Corporate,No,208,146.8,HOLDINGS
8177,MANCHESTER REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,312 SOLLEY DRIVE,BALLWIN,MO,SNF,Corporate,No,137,67.9,HOLDINGS
8207,MONARCH SPRINGS WELLNESS & REHABILITATION,OPCO SKILLED MANAGEMENT,894 LELAND AVENUE,UNIVERSITY CITY,MO,SNF,Corporate,No,119,42.9,OPCO
8262,PINE GROVE MANOR,OPCO SKILLED MANAGEMENT,4359 TAFT AVENUE,SAINT LOUIS,MO,SNF,Corporate,No,77,51.4,OPCO
8276,RANCHO REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,615 RANCHO LANE,FLORISSANT,MO,SNF,Corporate,No,120,82.4,HOLDINGS
8285,RIVER CROSSING REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,11278 SCHUETZ ROAD,SAINT LOUIS,MO,SNF,Corporate,No,120,92.8,HOLDINGS
8297,ROSEWOOD REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,1415 WEST WHITE OAK,INDEPENDENCE,MO,SNF,Corporate,No,300,260.6,HOLDINGS
8305,SEASONS REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,15600 WOODS CHAPEL ROAD,KANSAS CITY,MO,SNF,Corporate,No,78,76.8,HOLDINGS
8337,ST PETERS REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,230 SPENCER ROAD,SAINT PETERS,MO,SNF,Corporate,No,96,85,HOLDINGS
8392,WILLOWCREEK WELLNESS & REHABILITATION,OPCO SKILLED MANAGEMENT,250 NEW FLORISSANT ROAD SOUTH,FLORISSANT,MO,SNF,Corporate,No,158,117.2,OPCO
8393,WILSHIRE AT LAKEWOOD REHAB CENTER,AMA HOLDINGS,600 N E MEADOWVIEW DRIVE,LEES SUMMIT,MO,SNF,Corporate,No,170,127.9,HOLDINGS
8615,CREST NURSING HOME,REAL PROPERTY HEALTH FACILITIES,3131 AMHERST AVE,BUTTE,MT,SNF,Corporate,No,103,47.9,PROPERTIES
8710,AHOSKIE HOUSE,"AHOSKIE HOUSE, LLC",407 Loftin Ln,Ahoskie,NC,ALF,Independent,No,60,48,SHORT_LLC
8712,ALAMANCE HOUSE,"BURLINGTON AL HOLDINGS I, LLC",2766 Grand Oaks Blvd,Burlington,NC,ALF,Independent,No,94,75,"HOLDINGS, LLC"
8720,ALPHA MAGNOLIA GARDEN,"ALPHA MAGNOLIA GARDEN, LLC",930 Hwy. 158 Bus. E,Warrenton,NC,ALF,Independent,No,86,69,SHORT_LLC
8731,ARBOR TERRACE OF ASHEVILLE,"ARHC ATASHNC01 TRS, LLC",3199 Sweeten Creek Rd,Asheville,NC,ALF,Independent,No,70,56,SHORT_LLC
8748,AUTUMN VILLAGE,"WP-BEULAVILLE HEALTH HOLDINGS, LLC",235 N Nc 41,Beulaville,NC,ALF,Independent,No,88,70,"HOLDINGS, LLC"
8776,BARCLAY HOUSE OF TARBORO,"TRADE STREET TENANT, LLC",200 Trade St,Tarboro,NC,ALF,Independent,No,56,45,SHORT_LLC
8783,BETHAMY RETIREMENT CENTER,RESIDENCE CARE GROUP LLC,909 N. Salisbury Ave,Spencer,NC,ALF,Corporate,No,43,34,SHORT_LLC
8794,BRIGHTON GARDENS OF CHARLOTTE,"PRIME CARE ONE, LLC",6000 Park S Dr,Charlotte,NC,ALF,Corporate,No,125,100,SHORT_LLC
8795,BRIGHTON GARDENS OF RALEIGH,"PRIME CARE ONE, LLC",3101 Duraleigh Rd,Raleigh,NC,ALF,Corporate,No,115,92,SHORT_LLC
8796,BRIGHTON GARDENS OF WINSTON-SALEM,"PRIME CARE ONE, LLC",2601 Reynolda Rd,Winston-Salem,NC,ALF,Corporate,No,115,92,SHORT_LLC
8799,BROOKDALE ASHEBORO,"SOUTHERN ASSISTED LIVING, LLC",514 Vision Dr,Asheboro,NC,ALF,Corporate,No,76,61,SHORT_LLC
8801,BROOKDALE ASHEVILLE OVERLOOK,"SOUTHERN ASSISTED LIVING, LLC",308 Overlook Rd,Asheville,NC,ALF,Corporate,No,79,63,SHORT_LLC
8803,BROOKDALE BURLINGTON,"SOUTHERN ASSISTED LIVING, LLC",3619 S Mebane St,Burlington,NC,ALF,Corporate,No,52,42,SHORT_LLC
8805,BROOKDALE BURLINGTON AL (NC),"SOUTHERN ASSISTED LIVING, LLC",3615 S Mebane St,Burlington,NC,ALF,Corporate,No,84,67,SHORT_LLC
8808,BROOKDALE CARRIAGE CLUB PROVIDENCE I,"ARCLP-CHARLOTTE, LLC",5802 Old Providence Rd,Charlotte,NC,ALF,Corporate,No,77,62,SHORT_LLC
8810,BROOKDALE CARRIAGE CLUB PROVIDENCE II,"ARCLP-CHARLOTTE, LLC",5816 Old Providence Rd,Charlotte,NC,ALF,Corporate,No,34,27,SHORT_LLC
8821,BROOKDALE CONCORD PARKWAY,"SOUTHERN ASSISTED LIVING, LLC",2452 Rock Hill Church Rd NW,Concord,NC,ALF,Corporate,No,112,90,SHORT_LLC
8824,BROOKDALE DICKINSON AVENUE,"SOUTHERN ASSISTED LIVING, LLC",2715 Dickinson Ave,Greenville,NC,ALF,Corporate,No,76,61,SHORT_LLC
8826,BROOKDALE DURHAM,"SOUTHERN ASSISTED LIVING, LLC",4434 Ben Franklin Blvd,Durham,NC,ALF,Corporate,No,119,95,SHORT_LLC
8827,BROOKDALE EAST BROAD,"SOUTHERN ASSISTED LIVING, LLC",2441 E Broad St,Statesville,NC,ALF,Corporate,No,58,46,SHORT_LLC
8829,BROOKDALE EDEN,"SOUTHERN ASSISTED LIVING, LLC",314 W. Kings Hwy,Eden,NC,ALF,Corporate,No,82,66,SHORT_LLC
8830,BROOKDALE ELIZABETH CITY,"SOUTHERN ASSISTED LIVING, LLC",401 Hastings Ln,Elizabeth City,NC,ALF,Corporate,No,76,61,SHORT_LLC
8833,BROOKDALE FOREST CITY,"SOUTHERN ASSISTED LIVING, LLC",493 Piney Ridge Rd,Forest City,NC,ALF,Corporate,No,76,61,SHORT_LLC
8835,BROOKDALE HICKORY NORTHEAST,"SOUTHERN ASSISTED LIVING, LLC","2530 16Th St, N.E.",Hickory,NC,ALF,Corporate,No,88,70,SHORT_LLC
8836,BROOKDALE HIGH POINT,"SOUTHERN ASSISTED LIVING, LLC",201 W Hartley Dr,High Point,NC,ALF,Corporate,No,82,66,SHORT_LLC
8838,BROOKDALE HIGH POINT NORTH,"SOUTHERN ASSISTED LIVING, LLC",1564 Skeet Club Rd,High Point,NC,ALF,Corporate,No,65,52,SHORT_LLC
8840,BROOKDALE HIGH POINT NORTH AL (NC),"SOUTHERN ASSISTED LIVING, LLC",1568 Skeet Club Rd,High Point,NC,ALF,Corporate,No,102,82,SHORT_LLC
8844,BROOKDALE LENOIR,"SOUTHERN ASSISTED LIVING, LLC",1145 Powell Rd NE,Lenoir,NC,ALF,Corporate,No,82,66,SHORT_LLC
8845,BROOKDALE LEXINGTON,"SOUTHERN ASSISTED LIVING, LLC",161 Young Dr,Lexington,NC,ALF,Corporate,No,76,61,SHORT_LLC
8847,BROOKDALE MACARTHUR PARK,"SOUTHERN ASSISTED LIVING, LLC",111 Macarthur Dr,Cary,NC,ALF,Corporate,No,80,64,SHORT_LLC
8849,BROOKDALE MEADOWMONT,"SOUTHERN ASSISTED LIVING, LLC",100 Lanark Rd,Chapel Hill,NC,ALF,Corporate,No,64,51,SHORT_LLC
8851,BROOKDALE MONROE SQUARE 1,"SOUTHERN ASSISTED LIVING, LLC",918 Fitzgerald St,Monroe,NC,ALF,Corporate,No,102,82,SHORT_LLC
8852,BROOKDALE MONROE SQUARE 2,"SOUTHERN ASSISTED LIVING, LLC",919 Fitzgerald St,Monroe,NC,ALF,Corporate,No,65,52,SHORT_LLC
8854,BROOKDALE MOREHEAD CITY,"SOUTHERN ASSISTED LIVING, LLC",107 Bryan St,Morehead City,NC,ALF,Corporate,No,72,58,SHORT_LLC
8855,BROOKDALE NEW HOPE,"SOUTHERN ASSISTED LIVING, LLC",1680 S New Hope Rd,Gastonia,NC,ALF,Corporate,No,86,69,SHORT_LLC
8858,BROOKDALE NORTHWEST GREENSBORO,"SOUTHERN ASSISTED LIVING, LLC",5809 Old Oak Ridge Rd,Greensboro,NC,ALF,Corporate,No,81,65,SHORT_LLC
8861,BROOKDALE PINEHURST,"SOUTHERN ASSISTED LIVING, LLC",17 Regional Dr,Pinehurst,NC,ALF,Corporate,No,76,61,SHORT_LLC
8863,BROOKDALE REIDSVILLE,"SOUTHERN ASSISTED LIVING, LLC",2931 Vance St,Reidsville,NC,ALF,Corporate,No,76,61,SHORT_LLC
8865,BROOKDALE REYNOLDA ROAD,"SOUTHERN ASSISTED LIVING, LLC",2980 Reynolda Rd,Winston-Salem,NC,ALF,Corporate,No,72,58,SHORT_LLC
8867,BROOKDALE ROBINWOOD,"SOUTHERN ASSISTED LIVING, LLC",1750 Robinwood Rd,Gastonia,NC,ALF,Corporate,No,89,71,SHORT_LLC
8870,BROOKDALE SKEET CLUB,"SOUTHERN ASSISTED LIVING, LLC",1560 Skeet Club Rd,High Point,NC,ALF,Corporate,No,79,63,SHORT_LLC
8872,BROOKDALE SMITHFIELD,"SOUTHERN ASSISTED LIVING, LLC",830 Berkshire Rd,Smithfield,NC,ALF,Corporate,No,74,59,SHORT_LLC
8876,BROOKDALE SOUTH PARK,"BREA CHARLOTTE, LLC",5326 Park Rd,Charlotte,NC,ALF,Independent,No,56,45,SHORT_LLC
8878,BROOKDALE UNION,"SOUTHERN ASSISTED LIVING, LLC",1717 Union Rd,Gastonia,NC,ALF,Corporate,No,78,62,SHORT_LLC
8880,BROOKDALE UNION PARK,"SOUTHERN ASSISTED LIVING, LLC",1316 Patterson Ave,Monroe,NC,ALF,Corporate,No,87,70,SHORT_LLC
8882,BROOKDALE WAKE FOREST,"SOUTHERN ASSISTED LIVING, LLC",611 S Brooks St,Wake Forest,NC,ALF,Corporate,No,70,56,SHORT_LLC
8883,BROOKDALE WEDDINGTON PARK,"SOUTHERN ASSISTED LIVING, LLC",2404 Plantation Center Dr,Matthews,NC,ALF,Corporate,No,83,66,SHORT_LLC
8892,BROOKSTONE TERRACE OF THOMASVILLE,"MPCARE II, LLC",915 W Cooksey Dr,Thomasville,NC,ALF,Independent,Yes,40,32,SHORT_LLC
8893,BROOKSTONE TERRACE OF THOMASVILLE,"MP CARE II, LLC",915 W Cooksey Dr,Thomasville,NC,ALF,Independent,No,62,50,SHORT_LLC
8895,BROOKSTONE OF CLEMMONS,"BROOKSTONE OF CLEMMONS, LLC",4430 Clinard Rd,Clemmons,NC,ALF,Independent,No,40,32,SHORT_LLC
8896,BRYSON SENIOR LIVING,"BRYSON CITY NOTE HOLDINGS, LLC",314 Hughes Branch Rd,Bryson City,NC,ALF,Independent,No,50,40,"HOLDINGS, LLC"
8897,BURKE ASSISTED LIVING,"MORGANTON GERIATRIC, LLC",125 Camellia Garden St,Morganton,NC,ALF,Independent,No,24,19,SHORT_LLC
8940,CYPRESS POINTE REHABILITATION CENTER,SOVEREIGN HEALTHCARE HOLDINGS,2006 SOUTH 16TH STREET,WILMINGTON,NC,SNF,Corporate,No,90,77.6,HOLDINGS
8956,CAMBRIDGE HILLS OF PITTSBORO,"REME, LLC",140 Brookstone Ln,Pittsboro,NC,ALF,Independent,No,90,72,SHORT_LLC
8958,CAMBRIDGE HOUSE,"HILDEBRAN OPCO, LLC",114 Tenth St NE,Hildebran,NC,ALF,Independent,No,60,48,"OPCO, LLC"
8962,CAPE POINT MEMORY CARE UNIT,"CLEGAIL PROFESSIONAL SERVICES, LLC",205-B E 6Th St,Burlington,NC,ALF,Corporate,No,12,10,SHORT_LLC
8975,CAROLINA RESERVE OF DURHAM,"RSS/DURHAM OPERATIONS, LLC",4523 Hope Valley Rd,Durham,NC,ALF,Independent,No,60,48,SHORT_LLC
8979,CAROLINA RESERVE OF HENDERSONVILLE,"RSS HENDERSONVILLE OPERATIONS, LLC",1820 Pisgah Dr,Hendersonville,NC,ALF,Independent,No,61,49,SHORT_LLC
8989,CARTERET HOUSE,"NEWPORT AL HOLDINGS, LLC",3020 Market St,Newport,NC,ALF,Independent,No,64,51,"HOLDINGS, LLC"
8990,CARTERET LANDING,"CARTERET LANDING, LLC",221 Friendly Rd,Morehead City,NC,ALF,Independent,No,110,88,SHORT_LLC
8992,CASWELL HOUSE,"WP-YANCEYVILLE HEALTH HOLDINGS, LLC",535 US Hwy 158 W,Yanceyville,NC,ALF,Independent,No,100,80,"HOLDINGS, LLC"
8993,CATAWBA VALLEY ASSISTED LIVING,"CATAWBA OPERATOR, LLC",4174 Shook Rd,Claremont,NC,ALF,Independent,No,80,64,SHORT_LLC
8996,CEDAR MOUNTAIN HOUSE,"WP-BREVARD HEALTH HOLDINGS I, LLC",11 Sherwood Ridge Rd,Brevard,NC,ALF,Independent,No,64,51,"HOLDINGS, LLC"
9001,CHARTER SENIOR LIVING OF CHARLOTTE,"BMSL COTSWOLD OPCO, LLC",3610 Randolph Rd,Charlotte,NC,ALF,Independent,No,104,83,"OPCO, LLC"
9002,CHATHAM RIDGE ASSISTED LIVING,"RSS/CHAPEL HILL OPERATIONS, LLC",114 Polks Village Ln,Chapel Hill,NC,ALF,Independent,No,91,73,SHORT_LLC
9006,CHESTNUT HILL OF HIGHLANDS,"HIGHLANDS ASSISTED LIVING, LLC",24 Clubhouse Trail,Highlands,NC,ALF,Independent,No,26,21,SHORT_LLC
9008,CHOWAN RIVER NURSING AND REHAB CENTER,"RIVER NEUSE GROUP, LLC",1341 Paradise Rd,Edenton,NC,ALF,Corporate,Yes,40,32,SHORT_LLC
9012,CLARA MANOR,"VIOLA VENTURES, LLC",1218 Pamlico St,Washington,NC,ALF,Corporate,No,20,16,SHORT_LLC
9014,CLAYTON HOUSE,"CLAYTON HEALTH HOLDINGS, LLC",145 Dairy Rd,Clayton,NC,ALF,Independent,No,60,48,"HOLDINGS, LLC"
9018,CLEMMONS VILLAGE I,"CLEMMONS VILLAGE I, LLC",6401 Holder Rd,Clemmons,NC,ALF,Independent,No,60,48,SHORT_LLC
9020,CLEMMONS VILLAGE II,"CLEMMONS ASSISTED LIVING, LLC",6441 Holder Rd,Clemmons,NC,ALF,Independent,No,66,53,SHORT_LLC
9022,CLEVELAND HOUSE,"SHELBY HOUSE, LLC",950 Hardin Dr,Shelby,NC,ALF,Independent,No,72,58,SHORT_LLC
9023,COASTAL POINTE,"THE BRUNSWICK COMMUNITY, LLC",5220 Ocean Hwy W,Shallotte,NC,ALF,Independent,No,110,88,SHORT_LLC
9027,COMFORT COVE,"COMFORT COVE BUSINESS, LLC",807 4Th St. SW,Conover,NC,ALF,Independent,No,21,17,SHORT_LLC
9031,COUNTRY HOME,"COUNTRY HOME HEALTHCARE, LLC",2908 Country Home Rd,Concord,NC,ALF,Independent,Yes,39,31,SHORT_LLC
9032,COUNTRY TIME INN,"COUNTRY TIME INN, LLC",602 Brevard Rd,Kings Mountain,NC,ALF,Independent,No,59,47,SHORT_LLC
9033,COVENANT CARE,CENTRE PARTNERS,600 Mt Moriah Church Rd,Lumberton,NC,ALF,Independent,Yes,11,9,PARTNERS
9035,CRANBERRY HOUSE,"WP-NEWLAND HEALTH HOLDINGS, LLC",6215 N.  US 19 E Hwy,Newland,NC,ALF,Independent,No,60,48,"HOLDINGS, LLC"
9046,CURRITUCK HOUSE,"CHI HOLDINGS, LLC",141 Moyock Landing Dr,Moyock,NC,ALF,Independent,No,90,72,"HOLDINGS, LLC"
9060,DAYSPRING OF WALLACE,"WALLACE OPCO, LLC",4026 S Nc 11,Wallace,NC,ALF,Independent,No,80,64,"OPCO, LLC"
9066,DEVOTED ASSISTED LIVING,"DEVOTED ASSISTED LIVING, LLC",5767 Hwy 135,Stoneville,NC,ALF,Independent,No,18,14,SHORT_LLC
9067,DUNMORE PLANTATION,"DUNMORE PLANTATION, LLC",515 W. Kapp St,Dobson,NC,ALF,Independent,No,60,48,SHORT_LLC
9069,DUNMORE SENIOR LIVING OF OXFORD,"GRANVILLE OPCO, LLC",200 Coventry Dr,Oxford,NC,ALF,Independent,No,60,48,"OPCO, LLC"
9071,DUNMORE SENIOR LIVING OF SILER CITY,"SILER CITY OPCO, LLC",260 Village Lake Rd,Siler City,NC,ALF,Independent,No,86,69,"OPCO, LLC"
9073,DUNMORE SENIOR LIVING OF ZEBULON,"ZEBULON OPCO, LLC",1205 W Gannon Ave,Zebulon,NC,ALF,Independent,No,60,48,"OPCO, LLC"
9088,EAGLE'S POINTE,"GOLDSBORO AL, LLC",901 W New Hope Rd,Goldsboro,NC,ALF,Independent,No,104,83,SHORT_LLC
9091,EAST TOWNE,"CHARLOTTE OPCO HOLDINGS, LLC",4815 N Sharon Amity Rd,Charlotte,NC,ALF,Independent,No,120,96,"OPCO, HOLDINGS, LLC"
9095,EDENTON HOUSE,"WP-EDENTON HEALTH HOLDINGS, LLC",323 Medical Arts Dr,Edenton,NC,ALF,Independent,No,60,48,"HOLDINGS, LLC"
9096,EDENTON PRIME TIME RETIREMENT VILLAGE,"EDENTON RETIREMENT COMMUNITY, LLC",106 Mark Dr,Edenton,NC,ALF,Corporate,No,60,48,SHORT_LLC
9099,EMORY ADULT CARE HOME,"CLEGAIL PROFESSIONAL SERVICES, LLC",209 E. Sixth St,Burlington,NC,ALF,Corporate,No,12,10,SHORT_LLC
9112,FALLS RIVER COURT,TARANTINO PROPERTIES,1130 Falls River Ave,Raleigh,NC,ALF,Corporate,Yes,23,18,PROPERTIES
9114,FALLS RIVER VILLAGE,TARANTINO PROPERTIES,1110 Falls River Ave,Raleigh,NC,ALF,Corporate,Yes,18,14,PROPERTIES
9116,FAYETTEVILLE MANOR,"FAYETTEVILLE MANOR, LLC",231 Treetop Dr,Fayetteville,NC,ALF,Independent,No,60,48,SHORT_LLC
9125,FOUR OAKS SENIOR LIVING,"FOUR OAKS OPCO HOLDINGS, LLC",565 Boyette Rd,Four Oaks,NC,ALF,Independent,No,96,77,"OPCO, HOLDINGS, LLC"
