cluster_num,address,city,state,excel_row,facility_name,corp,type,beds,census,served,integ,pcp,mh,barrier,source,campus_id,has_served
1,3800 Eli Pl,Newburgh,IN,4833,HAMILTON POINTE HEALTH AND REHAB - MC,RIVERVIEW HOSPITAL,ALF,7,6.0,Yes,No,Yes,No,,GLR,,Yes
1,3800 Eli Pl,Newburgh,IN,4832,HAMILTON POINTE HEALTH AND REHAB - AL,RIVERVIEW HOSPITAL,ALF,25,20.0,Yes,No,Yes,No,,GLR,,Yes
1,3800 Eli Pl,Newburgh,IN,4834,HAMILTON POINTE HEALTH AND REHAB - SNF,RIVERVIEW HOSPITAL,SNF,70,56.0,Yes,No,Yes,No,,GLR,,Yes
2,6723 S Anthony Blvd,Fort Wayne,IN,4895,LLV - SOUTH ANTHONY - HOMES/CLINIC,LUTHERAN LIFE VILLAGES,ALF,30,24.0,Yes,No,No,Yes,,GLR,,Yes
2,6723 S Anthony Blvd,Fort Wayne,IN,4896,LLV - SOUTH ANTHONY ALF,LUTHERAN LIFE VILLAGES,ALF,31,25.0,Yes,Yes,No,No,,GLR,,Yes
2,6723 S Anthony Blvd,Fort Wayne,IN,4897,LLV - SOUTH ANTHONY SNF,LUTHERAN LIFE VILLAGES,SNF,99,79.0,Yes,No,No,Yes,,GLR,,Yes
3,"100 Carmel Manor Rd,",Fort Thomas,KY,5713,CARMEL MANOR FORT THOMAS AL,CARMELITE SYSTEM,ALF,11,9.0,Yes,Yes,No,No,,GLR,,Yes
3,"100 Carmel Manor Rd,",Fort Thomas,KY,5714,CARMEL MANOR FORT THOMAS SNF,CARMELITE SYSTEM,ALF,87,70.0,Yes,No,No,Yes,,GLR,,Yes
4,108 S Miller St,Cynthiana,KY,6055,SHADY LAWN - CYNTHIANA,"SHADY LAWN, LLC",ALF,56,45.0,Yes,Yes,No,No,,GLR,,Yes
4,108 S Miller St,Cynthiana,KY,19276,SHADY LAWN,"SHADY LAWN, LLC",ALF,75,60.0,No,No,No,No,,GLR,,Yes
5,122 Leonardwood Dr,Frankfort,KY,5757,DOMINION SENIOR LIVING OF FRANKFORT,DOMINION SENIOR LIVING,ALF,21,17.0,Yes,No,No,Yes,,GLR,,Yes
5,122 Leonardwood Dr,Frankfort,KY,5753,DOMINION SENIOR LIVING FRANKFORT,DOMINION SENIOR LIVING,ALF,60,48.0,No,No,No,No,,GLR,,Yes
6,3362 Buckland Sq,Owensboro,KY,5928,MORNING POINTE OWENSBORO,MORNING POINTE SENIOR LIVING,ALF,14,11.0,Yes,Yes,No,No,,GLR,,Yes
6,3362 Buckland Sq,Owensboro,KY,5934,MORNING POINTE OF OWENSBORO,GENESIS,ALF,66,53.0,No,No,No,No,,NIC-A,,Yes
7,618 Lovers Ln,Bowling Green,KY,5633,ARCADIA SENIOR LIVING,INDEPENDENT,ALF,26,21.0,Yes,No,No,Yes,,GLR,,Yes
7,618 Lovers Ln,Bowling Green,KY,17116,ARCADIA SENIOR LIVING,,ALF,110,88.0,No,No,No,No,,GLR,,Yes
7,618 Lovers Ln,Bowling Green,KY,5634,ARCADIA SENIOR LIVING BOWLING GREEN,,ALF,87,70.0,No,No,No,No,,GLR,,Yes
8,701 Skyline Dr,Edmonton,KY,5924,METCALFE HEALTH CARE CENTER AL,,ALF,2,2.0,Yes,No,No,Yes,,GLR,,Yes
8,701 Skyline Dr,Edmonton,KY,5925,METCALFE HEALTH CARE CENTER SNF,INDEPENDENT,ALF,64,51.0,Yes,No,No,Yes,,GLR,,Yes
9,981 Campbell Ln,Bowling Green,KY,6098,THE BUNGALOS AT BOWLING GREEN,PHOENIX SENIOR LIVING,ALF,19,15.0,Yes,No,No,Yes,,GLR,,Yes
9,981 Campbell Ln,Bowling Green,KY,6100,THE BUNGALOWS AT BOWLING GREEN,PHOENIX SENIOR LIVING,ALF,42,34.0,No,No,No,No,,GLR,,Yes
10,100 Hickory St,Greenville,NC,8901,CYPRESS GLEN RETIREMENT COMMUNITY,INDEPENDENT,ALF,16,13.0,Yes,No,No,Yes,,GLR,,Yes
10,100 Hickory St,Greenville,NC,8902,CYPRESS GLEN RETIREMENT COMMUNITY MEMORY CARE COTTAGE,,ALF,12,10.0,No,No,No,No,,GLR,,Yes
11,100 Sunset Dr,Youngsville,NC,8973,FRANKLIN MANOR,SABER HEALTHCARE GROUP,ALF,42,34.0,Yes,No,Yes,No,,GLR,,Yes
11,100 Sunset Dr,Youngsville,NC,8974,FRANKLIN MANOR ASSISTED LIVING CENTER,SABER HEALTHCARE GROUP,ALF,54,43.0,No,No,No,No,,GLR,,Yes
12,1000 Johns Rd,Laurinburg,NC,9351,PRESTWICK VILLAGE ASSISTED LIVING,ALG Senior,ALF,28,22.0,Yes,Yes,No,No,,GLR,,Yes
12,1000 Johns Rd,Laurinburg,NC,9350,PRESTWICK VILLAGE,ALG Senior,ALF,100,80.0,No,No,No,No,,GLR,,Yes
13,101 Annie Parker Cir,Smithfield,NC,8638,AMERICARE ADULT HOME,INDEPENDENT,ALF,31,25.0,Yes,No,Yes,No,,GLR,,Yes
13,101 Annie Parker Cir,Smithfield,NC,8639,AMERICARES ADULT  HOMES #1,,ALF,12,10.0,No,No,No,No,,GLR,,Yes
14,103 Appalachian Blvd,Arden,NC,8648,ARDENWOODS AT HEATHER GLEN,INDEPENDENT,ALF,25,20.0,Yes,No,No,Yes,,GLR,,Yes
14,103 Appalachian Blvd,Arden,NC,18184,HEATHER GLEN AT ARDENWOODS,,ALF,60,48.0,No,No,No,No,,GLR,,Yes
14,103 Appalachian Blvd,Arden,NC,9051,HEATHER GLEN AT ARDENWOODS,,ALF,60,48.0,No,No,No,No,,GLR,,Yes
15,105 Convention Dr,Cary,NC,9519,STONERIDGE GRACIOUS RETIREMENT,INDEPENDENT,ALF,16,13.0,Yes,No,Yes,No,,GLR,,Yes
15,105 Convention Dr,Cary,NC,19437,STONERIDGE GRACIOUS RETIREMENT LIVING,,ALF,126,101.0,No,No,No,No,,GLR,,Yes
16,1050 Crescent Green Dr,Cary,NC,9049,HEARTFIELDS,NHC,ALF,53,42.0,Yes,Yes,No,No,,GLR,,Yes
16,1050 Crescent Green Dr,Cary,NC,9048,HEARTFIELDS AT CARY,NHC,ALF,97,78.0,No,No,No,No,,GLR,,Yes
17,11 Commerce Dr,Gatesville,NC,8998,GATES HOUSE ALF AND MEMORY CARE,Navion Senior Solutions,ALF,51,41.0,Yes,Yes,No,No,,GLR,,Yes
17,11 Commerce Dr,Gatesville,NC,8997,GATES HOUSE,Navion Senior Solutions,ALF,70,56.0,No,No,No,No,,GLR,,Yes
18,1110 Falls River Ave,Raleigh,NC,8960,FALLS RIVER VILLAGE,TARANTINO PROPERTIES,ALF,18,14.0,Yes,No,Yes,No,,GLR,,Yes
18,1110 Falls River Ave,Raleigh,NC,8961,FALLS RIVER VILLAGE ASSISTED LIVING COMMUNITY,TARANTINO PROPERTIES,ALF,60,48.0,No,No,No,No,,GLR,,Yes
19,112 Pony Barn Rd,Lawndale,NC,9270,OPENVIEW RETIREMENT,INDEPENDENT,ALF,19,15.0,Yes,No,No,Yes,,GLR,,Yes
19,112 Pony Barn Rd,Lawndale,NC,9271,OPENVIEW RETIREMENT CENTER,,ALF,24,19.0,No,No,No,No,,GLR,,Yes
20,1130 Falls River Ave,Raleigh,NC,8958,FALLS RIVER COURT,TARANTINO PROPERTIES,ALF,23,18.0,Yes,No,Yes,No,,GLR,,Yes
20,1130 Falls River Ave,Raleigh,NC,8959,FALLS RIVER COURT MEMORY CARE COMMUNITY,TARANTINO PROPERTIES,ALF,38,30.0,No,No,No,No,,GLR,,Yes
21,114 Polks Village Ln,Chapel Hill,NC,8864,CHATHAM RIDGE MC,Navion Senior Solutions,ALF,9,7.0,Yes,Yes,No,No,,GLR,,Yes
21,114 Polks Village Ln,Chapel Hill,NC,8863,CHATHAM RIDGE ASSISTED LIVING,Navion Senior Solutions,ALF,91,73.0,No,No,No,No,,GLR,,Yes
22,11945 Providence Rd.,Charlotte,NC,9770,WALTONWOOD PROVIDENCE MC,SINGH,ALF,6,5.0,Yes,Yes,No,No,Own Provider Group,GLR,,Yes
22,11945 Providence Rd.,Charlotte,NC,9768,WALTONWOOD PROVIDENCE AL,SINGH,ALF,35,28.0,Yes,Yes,No,No,Own Provider Group,GLR,,Yes
22,11945 Providence Rd.,Charlotte,NC,9769,WALTONWOOD PROVIDENCE IN,SINGH,ILF,6,5.0,Yes,No,Yes,No,Own Provider Group,GLR,,Yes
23,1221 Broad St,Fuquay-Varina,NC,9800,WINDSOR POINT MC,INDEPENDENT,ALF,4,3.0,Yes,Yes,No,No,,GLR,,Yes
23,1221 Broad St,Fuquay-Varina,NC,9798,WINDSOR POINT AL,INDEPENDENT,ALF,28,22.0,Yes,Yes,No,No,,GLR,,Yes
23,1221 Broad St,Fuquay-Varina,NC,9799,WINDSOR POINT IN,INDEPENDENT,ILF,37,30.0,Yes,No,No,Yes,,GLR,,Yes
23,1221 Broad St,Fuquay-Varina,NC,9801,WINDSOR POINT SNF,INDEPENDENT,SNF,30,24.0,Yes,No,No,Yes,,GLR,,Yes
24,1267 Pinnacle Church Rd,Nebo,NC,8858,CEDARBROOK,CEDERBROOK,ALF,64,51.0,Yes,No,No,Yes,,GLR,,Yes
24,1267 Pinnacle Church Rd,Nebo,NC,17503,CEDARBROOK RESIDENTIAL CENTER,CEDERBROOK,ALF,80,64.0,No,No,No,No,,GLR,,Yes
24,1267 Pinnacle Church Rd,Nebo,NC,8859,CEDARBROOK RESIDENTIAL CENTER,CEDERBROOK,ALF,80,64.0,No,No,No,No,,GLR,,Yes
25,1294 Priddy Rd,King,NC,9303,PRIDDY MANOR-ALF,Navion Senior Solutions,ALF,89,71.0,Yes,No,Yes,No,,GLR,,Yes
25,1294 Priddy Rd,King,NC,9352,PRIDDY MANOR ASSISTED LIVING,Navion Senior Solutions,ALF,79,63.0,No,No,No,No,,GLR,,Yes
26,160 Health Care Dr,Rutherfordton,NC,8880,COLONIAL MANOR HEALTH CARE,INDEPENDENT,ALF,37,30.0,Yes,No,No,Yes,,GLR,,Yes
26,160 Health Care Dr,Rutherfordton,NC,8881,COLONIAL MANOR REST HOME,,ALF,34,27.0,No,No,No,No,,GLR,,Yes
26,160 Health Care Dr,Rutherfordton,NC,17615,COLONIAL MANOR REST HOME,,ALF,34,27.0,No,No,No,No,,GLR,,Yes
27,1650 Cokey Rd,Rocky Mount,NC,9068,HERITAGE ROCKY MOUNT,INDEPENDENT,ALF,23,18.0,Yes,No,Yes,No,,GLR,,Yes
27,1650 Cokey Rd,Rocky Mount,NC,9060,HERITAGE CARE OF ROCKY MOUNT,,ALF,126,101.0,No,No,No,No,,GLR,,Yes
28,1670 Westbrook Ave,Burlington,NC,9265,OAKS OF ALAMANCE,INDEPENDENT,ALF,25,20.0,Yes,Yes,No,No,,GLR,,Yes
28,1670 Westbrook Ave,Burlington,NC,9668,THE OAKS OF ALAMANCE,,ALF,69,55.0,No,No,No,No,,GLR,,Yes
29,170 S Main St,Mars Hill,NC,9189,MARS HILL MANOR ASSISTED LIVING,MAINSTAY SENIOR LIVING,ALF,49,39.0,Yes,Yes,No,No,,GLR,,Yes
29,170 S Main St,Mars Hill,NC,9190,MARS HILL RETIREMENT COMMUNITY,MAINSTAY SENIOR LIVING,ALF,69,55.0,No,No,No,No,,GLR,,Yes
30,1705 Kildaire Farm Rd,Cary,NC,9498,SPRING ARBOR OF CARY MC,SPRING ARBOR MANAGEMENT,ALF,22,18.0,Yes,Yes,No,No,,GLR,,Yes
30,1705 Kildaire Farm Rd,Cary,NC,9497,SPRING ARBOR OF CARY AL,SPRING ARBOR MANAGEMENT,ALF,38,30.0,Yes,Yes,No,No,,GLR,,Yes
31,191 Crestview Dr,Mocksville,NC,9070,HERITAGE OF CEDAR ROCK,KISCO SENIOR LIVING,ALF,35,28.0,Yes,Yes,No,No,,GLR,,Yes
31,191 Crestview Dr,Mocksville,NC,9315,PS SENIOR LIVING OF MOCKSVILLE,KISCO SENIOR LIVING,ALF,40,32.0,No,No,No,No,,GLR,,Yes
32,200 Coventry Dr,Oxford,NC,8919,DUNMORE SENIOR LIVING,BUDDY ELMORE,ALF,31,25.0,Yes,Yes,No,No,,GLR,,Yes
32,200 Coventry Dr,Oxford,NC,8920,DUNMORE SENIOR LIVING OF OXFORD,BUDDY ELMORE,ALF,60,48.0,No,No,No,No,,GLR,,Yes
33,200 Minglewood Dr,Garner,NC,8814,CADENCE GARNER AL,COGIR SENIOR LIVING,ALF,25,20.0,Yes,Yes,No,No,,GLR,,Yes
33,200 Minglewood Dr,Garner,NC,8815,CADENCE GARNER MC,COGIR SENIOR LIVING,ALF,15,12.0,Yes,Yes,No,No,,GLR,,Yes
34,2060 W Fifth St,Greenville,NC,8630,ALPHA CARE ONE,"ALPHA CARE ONE ASSISTED LIVING, LLC",ALF,60,48.0,Yes,Yes,No,No,,GLR,,Yes
