excel_row,facility,corporate_name,address,city,state,ownership_type,do_we_serve,db_beds,db_census,nic_operator,nic_owner,nic_ccn,nic_profit_status,nc_units,al_units,mc_units,il_units,aa_units,total_units,classification,tags,detail
22148,Cfaa Inc,"Care for All Ages, Inc.",1308 S Norwood Ave,Green Bay,WI,Independent,No,30,24,"Care for All Ages, Inc.",Cfaa Real Estate LLC,,Unknown,0,21,9,0,0,30,CLEAN,,
22149,"Chamberlain Graceful Living, LLC",Chamberlain Graceful Living,"11609 Bierman Drive, Se",Cumberland,MD,Independent,No,16,13,Chamberlain Graceful Living,Chamberlain Graceful LLC,,Unknown,0,16,0,0,0,16,CLEAN,,
22150,Chamomile Assisted Living Ltd,Chamomile Assisted Living,22 Milo Lane,Madison,WI,Corporate,No,17,14,Chamomile Assisted Living,Chamomile Properties LLC,,Unknown,0,17,0,0,0,17,CLEAN,,
22151,Chamomile Assisted Living Ltd II,Chamomile Assisted Living,842 Jupiter Drive,Madison,WI,Corporate,No,24,19,Chamomile Assisted Living,Shields Properties LLC,,Unknown,0,24,0,0,0,24,CLEAN,,
22152,Chapel Valley II,Chapel Valley,5781 Chapel Valley Road,Fitchburg,WI,Independent,No,24,19,Chapel Valley,Whpc-chapel Valley-fitchburg L,,Unknown,0,24,0,0,0,24,CLEAN,,
22153,Chapel View Apartments,CASSIA,605 Minnetonka Mills Road,Hopkins,MN,Corporate,No,66,53,Cassia,Augustana Chapel View Assisted,,Not For Profit,0,66,0,0,0,66,CLEAN,,
22154,Chapters Living Of Alpharetta,Isakson Living,762 North Main Street,Alpharetta,GA,Independent,No,105,84,Isakson Living,Park Springs LLC,,Unknown,0,73,32,0,0,105,CLEAN,,
22155,Chapters Living of Barrington,Chapters Living,510 W Northwest Hwy,Barrington,IL,Corporate,No,45,36,Chapters Living,Barrington Al Realty LLC,,For Profit,0,21,24,0,0,45,CLEAN,,
22156,Chapters Living of Canton,Wickshire Senior Living,125 Riverstone Ter,Canton,GA,Corporate,No,93,74,Wickshire Senior Living,Canton Al Propco LLC,,For Profit,0,65,28,0,0,93,CLEAN,,
22157,Chapters Living Of Canton,Jewish HomeLife,125 Riverside Terrace,Canton,GA,Independent,No,110,88,Jewish HomeLife,People First Facilities LLC,,Unknown,0,77,33,0,0,110,CLEAN,,
22158,Chapters Living of Edwardsville,Arvum Senior Living,7108 Marine Rd,Edwardsville,IL,Corporate,No,54,43,Arvum Senior Living,Edwardsville Propco LLC,,For Profit,0,0,54,0,0,54,CLEAN,,
22159,Chapters Living Of Joplin,unknown,201 South Northpark Lane,Joplin,MO,Corporate,No,93,74,unknown,201 S Northpark Joplin LLC,265617,Unknown,0,80,13,52,0,145,FLAGGED,IL_MIXED,IL=52 (36% of total) with other unit types
22160,"Charis Home Assisted Living, LLC",Charis Home Assisted Living,3333 Windsor Avenue,Baltimore,MD,Independent,No,16,13,Charis Home Assisted Living,Heritage Harbor Trust,,Unknown,0,16,0,0,0,16,CLEAN,,
22161,Charity Care Inc,Charity Care Inc.,461 E 31st St,Hialeah,FL,Independent,No,20,16,Charity Care Inc.,Soler Vivian,,For Profit,0,20,0,0,0,20,CLEAN,,
22162,"Charlestown Community, Inc",ERICKSON SENIOR LIVING,709 & 721 Maiden Choice Lane,Baltimore,MD,Corporate,No,238,190,Erickson Senior Living,Maryland Health & Higher,,Unknown,0,186,52,0,0,238,CLEAN,,
22163,"Charlie's Angels Plus, LLC",unknown,4215 Bayonne Avenue,Baltimore,MD,Corporate,No,15,12,unknown,Sinsheimer Holdings LLC,,Unknown,0,15,0,0,0,15,CLEAN,,
22164,Charlotte's Home I,Charlotte's Home,212 Maple Avenue,Boonsboro,MD,Corporate,No,16,13,Charlotte's Home,Cassini Charlotte J,,Unknown,0,16,0,0,0,16,CLEAN,,
22165,Charlotte's Home II,Charlotte's Home,13715 Village Mill Drive,Maugansville,MD,Corporate,No,15,12,Charlotte's Home,Cassini Charlotte J,,Unknown,0,15,0,0,0,15,CLEAN,,
22166,Charms Personal Care Home,Colonial Gardens,900 West Residence P.o. Box 5345,Albany,GA,Independent,No,148,118,Colonial Gardens,Houston Lake Estates LLC,,Unknown,0,104,44,0,0,148,CLEAN,,
22167,Charter Memory Care Of Moline,CEDARHURST SENIOR LIVING,221 11th Avenue,Moline,IL,Corporate,No,41,33,Cedarhurst Senior Living,Snh Al Properties LLC,,Unknown,0,0,41,0,0,41,CLEAN,,
22168,Charter Senior Living At Bay City 2,CHARTER SENIOR LIVING,568 North Pine Road,Bay City,MI,Corporate,No,40,32,"Charter Senior Living, LLC",Hm Bay City Property LLC,,Unknown,0,40,0,0,0,40,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Hm Bay City Property LLC"
22169,Charter Senior Living Cbrf-verona,CEDARHURST SENIOR LIVING,143 Prairie Oaks Drive,Verona,WI,Corporate,No,20,16,Cedarhurst Senior Living,Snh Properties,,Unknown,0,0,20,0,0,20,CLEAN,,
22170,Charter Senior Living of  Vinings,CHARTER SENIOR LIVING,2401 Cumberland Pkwy SE,Atlanta,GA,Corporate,No,103,82,"Charter Senior Living, LLC",Bmsl Vinings Propco LLC,,For Profit,0,79,24,0,0,103,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Bmsl Vinings Propco LLC"
22171,Charter Senior Living of Annapolis,CHARTER SENIOR LIVING,2717 Riva Rd,Annapolis,MD,Corporate,No,63,50,"Charter Senior Living, LLC",Snh Somerford Properties,,For Profit,0,0,63,0,0,63,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Snh Somerford Properties"
22172,Charter Senior Living of Bowie,CHARTER SENIOR LIVING,7600 Laurel Bowie Rd,Bowie,MD,Corporate,No,45,36,"Charter Senior Living, LLC",Snh Chs Properties,,For Profit,0,32,13,0,0,45,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Snh Chs Properties"
22173,Charter Senior Living of Buford,CHARTER SENIOR LIVING,4450 Old Hamilton Mill Rd,Buford,GA,Corporate,No,62,50,"Charter Senior Living, LLC",Buford Sh Property LLC,,For Profit,0,48,14,0,0,62,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Buford Sh Property LLC"
22174,Charter Senior Living of Columbia,CHARTER SENIOR LIVING,8220 Snowden River Pkwy,Columbia,MD,Corporate,No,64,51,"Charter Senior Living, LLC",Snh Somerford Properties,,For Profit,0,0,64,0,0,64,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Snh Somerford Properties"
22175,Charter Senior Living of Davison,CHARTER SENIOR LIVING,10222 Lapeer,Davison,MI,Corporate,No,54,43,"Charter Senior Living, LLC",Hm Davison Property LLC,,For Profit,0,40,14,0,0,54,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Hm Davison Property LLC"
22176,Charter Senior Living of Godfrey,CHARTER SENIOR LIVING,1373 Dadrian Professional Park,Godfrey,IL,Corporate,No,76,61,"Charter Senior Living, LLC",Snh Al Properties LLC,,For Profit,0,60,16,0,0,76,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Snh Al Properties LLC"
22177,Charter Senior Living of Hasmer Lake,CHARTER SENIOR LIVING,N168 W22022 Main Street,Jackson,WI,Corporate,No,50,40,"Charter Senior Living, LLC",unknown,,For Profit,0,33,17,0,0,50,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=unknown"
22178,Charter Senior Living Of Hasmer Lake,CHARTER SENIOR LIVING,N168 W22026 Main St,Jackson,WI,Corporate,No,33,26,"Charter Senior Living, LLC",unknown,,Unknown,0,33,0,0,0,33,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=unknown"
22179,Charter Senior Living of Hazel Crest,CHARTER SENIOR LIVING,3701 W 183rd St,Hazel Crest,IL,Corporate,No,64,51,"Charter Senior Living, LLC",Bmsl Hazel Invest LLC,,For Profit,0,0,64,0,0,64,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Bmsl Hazel Invest LLC"
22180,Charter Senior Living of Kenosha,CHARTER SENIOR LIVING,8351 Sheridan Rd,Kenosha,WI,Corporate,No,63,50,"Charter Senior Living, LLC",Sptmnr Properties,,For Profit,0,63,0,0,0,63,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Sptmnr Properties"
22181,Charter Senior Living of Linden,CHARTER SENIOR LIVING,713 Silver Lake Rd,Linden,MI,Corporate,No,83,66,"Charter Senior Living, LLC",Sturgess Aubrey,,For Profit,0,60,23,0,0,83,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Sturgess Aubrey"
22182,Charter Senior Living Of Linden,unknown,5050 Amelia Earhart Dr,Linden,MI,Corporate,No,104,83,unknown,Linden Senior Partners LLC,,Unknown,0,73,31,0,0,104,CLEAN,,
22183,Charter Senior Living of Mequon,CEDARHURST SENIOR LIVING,10803 N Port Washington Rd,Mequon,WI,Corporate,No,60,48,Cedarhurst Senior Living,Snh Fm Financing LLC,,For Profit,0,60,0,0,0,60,CLEAN,,
22184,Charter Senior Living Of Moline,CEDARHURST SENIOR LIVING,900 43rd Avenue,Moline,IL,Corporate,No,46,37,Cedarhurst Senior Living,Snh Al Properties LLC,,Unknown,0,46,0,0,0,46,CLEAN,,
22185,Charter Senior Living of Orland Park,CHARTER SENIOR LIVING,8021 W 151st St,Orland Park,IL,Corporate,No,42,34,"Charter Senior Living, LLC",Hico Ticop Memory Care,,For Profit,0,0,42,0,0,42,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Hico Ticop Memory Care"
22186,Charter Senior Living Of Panama City Beach,CHARTER SENIOR LIVING,6012 Magnolia Beach Road,Panama City,FL,Corporate,No,60,48,"Charter Senior Living, LLC",Csl 4 Pack Holdco LLC,,Unknown,0,42,18,14,0,74,FLAGGED,"PROPCO_SPLIT, IL_MIXED","Operator=Charter Senior Living, LLC, Owner=Csl 4 Pack Holdco LLC | IL=14 (19% of total) with other unit types"
22187,Charter Senior Living Of Pekin,CEDARHURST SENIOR LIVING,2700 S 14th Street,Pekin,IL,Corporate,No,61,49,Cedarhurst Senior Living,Snh Al Aimo Inc,,Unknown,0,61,0,0,0,61,CLEAN,,
22188,Charter Senior Living of Shiloh,CHARTER SENIOR LIVING,1201 Hartman Ln,Belleville,IL,Corporate,No,63,50,"Charter Senior Living, LLC",Tic Pwh LLC,,For Profit,0,63,0,0,0,63,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Tic Pwh LLC"
22189,Charter Senior Living of Stepping Stone Falls,CHARTER SENIOR LIVING,4444 W Court St,Flint,MI,Corporate,No,99,79,"Charter Senior Living, LLC",Vs Genesee Valley LLC,,For Profit,0,65,34,0,0,99,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Vs Genesee Valley LLC"
22190,Charter Senior Living of Towson,CHARTER SENIOR LIVING,6451 N Charles St,Baltimore,MD,Corporate,No,88,70,"Charter Senior Living, LLC",S H Forty Nine Propco Towson LLC,,For Profit,0,65,23,0,0,88,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=S H Forty Nine Propco Towson LLC"
22191,Charter Senior Living of Troy,CHARTER SENIOR LIVING,39 Dorothy Dr,Troy,IL,Corporate,No,63,50,"Charter Senior Living, LLC",Snh Lta Properties Ga LLC,,For Profit,0,63,0,0,0,63,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=Snh Lta Properties Ga LLC"
22192,Charter Senior Living Of Washington,CEDARHURST SENIOR LIVING,100 Grand Victorian Place,Washington,IL,Corporate,No,61,49,Cedarhurst Senior Living,Five Star Quality Care,,Unknown,0,61,0,10,0,71,FLAGGED,IL_MIXED,IL=10 (14% of total) with other unit types
22193,Charter Senior Living of Woodholme Crossing,CHARTER SENIOR LIVING,1840 Reisterstown Road,Pikesville,MD,Corporate,No,113,90,"Charter Senior Living, LLC",S H Forty Nine Propco Pikesville LLC,,For Profit,0,89,24,0,0,113,FLAGGED,PROPCO_SPLIT,"Operator=Charter Senior Living, LLC, Owner=S H Forty Nine Propco Pikesville LLC"
22194,Charter Senior Living Vernon Hills,Sona Senior Living,500 Atrium Dr,Vernon Hills,IL,Independent,No,38,30,Sona Senior Living,Emres II Illinois LLC,,For Profit,0,0,38,0,0,38,CLEAN,,
22195,Chaska Heights Senior Living,LIFESPARK,3120 Chesnut Street,Chaska,MN,Corporate,No,72,58,Lifespark,unknown,,For Profit,0,58,14,66,0,138,FLAGGED,IL_MIXED,IL=66 (48% of total) with other unit types
22196,Chateau Ann Marie,unknown,7700 Minnesota Ave,Saint Louis,MO,Corporate,No,22,18,unknown,Ceda Properties LLC,,For Profit,0,22,0,0,0,22,CLEAN,,
22197,Chateau Madeleine,Dr. Ade Hardoon,205 Hardoon Lane,Melbourne,FL,Independent,No,84,67,Dr. Ade Hardoon,Chateau Madeleine LLC,,For Profit,0,62,22,0,0,164,CLEAN,,
22198,Chateau Waters,CentraCare,960 19th Street South,Sartell,MN,Corporate,No,92,74,CentraCare,Ecumen Sbc Sartell Properties LLC,,Not For Profit,0,92,0,0,0,92,CLEAN,,
22199,"Cherokee Residential Care Acquisition, LLC",Senior Care Authority,3409 Missouri Ave,Saint Louis,MO,Corporate,No,34,27,Senior Care Authority,Cherokee Residential Care Real,,For Profit,0,34,0,0,0,34,CLEAN,,
22200,Cherry Blossom Manor Inc.,Cherry Blossom Manor,611 E Main Street,Hart,MI,Independent,No,39,31,Cherry Blossom Manor,Kiddie College Realty LLC,,Unknown,0,39,0,0,0,39,CLEAN,,
22201,Cherry Cove Assisted Living And Memory Care 1,Ashford Martin Corporation,1704 Georgia Street,Sturgeon Bay,WI,Corporate,No,20,16,Ashford Martin Corporation,Whispering Winds Retirement Home LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
22202,Cherry Cove Assisted Living And Memory Care 3,Ashford Martin Corporation,1610 Georgia Street,Sturgeon Bay,WI,Corporate,No,20,16,Ashford Martin Corporation,Whispering Winds Retirement Home LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
22203,Cherry Hill Assisted Living,Cherry Hill Assisted Living,253 Aiken Miller Road,Accident,MD,Independent,No,24,19,Cherry Hill Assisted Living,Maust Jay,,Unknown,0,24,0,0,0,24,CLEAN,,
22204,Cherry Hill Haven,Baruch Senior Ministries,4841 N. Long Lake Rd,Traverse City,MI,Corporate,No,16,13,Baruch Senior Ministries,Baruch Sls Inc,,Unknown,0,11,5,0,0,16,CLEAN,,
22205,Cherry Hill Haven III,Baruch Senior Ministries,4885 N Long Lake Road,Traverse City,MI,Corporate,No,16,13,Baruch Senior Ministries,Baruch Sls Inc,,Unknown,0,11,5,0,0,16,CLEAN,,
22206,Cherry Oak Palm Beach County,Mel & Anita Swenson,6026 Old Congress Rd,Lake Worth,FL,Independent,No,53,42,Mel & Anita Swenson,Copb Estate LLC,,For Profit,0,53,0,0,0,53,CLEAN,,
22207,Cherrywood Andover,Cherrywood Advanced Living,1889 139th Avenue Nw,Andover,MN,Corporate,No,20,16,Cherrywood Advanced Living,Cherrywood Of Andover LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
22208,Cherrywood Big Lake,Cherrywood Advanced Living,171 Henry Road,Big Lake,MN,Corporate,No,20,16,Cherrywood Advanced Living,Cherrywood Of Big Lake LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
22209,Cherrywood Richmond,Cherrywood Advanced Living,140 Barry Avenue Nw,Richmond,MN,Corporate,No,20,16,Cherrywood Advanced Living,Sk Holdings LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
22210,Cherrywood South St Cloud,Cherrywood Advanced Living,3315 Cooper Avenue South,St. Cloud,MN,Corporate,No,20,16,Cherrywood Advanced Living,Electric Holdings One LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
22211,Cherrywood St Cloud,Cherrywood Advanced Living,1030 Voyageur Street,St. Cloud,MN,Corporate,No,20,16,Cherrywood Advanced Living,Cherrywood Of St Cloud LLC,,For Profit,0,14,6,0,0,20,CLEAN,,
22212,Chesaning Comfort Care,Comfort Care Senior Living,1800 W Brady Rd,Chesaning,MI,Corporate,No,40,32,Comfort Care Senior Living,Chesaning Real Estate LLC,,For Profit,0,30,10,0,0,40,CLEAN,,
22213,Chesapeake Cottage Assisted Living,Chesapeake Cottage,6625 Whitesburg Road,Snow Hill,MD,Independent,No,16,13,Chesapeake Cottage,Stonnell John L,,Unknown,0,16,0,0,0,16,CLEAN,,
22214,Chesapeake Cove,unknown,203 Hall Highway,Crisfield,MD,Corporate,No,30,24,unknown,unknown,,Unknown,0,30,0,0,0,30,CLEAN,,
22215,Chesapeake Manor Assisted Living,Catered Living of Ocean Pines,7054 Bent Pine Road,Willards,MD,Corporate,No,16,13,Catered Living of Ocean Pines,S W Bloyd Properties LLC,,Unknown,0,16,0,0,0,16,CLEAN,,
22216,Chester Street Residence,Marty Seltzer,1725 Chester Rd,Royal Oak,MI,Independent,No,55,44,Marty Seltzer,Royal Manor LLC,,For Profit,0,0,55,0,0,55,CLEAN,,
22217,"Chesterfield, Sunrise of","SUNRISE SENIOR LIVING MANAGEMENT, INC",1880 Clarkson Rd,Chesterfield,MO,Corporate,No,74,59,Sunrise Senior Living,Welltower Propco Group LLC,,For Profit,0,46,28,0,0,74,FLAGGED,PROPCO_SPLIT,"Operator=Sunrise Senior Living, Owner=Welltower Propco Group LLC"
22218,Chestnut Fields Retirement Community,Retirement Living Management,5425 Chestnut Dr.,Muskegon,MI,Corporate,No,20,16,Retirement Living Management,Maas Development III LLC,,Unknown,0,14,6,0,0,20,CLEAN,,
22219,Chestnut Glen and Chestnut Terrace,AMERICARE SENIOR LIVING,121 Klondike Crossing,St Peters,MO,Corporate,No,38,30,Americare Senior Living,St Charles Assisted LLC,,For Profit,0,24,14,0,0,38,CLEAN,,
22220,Chestnut Grove,unknown,1204 West Chestnut Street,Virginia,MN,Corporate,No,20,16,unknown,Range Development Co Of Chisholm,,For Profit,0,14,6,0,0,20,CLEAN,,
22221,"Chevy Chase, Sunrise of","SUNRISE SENIOR LIVING MANAGEMENT, INC",2201 Colston Drive,Silver Spring,MD,Corporate,No,98,78,Sunrise Senior Living,Eat Sunrise Chevy Chase LLC,,For Profit,0,65,33,0,0,98,FLAGGED,PROPCO_SPLIT,"Operator=Sunrise Senior Living, Owner=Eat Sunrise Chevy Chase LLC"
22222,Chillicothe Manor I LLC,Barnabas Operations Inc.,1301 Monroe St,Chillicothe,MO,Independent,No,64,51,Barnabas Operations Inc.,Chillicothe Manor II LLC,,For Profit,0,64,0,0,0,64,CLEAN,,
22223,Chippewa Manor Living Services Corporation,Chippewa Manor Corporation,756 Irvine Street,Chippewa Falls,WI,Independent,No,93,74,Chippewa Manor Corporation,Cmrc Properties LLC,,Unknown,0,93,0,0,0,93,CLEAN,,
22224,Chosen Valley Assisted Living,"Chosen Valley Care Center, Inc.",1260 Winona Street Se,Chatfield,MN,Independent,No,40,32,"Chosen Valley Care Center, Inc.",Chosen Valley Care Center Inc,,Not For Profit,0,40,0,0,0,40,CLEAN,,
22225,Chrismark Home LLC,Chrismark Home,1627 Kern Ave,Rice Lake,WI,Independent,No,15,12,Chrismark Home,Tuscobia Properties LLC,,Unknown,0,15,0,0,0,15,CLEAN,,
22226,Christian Care Assisted Living,Christian Care,1530 Mclaughlin Avenue,Muskegon,MI,Independent,No,105,84,Christian Care,Christian Home For Aged,,Unknown,0,105,0,0,0,105,CLEAN,,
22227,Christian City Assisted Living Center,PRUITTHEALTH,7290 Lester Rd,Union City,GA,Corporate,No,180,144,PruittHealth,South Fulton Healthcare Props,,For Profit,0,150,30,0,0,180,CLEAN,,
22228,Christian Haven Home,Sunset Senior Living Communities,704 Pennoyer Ave,Grand Haven,MI,Independent,No,50,40,Sunset Senior Living Communities,Christian Haven Home,,For Profit,0,50,0,0,0,50,CLEAN,,
22229,Christian Home Assisted Living Center,SSM HEALTH,331 Bly Street,Waupun,WI,Corporate,No,24,19,SSM Health,Bly Street LLC,,Unknown,0,24,0,0,0,24,CLEAN,,
22230,Christian Senior Living,SSM HEALTH,1001 W Brown St,Waupun,WI,Corporate,No,36,29,SSM Health,Christian Home Propco LLC,,Unknown,0,25,11,0,0,36,CLEAN,,
22231,Church Creek,AlerisLife Inc.,1250 W Central Road,Arlington Heights,IL,Corporate,No,34,27,AlerisLife Inc.,Sptmrt Properties,,For Profit,0,13,21,238,0,272,FLAGGED,IL_MIXED,IL=238 (88% of total) with other unit types
22232,Church Of Christ Assisted Living,Church of Christ Care Center,23621 15 Mile Road,Clinton Township,MI,Independent,No,138,110,Church of Christ Care Center,Church Of Christ Assisted,,Unknown,0,97,41,0,0,138,CLEAN,,
22233,Churchill Place Memory Care,Anthem Memory Care,190 Geneva Rd,Glen Ellyn,IL,Corporate,No,46,37,Anthem Memory Care,190 Geneva Road Holdings LLC,,For Profit,0,0,46,0,0,46,CLEAN,,
22234,Churchill Terrace - Assisted Living By Americare,AMERICARE SENIOR LIVING,120 Hospital Dr,Fulton,MO,Corporate,No,57,46,Americare Senior Living,Fulton Residential LLC,,For Profit,0,57,0,0,0,57,CLEAN,,
22235,Churchview Sl Center,"GARDANT MANAGEMENT SOLUTIONS, INC",2626 West 63rd Street,Chicago,IL,Corporate,No,86,69,Gardant Management Solutions,Eagle Ridge Ltd Partnership,,Unknown,0,86,0,0,0,86,FLAGGED,PROPCO_SPLIT,"Operator=Gardant Management Solutions, Owner=Eagle Ridge Ltd Partnership"
22236,Ciel at Plainfield,Ciel Senior Living,12446 S Van Dyke Rd,Plainfield,IL,Corporate,No,110,88,Ciel Senior Living,Chp Park Plainfield Il & Owner,,For Profit,0,80,30,0,0,110,CLEAN,,
22237,Ciel of Long Grove,Ciel Senior Living,1190 Old McHenry Rd,Long Grove,IL,Corporate,No,141,113,Ciel Senior Living,Bfg Long Grove Propco LLC,,For Profit,0,85,56,0,0,141,CLEAN,,
22238,Ciel of Shorewood,Harbor Retirement Associates (HRA),1111 E Capitol Dr,Milwaukee,WI,Corporate,No,104,83,Harbor Retirement Associates (HRA),Chp Shorewood Wi Owner LLC,,For Profit,0,59,45,0,0,104,CLEAN,,
22239,Cinnamon Cove Assisted Living Facility,Cinnamon Cove,5641 Montana Avenue,New Port Richey,FL,Independent,No,34,27,Cinnamon Cove,Kraster Christopher,,For Profit,0,34,0,0,0,34,CLEAN,,
22240,Citizens For Quality Care Morenc,Citizens for Quality Care,233 Baker Street,Morenci,MI,Independent,No,20,16,Citizens for Quality Care,Chang Chienming,,Unknown,0,14,6,0,0,20,CLEAN,,
22241,Claddagh Senior Living,Claddagh Senior Living,508 Kruckow Avenue North,Caledonia,MN,Independent,No,45,36,Claddagh Senior Living,Long Lake Properties LLC,,For Profit,0,31,14,0,0,45,CLEAN,,
22242,Clairmont Place,Privately Owned and Operated,2100 Clairmont Lake,Decatur,GA,Corporate,No,45,36,Privately Owned and Operated,Clairmont Place,,For Profit,0,45,0,0,0,45,CLEAN,,
22243,Clara City Assisted Living,Clara City Senior Living,200 East Wachtler Avenue,Clara City,MN,Independent,No,32,26,Clara City Senior Living,Koenen Ronald K,,Not For Profit,0,22,10,0,0,32,CLEAN,,
22244,Clarendale Ann Arbor,LIFE CARE SERVICES,2830 S Main St,Ann Arbor,MI,Corporate,No,52,42,Life Care Services,Ann Arbor Mi Senior Living Exc,,For Profit,0,28,24,100,0,152,FLAGGED,IL_MIXED,IL=100 (66% of total) with other unit types
22245,Clarendale Ann Arbor,Balfour Senior Living,2840 S Main St,Ann Arbor,MI,Independent,No,71,57,Balfour Senior Living,Ann Arbor Mi Senior Living Exc,,Unknown,0,50,21,0,0,71,CLEAN,,
22246,Clarendale Clayton,LIFE CARE SERVICES,7651 Clayton Road,Clayton,MO,Corporate,No,88,70,Life Care Services,Clarendale Clayton LLC,,For Profit,0,66,22,195,0,283,FLAGGED,IL_MIXED,IL=195 (69% of total) with other unit types
22247,Clarendale of Addison,LIFE CARE SERVICES,1651 West Lake Street,Addison,IL,Corporate,No,95,76,Life Care Services,Ryan Compainies Us Inc,,For Profit,0,55,40,95,0,190,FLAGGED,IL_MIXED,IL=95 (50% of total) with other unit types
22248,Clarendale of Algonquin,LIFE CARE SERVICES,2001 W Algonquin Rd,Algonquin,IL,Corporate,No,117,94,Life Care Services,Inland Private Capital Corp,,For Profit,0,58,59,74,0,191,FLAGGED,IL_MIXED,IL=74 (39% of total) with other unit types
22249,Clarendale of Mokena,LIFE CARE SERVICES,21536 Wolf Rd,Mokena,IL,Corporate,No,96,77,Life Care Services,unknown,,For Profit,0,56,40,60,0,156,FLAGGED,IL_MIXED,IL=60 (38% of total) with other unit types
22250,Clarendale of St. Peters,LIFE CARE SERVICES,10 DuBray Drive,Saint Peters,MO,Corporate,No,104,83,Life Care Services,St Peters Mo Senior Living Dst,,For Profit,0,64,40,112,0,216,FLAGGED,IL_MIXED,IL=112 (52% of total) with other unit types
22251,Clarendale Six Corners,LIFE CARE SERVICES,4715 West Irving Park Road,Chicago,IL,Corporate,No,148,118,Life Care Services,Clarendale At Portage,,For Profit,0,98,50,114,0,262,FLAGGED,IL_MIXED,IL=114 (44% of total) with other unit types
22252,Clark at Keller Lake,Clark Retirement,2499 Forest Hill Ave SE,Grand Rapids,MI,Independent,No,80,64,Clark Retirement,Harambasic Esma,,Not For Profit,0,40,40,52,0,132,FLAGGED,IL_MIXED,IL=52 (39% of total) with other unit types
22253,Clark Care Center - One,unknown,1505 East Ashland St,Nevada,MO,Corporate,No,38,30,unknown,Clark Health Care Properties Of Missouri Inc,,For Profit,0,38,0,0,0,38,CLEAN,,
22254,Clark Crossings Of Wells,"Heartland Senior Management Services, LLC",351 2nd Avenue Nw,Wells,MN,Corporate,No,20,16,"Heartland Senior Management Services, LLC",Senior Heartland,,Not For Profit,0,14,6,0,0,20,CLEAN,,
22255,Clark-lindsey Village Inc.,"Clark Lindsey Village, Inc.",101 W. Windsor Road,Urbana,IL,Independent,No,64,51,"Clark Lindsey Village, Inc.",Clark-lindsey Holdings LLC,145381,Unknown,0,38,26,183,0,247,FLAGGED,"ADDR_MATCHES_DB_SNF, IL_MIXED",Same address as SNF: CLARK-LINDSEY VILLAGE | IL=183 (74% of total) with other unit types
22256,Classic At Hillcrest Greens Senior Living (the),"The Classic (Jennifer Rooney, owner)",2455 Sawgrass Place,Altoona,WI,Independent,No,103,82,"The Classic (Jennifer Rooney, owner)",The Classic At Hillcrest Greens LLC,,Unknown,0,63,40,0,0,103,CLEAN,,
22257,Clausen Manor,Lourdes Senior Community,2400 Watkins Lake Road,Waterford,MI,Corporate,No,20,16,Lourdes Senior Community,Lourdes Inc,,Unknown,0,14,6,0,0,20,CLEAN,,
22258,Clc Mary Wagner House,unknown,30900 Greening,Farmington Hills,MI,Corporate,No,15,12,unknown,Community Centers Inc,,Unknown,0,10,5,0,0,15,CLEAN,,
22259,Clearday Living Center,Clearday Inc.,2626 Goodlette Frank Road,Naples,FL,Independent,No,50,40,Clearday Inc.,Adorale LLC,,For Profit,0,0,50,0,0,50,CLEAN,,
22260,Cleave,unknown,36588 Union Lake Road,Harrison Twp.,MI,Corporate,No,16,13,unknown,Cleave Nonprofit Housing Corp,,Unknown,0,16,0,0,0,16,CLEAN,,
22261,Clement Manor Retirement Community,unknown,9339 W Howard Ave,Greenfield,WI,Corporate,No,99,79,unknown,Clement Manor Inc,,Unknown,0,99,0,0,0,99,CLEAN,,
